Address;City;Postal Code;Country;Latitude;Longitude;Operator;Access Type;Connector Standard;Amperage;Voltage;Power Type;Max Power 
De Houten Hoek 11;Venray;5801 ED;NL;51.527;5.969564;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
De Houten Hoek 11;Venray;5801 ED;NL;51.527;5.969564;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Pater Steeghplein 15;Velden;5941 BK;NL;51.412526;6.170651;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Pater Steeghplein 15;Velden;5941 BK;NL;51.412526;6.170651;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Harrie Carisstraat 2;Nederweert;6031 HG;NL;51.289317;5.748424;PSA2;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;CHAdeMO, DC;125;400;dc;50000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;CHAdeMO, DC;125;400;dc;50000
Bosserhof A2;Echt;6101 XG;NL;51.11358;5.867804;Fastned;Public;IEC 62196 Type 2 Mennekes Combo, DC;500;600;dc;300000
Bergerweg 71;Sittard;6135 KD;NL;50.99607326;5.84273706;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Beitel 90;Heerlen;6422 PB;NL;50.845755;6.003616;EVBox;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Beitel 90;Heerlen;6422 PB;NL;50.845755;6.003616;EVBox;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Prinsesselaan 5;Maastricht;6224 LK;NL;50.84563;5.709902;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Prinsesselaan 5;Maastricht;6224 LK;NL;50.84563;5.709902;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Bellomontedomein 62A;Maastricht;6229 GM;NL;50.835797;5.708974;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Bellomontedomein 62A;Maastricht;6229 GM;NL;50.835797;5.708974;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Pendersstraat 22;Klimmen;6343 BB;NL;50.876635;5.879946;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Pendersstraat 22;Klimmen;6343 BB;NL;50.876635;5.879946;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Hoge Kanaaldijk 22;Maastricht;6212 XS;NL;50.8376;5.69537;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Hoge Kanaaldijk 22;Maastricht;6212 XS;NL;50.8376;5.69537;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Kleingraverstraat 123;Kerkrade;6466 EB;NL;50.857676;6.031398;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Kleingraverstraat 123;Kerkrade;6466 EB;NL;50.857676;6.031398;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Doctor Kuyperstraat 219;Weert;6004 AL;NL;51.249185;5.718485;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Doctor Kuyperstraat 219;Weert;6004 AL;NL;51.249185;5.718485;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Prins Bisschopsingel 1;Maastricht;6212 AA;NL;50.842379;5.693987;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Prins Bisschopsingel 1;Maastricht;6212 AA;NL;50.842379;5.693987;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Zwaluwstraat 151;Horst;5961 VV;NL;51.452742;6.045858;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Zwaluwstraat 151;Horst;5961 VV;NL;51.452742;6.045858;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
In het veld 20;Venlo;5926 VZ;NL;51.35841;6.133255;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
In het veld 20;Venlo;5926 VZ;NL;51.35841;6.133255;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Marie Curieweg 3;Roermond;6045 GH;NL;51.170319;6.034538;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_1_phase;3680
Marie Curieweg 3;Roermond;6045 GH;NL;51.170319;6.034538;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_1_phase;3680
Benzenraderweg 124;Heerlen;6417 SV;NL;50.878704;5.9801;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Benzenraderweg 124;Heerlen;6417 SV;NL;50.878704;5.9801;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Holtum-Noordweg 8 b;Born;6121 RE;NL;51.059152;5.819458;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Holtum-Noordweg 8 b;Born;6121 RE;NL;51.059152;5.819458;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Holtum-Noordweg 8 b;Born;6121 RE;NL;51.059152;5.819458;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Holtum-Noordweg 8 b;Born;6121 RE;NL;51.059152;5.819458;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Caulitenstraat 4;Sint Joost;6112 AL;NL;51.117324;5.899479;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Caulitenstraat 4;Sint Joost;6112 AL;NL;51.117324;5.899479;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Hoofdstraat 4;Heijen;6598 AD;NL;51.681812;5.972745;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Hoofdstraat 4;Heijen;6598 AD;NL;51.681812;5.972745;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Hoofdstraat 4;Heijen;6598 AD;NL;51.681812;5.972745;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Hoofdstraat 4;Heijen;6598 AD;NL;51.681812;5.972745;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Magnesiumstraat 51;Nederweert;6031 RV;NL;51.272324;5.74381;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Magnesiumstraat 51;Nederweert;6031 RV;NL;51.272324;5.74381;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Kerkstraat 8;Bergen;5854 AK;NL;51.599858;6.033642;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Kerkstraat 8;Bergen;5854 AK;NL;51.599858;6.033642;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Gaesdonckestraat 2 a;Siebengewald;5853 AX;NL;51.650145;6.111597;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Gaesdonckestraat 2 a;Siebengewald;5853 AX;NL;51.650145;6.111597;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Hub Dassenplein;Sittard;6131 LB;NL;50.995793;5.868435;Last Mile Solutions;Public;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Hub Dassenplein;Sittard;6131 LB;NL;50.995793;5.868435;Last Mile Solutions;Public;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Klaproosstraat 2;Maasbree;5993 GC;NL;51.360444;6.047137;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Klaproosstraat 2;Maasbree;5993 GC;NL;51.360444;6.047137;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Bleijenbeek 14;Afferden;5851 EE;NL;51.63644;6.06239;Joulz;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Bleijenbeek 14;Afferden;5851 EE;NL;51.63644;6.06239;Joulz;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Daalhemerweg 8;Valkenburg aan de Geul;6301 BK;NL;50.861768;5.829398;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Daalhemerweg 8;Valkenburg aan de Geul;6301 BK;NL;50.861768;5.829398;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Daalhemerweg 8;Valkenburg aan de Geul;6301 BK;NL;50.861768;5.829398;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Lottumseweg 15;Grubbenvorst;5971 BT;NL;51.420944;6.146944;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Lottumseweg 15;Grubbenvorst;5971 BT;NL;51.420944;6.146944;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Fons Olterdissenstraat 6;Maastricht;6217 HV;NL;50.855649;5.670101;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Fons Olterdissenstraat 6;Maastricht;6217 HV;NL;50.855649;5.670101;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Spoorstraat 1;Susteren;6114 EL;NL;51.06065;5.862393;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Spoorstraat 1;Susteren;6114 EL;NL;51.06065;5.862393;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Mariagardestraat 147;Roermond;6041 HL;NL;51.191256;5.990186;Vattenfall;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Mariagardestraat 147;Roermond;6041 HL;NL;51.191256;5.990186;Vattenfall;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Terzieterweg 15;Epen;6285 ND;NL;50.757132;5.911662;E-Flux;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Terzieterweg 15;Epen;6285 ND;NL;50.757132;5.911662;E-Flux;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Rimpelt 33;Afferden;5851 EK;NL;51.63521;6.03395;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Rimpelt 33;Afferden;5851 EK;NL;51.63521;6.03395;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Vliegveldweg 90;Maastricht;6199 AD;NL;50.9155364;5.7689313;Blue Current;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Vliegveldweg 90;Maastricht;6199 AD;NL;50.9155364;5.7689313;Blue Current;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Kempweg 2A;Venray;5801 VS;NL;51.524915;5.97273;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Kempweg 2A;Venray;5801 VS;NL;51.524915;5.97273;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Kempweg 2A;Venray;5801 VS;NL;51.524915;5.97273;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Kempweg 2A;Venray;5801 VS;NL;51.524915;5.97273;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Mergelakker 66;Elsloo;6181 JG;NL;50.9439;5.767685;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Mergelakker 66;Elsloo;6181 JG;NL;50.9439;5.767685;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Rijksweg A 2 (ZO);Meerssen;6231 EE;NL;50.88671;5.739581;TotalEnergies;Public;CHAdeMO, DC;200;500;dc;100000
Rijksweg A 2 (ZO);Meerssen;6231 EE;NL;50.88671;5.739581;TotalEnergies;Public;CHAdeMO, DC;200;500;dc;100000
Rijksweg A 2 (ZO);Meerssen;6231 EE;NL;50.88671;5.739581;TotalEnergies;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Rijksweg A 2 (ZO);Meerssen;6231 EE;NL;50.88671;5.739581;TotalEnergies;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valuasstraat 26A;Venlo;5911 EN;NL;51.373498;6.171662;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Becanusstraat 9;Maastricht;6216 BX;NL;50.849493;5.669671;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Becanusstraat 9;Maastricht;6216 BX;NL;50.849493;5.669671;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Wederik 10;Tegelen;5931 SM;NL;51.343277;6.127795;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Krefeldsweg 5;Venlo;5911 AH;NL;51.37186661;6.17826998;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Krefeldsweg 5;Venlo;5911 AH;NL;51.37186661;6.17826998;Shell Recharge;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Krefeldsweg 5;Venlo;5911 AH;NL;51.37186661;6.17826998;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Krefeldsweg 5;Venlo;5911 AH;NL;51.37186661;6.17826998;Shell Recharge;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Krefeldsweg 5;Venlo;5911 AH;NL;51.37186661;6.17826998;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Krefeldsweg 5;Venlo;5911 AH;NL;51.37186661;6.17826998;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Parkweg 37;Maastricht;6212 XN;NL;50.840408;5.696146;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Parkweg 37;Maastricht;6212 XN;NL;50.840408;5.696146;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Antonius Bieleveltstraat 27;Maastricht;6221 XX;NL;50.85614;5.699524;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Antonius Bieleveltstraat 27;Maastricht;6221 XX;NL;50.85614;5.699524;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Floriadelaan 10;Venlo;5928 RK;NL;51.4065073;6.1138011;Blue Current;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Floriadelaan 10;Venlo;5928 RK;NL;51.4065073;6.1138011;Blue Current;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
De Ster 6;Roermond;6041 LP;NL;51.193634;5.980834;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
De Ster 6;Roermond;6041 LP;NL;51.193634;5.980834;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Gelrestraat 79;Echt;6101 EV;NL;51.10442;5.867958;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Gelrestraat 79;Echt;6101 EV;NL;51.10442;5.867958;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Keizersveld 50;Venray;5803 AN;NL;51.539074;5.986853;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Keizersveld 50;Venray;5803 AN;NL;51.539074;5.986853;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Cypressenstraat 47;Venlo;5922 XD;NL;51.37817;6.14009;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Cypressenstraat 47;Venlo;5922 XD;NL;51.37817;6.14009;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Azamonstraat 10C;Maastricht;6222 BX;NL;50.867491;5.706228;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Azamonstraat 10C;Maastricht;6222 BX;NL;50.867491;5.706228;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
De Voorde 25;Oostrum;5807 EZ;NL;51.524486;6.004764;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
De Voorde 25;Oostrum;5807 EZ;NL;51.524486;6.004764;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
De Voorde 25;Oostrum;5807 EZ;NL;51.524486;6.004764;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
De Voorde 25;Oostrum;5807 EZ;NL;51.524486;6.004764;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Pastoor Nicolaus de Reimsstraat 45;Meerssen;6231 HJ;NL;50.88854329;5.75015686;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Pastoor Nicolaus de Reimsstraat 45;Meerssen;6231 HJ;NL;50.88854329;5.75015686;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Expeditiestraat 16A;Horst;5961 PX;NL;51.443254;6.057833;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Expeditiestraat 16A;Horst;5961 PX;NL;51.443254;6.057833;Community by Shell Recharge;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Frankenlaan 115;Heerlen;6419 BS;NL;50.875809;5.966857;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Frankenlaan 115;Heerlen;6419 BS;NL;50.875809;5.966857;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Potkuilenstraat 38;Tegelen;5932 TL;NL;51.331478;6.150011;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Potkuilenstraat 38;Tegelen;5932 TL;NL;51.331478;6.150011;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Hoofdstraat 34;Venray;5808 AV;NL;51.509388;6.037571;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Hoofdstraat 34;Venray;5808 AV;NL;51.509388;6.037571;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Jos Klijnenlaan 288;Geleen;6164 AP;NL;50.958379;5.819412;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Jos Klijnenlaan 288;Geleen;6164 AP;NL;50.958379;5.819412;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Schout Kellenerstraat 32;Roermond;6042 XG;NL;51.201007;6.014725;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Schout Kellenerstraat 32;Roermond;6042 XG;NL;51.201007;6.014725;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;IEC 62196 Type 2 Mennekes Combo, DC;350;500;dc;175000
Rijksweg A76/E314 ZZ 4;Heerlen;6422 PW;NL;50.82328088;6.01962805;Shell Recharge;Public;CHAdeMO, DC;175;400;dc;70000
Elzehof 11;Landgraaf;6374 MJ;NL;50.918304;6.045236;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Elzehof 11;Landgraaf;6374 MJ;NL;50.918304;6.045236;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Smakterweg 31;Venray;5804 AE;NL;51.547178;5.985926;EVBox;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Smakterweg 31;Venray;5804 AE;NL;51.547178;5.985926;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Smakterweg 31;Venray;5804 AE;NL;51.547178;5.985926;EVBox;Restricted;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Steffenberg 59;Ottersum;6595 BH;NL;51.705759;5.98623;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Steffenberg 59;Ottersum;6595 BH;NL;51.705759;5.98623;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Horsterweg 11;Maastricht;6199 AC;NL;50.917864;5.785456;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Horsterweg 11;Maastricht;6199 AC;NL;50.917864;5.785456;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Pius X Straat 4;Heerlen;6416 AR;NL;50.887765;5.999837;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Pius X Straat 4;Heerlen;6416 AR;NL;50.887765;5.999837;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Heugerstraat 2;Brunssum;6443 BS;NL;50.939884;5.970126;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Heugerstraat 2;Brunssum;6443 BS;NL;50.939884;5.970126;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Valkenburgerweg 126A;Schin op Geul;6305 EA;NL;50.849887;5.882042;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Valkenburgerweg 126A;Schin op Geul;6305 EA;NL;50.849887;5.882042;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Valkenburgerweg 126A;Schin op Geul;6305 EA;NL;50.849887;5.882042;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Valkenburgerweg 126A;Schin op Geul;6305 EA;NL;50.849887;5.882042;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Valkenburgerweg 126A;Schin op Geul;6305 EA;NL;50.849887;5.882042;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Valkenburgerweg 126A;Schin op Geul;6305 EA;NL;50.849887;5.882042;Last Mile Solutions;Restricted;IEC 62196 Type 2 Mennekes;32;230;ac_3_phase;22080
Kapellerlaan 82;Roermond;6045 AH;NL;51.184051;5.993834;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Kapellerlaan 82;Roermond;6045 AH;NL;51.184051;5.993834;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Brandenburgerplein 10;Maastricht;6214 AH;NL;50.846686;5.679127;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Brandenburgerplein 10;Maastricht;6214 AH;NL;50.846686;5.679127;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Adelbert van Scharnlaan H40;Maastricht;6226 EN;NL;50.845816;5.719978;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Adelbert van Scharnlaan H40;Maastricht;6226 EN;NL;50.845816;5.719978;Vattenfall;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
Aubelsweg 1;Gulpen;6281 PC;NL;50.789754;5.895581;Community by Shell Recharge;Public;IEC 62196 Type 2 Mennekes;16;230;ac_3_phase;11040
