buurtcode2021;buurtnaam2021;GM_2021;GM2021;GM_NAAM;WK_2021;WK2021;WK_NAAM
8551603;Afrikaanderbuurt Oost;GM0855;855;Tilburg;WK085516;85516;Oerle
8551604;Zeeheldenbuurt;GM0855;855;Tilburg;WK085516;85516;Oerle
8551701;Kromhoutpark;GM0855;855;Tilburg;WK085517;85517;Korvel
8551702;Westend;GM0855;855;Tilburg;WK085517;85517;Korvel
8551703;Schildersbuurt Noord;GM0855;855;Tilburg;WK085517;85517;Korvel
8551704;Schildersbuurt Zuid;GM0855;855;Tilburg;WK085517;85517;Korvel
8551705;Schrijversbuurt;GM0855;855;Tilburg;WK085517;85517;Korvel
8551706;Staatsliedenbuurt Oost;GM0855;855;Tilburg;WK085517;85517;Korvel
8551707;Het Laar;GM0855;855;Tilburg;WK085517;85517;Korvel
8551801;Trouwlaan;GM0855;855;Tilburg;WK085518;85518;Trouwlaan - Uitvindersbuurt
8551802;Uitvindersbuurt;GM0855;855;Tilburg;WK085518;85518;Trouwlaan - Uitvindersbuurt
8551901;Sint Anna Noord;GM0855;855;Tilburg;WK085519;85519;Sint Anna
8551902;Sint Anna Zuid;GM0855;855;Tilburg;WK085519;85519;Sint Anna
8552001;Bomenbuurt West;GM0855;855;Tilburg;WK085520;85520;Noordhoek
8552002;Bomenbuurt Midden;GM0855;855;Tilburg;WK085520;85520;Noordhoek
8552003;Bomenbuurt Oost;GM0855;855;Tilburg;WK085520;85520;Noordhoek
8552101;VGL-terrein;GM0855;855;Tilburg;WK085521;85521;Spoorzone Zuid
8552102;Talentsquare;GM0855;855;Tilburg;WK085521;85521;Spoorzone Zuid
8552103;Spoorlaan;GM0855;855;Tilburg;WK085521;85521;Spoorzone Zuid
8552201;Bouwmeestersbuurt Noord;GM0855;855;Tilburg;WK085522;85522;Bouwmeester
8552202;Bouwmeestersbuurt Zuid;GM0855;855;Tilburg;WK085522;85522;Bouwmeester
8552301;Textielbuurt West;GM0855;855;Tilburg;WK085523;85523;De Hasselt
8552302;Textielbuurt Oost;GM0855;855;Tilburg;WK085523;85523;De Hasselt
8552303;Nassaubuurt;GM0855;855;Tilburg;WK085523;85523;De Hasselt
8552304;Kasteel West;GM0855;855;Tilburg;WK085523;85523;De Hasselt
8552305;Kasteel Oost;GM0855;855;Tilburg;WK085523;85523;De Hasselt
8552401;Goirke Noord;GM0855;855;Tilburg;WK085524;85524;Het Goirke
8552402;Pastorieklamp West;GM0855;855;Tilburg;WK085524;85524;Het Goirke
8552403;Pastorieklamp Oost;GM0855;855;Tilburg;WK085524;85524;Het Goirke
8552501;Sint Pieterspark;GM0855;855;Tilburg;WK085525;85525;Groeseind-Hoefstraat
8552502;Hoefstraat Noord;GM0855;855;Tilburg;WK085525;85525;Groeseind-Hoefstraat
8552503;Padua;GM0855;855;Tilburg;WK085525;85525;Groeseind-Hoefstraat
8552504;Hoefstraat Zuid;GM0855;855;Tilburg;WK085525;85525;Groeseind-Hoefstraat
8552601;Besterd;GM0855;855;Tilburg;WK085526;85526;Loven-Besterd
8552602;Rosmolen;GM0855;855;Tilburg;WK085526;85526;Loven-Besterd
8552603;Loven Noord;GM0855;855;Tilburg;WK085526;85526;Loven-Besterd
8552604;Loven Zuid;GM0855;855;Tilburg;WK085526;85526;Loven-Besterd
8552605;Loven Oost;GM0855;855;Tilburg;WK085526;85526;Loven-Besterd
8552701;Theresia West;GM0855;855;Tilburg;WK085527;85527;Theresia
8552702;Theresia Midden;GM0855;855;Tilburg;WK085527;85527;Theresia
8552703;Theresia Oost;GM0855;855;Tilburg;WK085527;85527;Theresia
8552801;Spoorzone Noord-West;GM0855;855;Tilburg;WK085528;85528;Spoorzone Noord
8552802;Spoorzone Noord-Oost;GM0855;855;Tilburg;WK085528;85528;Spoorzone Noord
8552901;Smariusterrein;GM0855;855;Tilburg;WK085529;85529;Kanaalzone
8552902;Ind.terrein Kanaalzone Noord;GM0855;855;Tilburg;WK085529;85529;Kanaalzone
8552903;Ind.terrein Kanaalzone Noord-Oost;GM0855;855;Tilburg;WK085529;85529;Kanaalzone
8552904;Melis Stokestraat;GM0855;855;Tilburg;WK085529;85529;Kanaalzone
8552905;Ind.terrein Kanaalzone Oost;GM0855;855;Tilburg;WK085529;85529;Kanaalzone
8552906;Ind.terrein Kanaalzone Zuid;GM0855;855;Tilburg;WK085529;85529;Kanaalzone
8552907;Kanaalzone Bosscheweg;GM0855;855;Tilburg;WK085529;85529;Kanaalzone
8553001;Moerenburg;GM0855;855;Tilburg;WK085530;85530;Moerenburg
8553101;Leijpark;GM0855;855;Tilburg;WK085531;85531;De Leij
8553102;Koningshoeven;GM0855;855;Tilburg;WK085531;85531;De Leij
8553103;Elisabethziekenhuis;GM0855;855;Tilburg;WK085531;85531;De Leij
8553104;Leijhoeven;GM0855;855;Tilburg;WK085531;85531;De Leij
8553201;Ezelvense Akkers;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553202;Landbouwbuurt;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553203;Vogeltjesbuurt West;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553204;Vogeltjesbuurt Oost;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553205;Visserijbuurt;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553206;Groenewoud Oost;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553207;Groenewoud Midden;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553208;Groenewoud West;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553209;Groenewoud Zuid;GM0855;855;Tilburg;WK085532;85532;Groenewoud
8553301;Stappegoor Noord;GM0855;855;Tilburg;WK085533;85533;Stappegoor
8553302;Zuiderpark;GM0855;855;Tilburg;WK085533;85533;Stappegoor
8553303;Stappegoor Zuid;GM0855;855;Tilburg;WK085533;85533;Stappegoor
8553401;Bedrijventerrein Het Laar;GM0855;855;Tilburg;WK085534;85534;Bedrijventerrein Het Laar
8553402;Goirleseweg West;GM0855;855;Tilburg;WK085534;85534;Bedrijventerrein Het Laar
8553501;De Blaak Noord-West;GM0855;855;Tilburg;WK085535;85535;De Blaak
8553502;De Blaak Noord-Oost;GM0855;855;Tilburg;WK085535;85535;De Blaak
8553503;De Blaak Zuid-West;GM0855;855;Tilburg;WK085535;85535;De Blaak
8553504;De Blaak Zuid-Oost;GM0855;855;Tilburg;WK085535;85535;De Blaak
8553601;Friezenlaan;GM0855;855;Tilburg;WK085536;85536;Zorgvlied
8553602;Burgemeestersbuurt;GM0855;855;Tilburg;WK085536;85536;Zorgvlied
8553603;Staatsliedenbuurt West;GM0855;855;Tilburg;WK085536;85536;Zorgvlied
8553701;Universiteit;GM0855;855;Tilburg;WK085537;85537;De Reit
8553702;Abdij- en Torenbuurt;GM0855;855;Tilburg;WK085537;85537;De Reit
8553703;Universiteit Campus;GM0855;855;Tilburg;WK085537;85537;De Reit
8553704;Kastelenbuurt Noord;GM0855;855;Tilburg;WK085537;85537;De Reit
8553705;Kastelenbuurt Zuid;GM0855;855;Tilburg;WK085537;85537;De Reit
8553706;Sportweg;GM0855;855;Tilburg;WK085537;85537;De Reit
8553707;Notre Dame;GM0855;855;Tilburg;WK085537;85537;De Reit
8553801;Tweestedenziekenhuis;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553802;Het Zand Noord-West;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553803;Het Zand Noord-Oost;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553804;Jagersbuurt West;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553805;Jagersbuurt Oost;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553806;Luchthavenbuurt West;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553807;Luchthavenbuurt Oost;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553808;Westermarkt;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553809;Tiendschuur;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553810;Vijverlaan;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553811;Station Universiteit;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553812;Bokhamer West;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553813;Bokhamer;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553814;Rooi Pannen;GM0855;855;Tilburg;WK085538;85538;Het Zand
8553901;Wandelbos Noord-West;GM0855;855;Tilburg;WK085539;85539;Wandelbos Noord
8553902;Kruidenbuurt West;GM0855;855;Tilburg;WK085539;85539;Wandelbos Noord
8553903;Kruidenbuurt Oost;GM0855;855;Tilburg;WK085539;85539;Wandelbos Noord
8553904;Kruidenbuurt Zuid;GM0855;855;Tilburg;WK085539;85539;Wandelbos Noord
8553905;Kleurenbuurt Noord;GM0855;855;Tilburg;WK085539;85539;Wandelbos Noord
8554001;Het Wandelbos / Drijflanen;GM0855;855;Tilburg;WK085540;85540;Wandelbos Zuid
8554002;Auteursbuurt;GM0855;855;Tilburg;WK085540;85540;Wandelbos Zuid
8554003;Kleurenbuurt Zuid;GM0855;855;Tilburg;WK085540;85540;Wandelbos Zuid
8554101;De Oude Warande;GM0855;855;Tilburg;WK085541;85541;De Oude Warande
8554201;Stokhasselt Noord-West;GM0855;855;Tilburg;WK085542;85542;Stokhasselt
8554202;Stokhasselt Noord-Oost;GM0855;855;Tilburg;WK085542;85542;Stokhasselt
8554203;Stokhasselt West;GM0855;855;Tilburg;WK085542;85542;Stokhasselt
8554204;Stokhasselt Oost;GM0855;855;Tilburg;WK085542;85542;Stokhasselt
8554205;Stokhasselt Zuid-West;GM0855;855;Tilburg;WK085542;85542;Stokhasselt
8554206;Stokhasselt Zuid-Oost;GM0855;855;Tilburg;WK085542;85542;Stokhasselt
8554207;Stokhasselt Zuid;GM0855;855;Tilburg;WK085542;85542;Stokhasselt
8554301;Heikant Noord-West;GM0855;855;Tilburg;WK085543;85543;Heikant
8554302;Heikant Noord-Oost;GM0855;855;Tilburg;WK085543;85543;Heikant
8554303;Heikant West;GM0855;855;Tilburg;WK085543;85543;Heikant
8554304;Heikant Oost;GM0855;855;Tilburg;WK085543;85543;Heikant
8554305;Heikant Zuid-West;GM0855;855;Tilburg;WK085543;85543;Heikant
8554306;Heikant Zuid-Oost;GM0855;855;Tilburg;WK085543;85543;Heikant
8554307;Lijnse Hoek West;GM0855;855;Tilburg;WK085543;85543;Heikant
8554308;Lijnse Hoek Oost;GM0855;855;Tilburg;WK085543;85543;Heikant
8554401;Quirijnstok Noord-West;GM0855;855;Tilburg;WK085544;85544;Quirijnstok
8554402;Quirijnstok Noord-Oost;GM0855;855;Tilburg;WK085544;85544;Quirijnstok
8554403;Quirijnstok West;GM0855;855;Tilburg;WK085544;85544;Quirijnstok
8554404;Quirijnstok Zuid-West;GM0855;855;Tilburg;WK085544;85544;Quirijnstok
8554405;Quirijnstok Zuid-Oost;GM0855;855;Tilburg;WK085544;85544;Quirijnstok
8554406;Quirijnstokpark;GM0855;855;Tilburg;WK085544;85544;Quirijnstok
8554501;Ind.terrein Loven Noord;GM0855;855;Tilburg;WK085545;85545;Ind.terrein Loven
8554502;Ind.terrein Loven Zuid;GM0855;855;Tilburg;WK085545;85545;Ind.terrein Loven
8554601;Bosscheweg;GM0855;855;Tilburg;WK085546;85546;Bosscheweg
8554701;Moerse Dreef;GM0855;855;Tilburg;WK085547;85547;Gesworen Hoek
8554702;Gesworen Hoek West;GM0855;855;Tilburg;WK085547;85547;Gesworen Hoek
8554703;Gesworen Hoek Zuid;GM0855;855;Tilburg;WK085547;85547;Gesworen Hoek
8554704;Gesworen Hoek Oost;GM0855;855;Tilburg;WK085547;85547;Gesworen Hoek
8554801;Huibeven West;GM0855;855;Tilburg;WK085548;85548;Huibeven
8554802;Huibeven Midden;GM0855;855;Tilburg;WK085548;85548;Huibeven
8554803;Huibeven Oost;GM0855;855;Tilburg;WK085548;85548;Huibeven
8554804;Huibeven Zuid;GM0855;855;Tilburg;WK085548;85548;Huibeven
8554901;Campenhoef West;GM0855;855;Tilburg;WK085549;85549;Campenhoef
8554902;Campenhoef Midden;GM0855;855;Tilburg;WK085549;85549;Campenhoef
8554903;Campenhoef Oost;GM0855;855;Tilburg;WK085549;85549;Campenhoef
8555001;Heyhoef;GM0855;855;Tilburg;WK085550;85550;Heyhoef
8555101;Heerevelden West;GM0855;855;Tilburg;WK085551;85551;Heerevelden
8555102;Heerevelden Oost;GM0855;855;Tilburg;WK085551;85551;Heerevelden
8555201;Dongewijk Noord;GM0855;855;Tilburg;WK085552;85552;Dongewijk
8555202;Dongewijk Zuid;GM0855;855;Tilburg;WK085552;85552;Dongewijk
8555301;De Kievit Noord-West;GM0855;855;Tilburg;WK085553;85553;Tuindorp De Kievit
8555302;De Kievit Noord-Oost;GM0855;855;Tilburg;WK085553;85553;Tuindorp De Kievit
8555303;De Kievit Zuid-West;GM0855;855;Tilburg;WK085553;85553;Tuindorp De Kievit
8555304;De Kievit Zuid-Oost;GM0855;855;Tilburg;WK085553;85553;Tuindorp De Kievit
8555401;Lange Rekken;GM0855;855;Tilburg;WK085554;85554;Leeuwerik
8555402;Reeshofweide;GM0855;855;Tilburg;WK085554;85554;Leeuwerik
8555403;Dalemweide;GM0855;855;Tilburg;WK085554;85554;Leeuwerik
8555404;Leeuwerik West;GM0855;855;Tilburg;WK085554;85554;Leeuwerik
8555405;Leeuwerik Midden;GM0855;855;Tilburg;WK085554;85554;Leeuwerik
8555406;Leeuwerik Oost;GM0855;855;Tilburg;WK085554;85554;Leeuwerik
8555407;Leeuwerik Zuid;GM0855;855;Tilburg;WK085554;85554;Leeuwerik
8555501;Dalem Noord I;GM0855;855;Tilburg;WK085555;85555;Dalem Noord
8555502;Dalem Noord II;GM0855;855;Tilburg;WK085555;85555;Dalem Noord
8555503;Stadsrand Dalem Noord;GM0855;855;Tilburg;WK085555;85555;Dalem Noord
8555601;Dalem Zuid I;GM0855;855;Tilburg;WK085556;85556;Dalem Zuid
8555602;Dalem Zuid II;GM0855;855;Tilburg;WK085556;85556;Dalem Zuid
8555603;Stadsrand Dalem Zuid;GM0855;855;Tilburg;WK085556;85556;Dalem Zuid
8555701;Koolhoven Noord;GM0855;855;Tilburg;WK085557;85557;Koolhoven
8555702;Koolhoven Zuid;GM0855;855;Tilburg;WK085557;85557;Koolhoven
8555703;Koolhoven Buiten;GM0855;855;Tilburg;WK085557;85557;Koolhoven
8555704;Buitengebied Koolhoven;GM0855;855;Tilburg;WK085557;85557;Koolhoven
8555705;Koolhoven Oost;GM0855;855;Tilburg;WK085557;85557;Koolhoven
8555801;Witbrant West;GM0855;855;Tilburg;WK085558;85558;Witbrant
8555802;Witbrant Oost;GM0855;855;Tilburg;WK085558;85558;Witbrant
8555803;Buitengebied Witbrant;GM0855;855;Tilburg;WK085558;85558;Witbrant
8555901;Buitengebied Kraaiven West;GM0855;855;Tilburg;WK085559;85559;Bedrijventerrein Kraaiven
8555902;Buitengebied Kraaiven Oost;GM0855;855;Tilburg;WK085559;85559;Bedrijventerrein Kraaiven
8555903;Bedrijventerrein Kraaiven West;GM0855;855;Tilburg;WK085559;85559;Bedrijventerrein Kraaiven
8555904;Bedrijventerrein Kraaiven;GM0855;855;Tilburg;WK085559;85559;Bedrijventerrein Kraaiven
8555905;Bedrijventerrein Kraaiven PDV;GM0855;855;Tilburg;WK085559;85559;Bedrijventerrein Kraaiven
8556001;Bedrijventerrein Vossenberg West II;GM0855;855;Tilburg;WK085560;85560;Bedrijventerrein Vossenberg
8556002;Bedrijventerrein Vossenberg West I;GM0855;855;Tilburg;WK085560;85560;Bedrijventerrein Vossenberg
8556003;Bedrijventerrein Vossenberg Scheg;GM0855;855;Tilburg;WK085560;85560;Bedrijventerrein Vossenberg
8556004;Bedrijventerrein Vossenberg;GM0855;855;Tilburg;WK085560;85560;Bedrijventerrein Vossenberg
8556005;Bedrijventerrein Vossenberg Scheg Oost;GM0855;855;Tilburg;WK085560;85560;Bedrijventerrein Vossenberg
8556006;Bedrijventerrein Vossenberg PDV;GM0855;855;Tilburg;WK085560;85560;Bedrijventerrein Vossenberg
8556007;Bedrijventerrein Albion;GM0855;855;Tilburg;WK085560;85560;Bedrijventerrein Vossenberg
8556101;De Katsbogten;GM0855;855;Tilburg;WK085561;85561;De Katsbogten
8556102;Tradepark 58 Noord;GM0855;855;Tilburg;WK085561;85561;De Katsbogten
8556103;Tradepark 58 Zuid;GM0855;855;Tilburg;WK085561;85561;De Katsbogten
8556202;Buitengebied Zuid-Oost;GM0855;855;Tilburg;WK085562;85562;Buitengebied Tilburg Zuid-Oost
8556301;Wijkevoort;GM0855;855;Tilburg;WK085563;85563;Buitengebied Tilburg Zuid-West
8556302;Buitengebied Gilzerbaan West;GM0855;855;Tilburg;WK085563;85563;Buitengebied Tilburg Zuid-West
8556303;Buitengebied Gilzerbaan Oost;GM0855;855;Tilburg;WK085563;85563;Buitengebied Tilburg Zuid-West
8556304;Amarant Piusoord;GM0855;855;Tilburg;WK085563;85563;Buitengebied Tilburg Zuid-West
8556401;Buitengebied Noord-Oost;GM0855;855;Tilburg;WK085564;85564;Buitengebied Tilburg Noord-Oost
8556402;Rugdijk-Hazennest;GM0855;855;Tilburg;WK085564;85564;Buitengebied Tilburg Noord-Oost
8556403;Oostkamer West;GM0855;855;Tilburg;WK085564;85564;Buitengebied Tilburg Noord-Oost
8556501;Buitengebied Noord-West;GM0855;855;Tilburg;WK085565;85565;Buitengebied Tilburg Noord-West
8556601;Bedrijventerrein Schepersven;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556602;Oostkamer Oost;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556603;Buitengebied B-E Noord-West;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556604;Buitengebied B-E Noord-Oost;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556605;Bedrijventerrein Rhijnkant;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556606;Berkel Noord;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556607;Berkelse Akkers;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556608;Ruiven;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556609;Eikenbosch;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556610;Koningsoord;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556611;Rauwbraken;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556612;Enschot Oost;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556613;Enschot Midden;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556614;Enschotse Akkers;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556615;Bedrijventerrein Enschot;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556616;Enschot West;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556617;Enschot Zuid;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556618;Buitengebied B-E Zuid-West;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556619;Buitengebied B-E Zuid-Oost;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556620;Buitengebied B-E Zuid;GM0855;855;Tilburg;WK085566;85566;Berkel-Enschot
8556701;Groenstraat;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556702;Achthoeven;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556703;Den Bogerd;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556704;De Mortel;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556705;De Kuil;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556706;Zeshoeven;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556707;Bedrijventerrein Kreitenmolen;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556708;Buitengebied Udenhout Zuid-Oost;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556709;Buitengebied Udenhout Zuid-West;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556710;Buitengebied Udenhout Noord;GM0855;855;Tilburg;WK085567;85567;Udenhout
8556801;Kern Biezenmortel;GM0855;855;Tilburg;WK085568;85568;Biezenmortel
8556802;Huize Assisië;GM0855;855;Tilburg;WK085568;85568;Biezenmortel
8556803;Buitengebied Biezenmortel;GM0855;855;Tilburg;WK085568;85568;Biezenmortel
8560101;Centrum;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560102;Bogerd-Vijfhuis;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560103;Moleneind-Groenewoud;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560104;Flatwijk;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560105;Bitswijk;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560106;Hoevenseveld;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560107;Schutveld;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560108;Buurtschap Hoeven;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560109;Hoeven;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560110;Melle;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560111;Raam;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560112;Sportpark Volkelseweg;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560113;Zoggel;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560114;Vluchtoord;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560115;Loopkant-Liessent-Goorkens;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560116;Hoenderbos-Velmolen;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560117;Eikenheuvel;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560196;Buitengebied Uden-Oost;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560197;Buitengebied Uden-Zuid;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560198;Buitengebied Uden-West;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560199;Buitengebied Maashorst;GM0856;856;Uden;WK085601;85601;Wijk 01 Uden
8560201;Kom Volkel;GM0856;856;Uden;WK085602;85602;Wijk 02 Volkel
8560298;Vliegbasis Volkel;GM0856;856;Uden;WK085602;85602;Wijk 02 Volkel
8560299;Buitengebied-Volkel;GM0856;856;Uden;WK085602;85602;Wijk 02 Volkel
8560301;Odiliapeel;GM0856;856;Uden;WK085603;85603;Wijk 03 Odiliapeel
8560399;Buitengebied-Odiliapeel;GM0856;856;Uden;WK085603;85603;Wijk 03 Odiliapeel
8580000;Centrum;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580001;Geenhoven;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580002;Turfberg-Noord;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580003;Turfberg-Zuid;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580004;Hoge Akkers;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580005;Kerkakkers;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580006;Het Gegraaf;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580007;Industrieterrein Schaapsloop;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580009;Verspreide huizen Turfbergse Heide Nederheide;GM0858;858;Valkenswaard;WK085800;85800;Wijk 00 Valkenswaard
8580100;De Belleman;GM0858;858;Valkenswaard;WK085801;85801;Wijk 01 Kloosterakkers en Dommelen
8580101;Agnetendal;GM0858;858;Valkenswaard;WK085801;85801;Wijk 01 Kloosterakkers en Dommelen
8580102;Schepelweijen;GM0858;858;Valkenswaard;WK085801;85801;Wijk 01 Kloosterakkers en Dommelen
8580103;Brouwershof;GM0858;858;Valkenswaard;WK085801;85801;Wijk 01 Kloosterakkers en Dommelen
8580104;Keersop;GM0858;858;Valkenswaard;WK085801;85801;Wijk 01 Kloosterakkers en Dommelen
8580105;Keersopperbeemden;GM0858;858;Valkenswaard;WK085801;85801;Wijk 01 Kloosterakkers en Dommelen
8580106;Dommelen;GM0858;858;Valkenswaard;WK085801;85801;Wijk 01 Kloosterakkers en Dommelen
8580200;Borkel;GM0858;858;Valkenswaard;WK085802;85802;Wijk 02 Borkel en Schaft
8580201;Schaft;GM0858;858;Valkenswaard;WK085802;85802;Wijk 02 Borkel en Schaft
8580208;Verspreide huizen Klein Borkel en Achterste Brug;GM0858;858;Valkenswaard;WK085802;85802;Wijk 02 Borkel en Schaft
8580209;Verspreide huizen Malpiebergse- en Opperheide;GM0858;858;Valkenswaard;WK085802;85802;Wijk 02 Borkel en Schaft
8610000;Veldhoven;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610001;Meerveldhoven;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610002;Zeelst;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610003;D'Ekker;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610004;Zonderwijk;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610005;'t Look;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610006;Cobbeek en Centrum;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610009;Verspreide huizen ten zuiden van de E3-weg;GM0861;861;Veldhoven;WK086100;86100;Wijk 00 Veldhoven
8610100;Heikant-West;GM0861;861;Veldhoven;WK086101;86101;Wijk 01 Noordelijk Woongebied
8610101;Heikant-Oost;GM0861;861;Veldhoven;WK086101;86101;Wijk 01 Noordelijk Woongebied
8610102;De Kelen;GM0861;861;Veldhoven;WK086101;86101;Wijk 01 Noordelijk Woongebied
8610103;De Polders;GM0861;861;Veldhoven;WK086101;86101;Wijk 01 Noordelijk Woongebied
8610200;Oerle;GM0861;861;Veldhoven;WK086102;86102;Wijk 02 Oerle
8610201;Zandoerle;GM0861;861;Veldhoven;WK086102;86102;Wijk 02 Oerle
8610207;Verspreide huizen Zittard;GM0861;861;Veldhoven;WK086102;86102;Wijk 02 Oerle
8610208;Verspreide huizen Groote Aard en Vliet;GM0861;861;Veldhoven;WK086102;86102;Wijk 02 Oerle
8610209;Verspreide huizen Scherpenering en Landsaard;GM0861;861;Veldhoven;WK086102;86102;Wijk 02 Oerle
8650000;Centrum;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650001;Taalstraat en omgeving;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650002;Loyolaan en omgeving;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650003;Loonsebaan;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650004;Villapark;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650005;Schoonveld;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650008;Vughtse Heide en Lunetten;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650009;Gement;GM0865;865;Vught;WK086500;86500;Wijk 00 Vught
8650100;Voorburg en omgeving;GM0865;865;Vught;WK086501;86501;Wijk 01 Vught-Zuid
8650101;Molenstraat en omgeving;GM0865;865;Vught;WK086501;86501;Wijk 01 Vught-Zuid
8650102;De Baarzen;GM0865;865;Vught;WK086501;86501;Wijk 01 Vught-Zuid
8650103;Vijverhof;GM0865;865;Vught;WK086501;86501;Wijk 01 Vught-Zuid
8650104;De Vughtse Hoeven;GM0865;865;Vught;WK086501;86501;Wijk 01 Vught-Zuid
