buurtcode2021;buurtnaam2021;GM_2021;GM2021;GM_NAAM;WK_2021;WK2021;WK_NAAM
140000;Binnenstad-Noord;GM0014;14;Groningen;WK001400;1400;Centrum
140001;Binnenstad-Zuid;GM0014;14;Groningen;WK001400;1400;Centrum
140002;Binnenstad-Oost;GM0014;14;Groningen;WK001400;1400;Centrum
140003;Binnenstad-West;GM0014;14;Groningen;WK001400;1400;Centrum
140004;Noorderplantsoen;GM0014;14;Groningen;WK001400;1400;Centrum
140005;Hortusbuurt-Ebbingekwartier;GM0014;14;Groningen;WK001400;1400;Centrum
140007;UMCG;GM0014;14;Groningen;WK001400;1400;Centrum
140008;Stationsgebied;GM0014;14;Groningen;WK001400;1400;Centrum
140100;De Meeuwen;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140101;Oosterpoort;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140102;Herewegbuurt;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140103;Rivierenbuurt;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140104;Grunobuurt;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140105;Badstratenbuurt;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140106;Zeeheldenbuurt;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140107;Laanhuizen;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140108;Stadspark;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140109;Martini Trade Park;GM0014;14;Groningen;WK001401;1401;Oud-Zuid
140200;Oranjebuurt;GM0014;14;Groningen;WK001402;1402;Oud-West
140201;Noorderplantsoenbuurt;GM0014;14;Groningen;WK001402;1402;Oud-West
140202;Schildersbuurt;GM0014;14;Groningen;WK001402;1402;Oud-West
140203;Kostverloren;GM0014;14;Groningen;WK001402;1402;Oud-West
140300;De Hoogte;GM0014;14;Groningen;WK001403;1403;Oud-Noord
140301;Indische buurt;GM0014;14;Groningen;WK001403;1403;Oud-Noord
140302;Professorenbuurt;GM0014;14;Groningen;WK001403;1403;Oud-Noord
140400;Gorechtbuurt;GM0014;14;Groningen;WK001404;1404;Oosterparkwijk
140401;Vogelbuurt;GM0014;14;Groningen;WK001404;1404;Oosterparkwijk
140402;Bloemenbuurt;GM0014;14;Groningen;WK001404;1404;Oosterparkwijk
140403;Florabuurt;GM0014;14;Groningen;WK001404;1404;Oosterparkwijk
140404;Damsterbuurt;GM0014;14;Groningen;WK001404;1404;Oosterparkwijk
140500;De Linie;GM0014;14;Groningen;WK001405;1405;Zuidoost
140501;Europapark;GM0014;14;Groningen;WK001405;1405;Zuidoost
140502;Eemskanaal;GM0014;14;Groningen;WK001405;1405;Zuidoost
140503;Kop van Oost;GM0014;14;Groningen;WK001405;1405;Zuidoost
140504;Woonschepenhaven;GM0014;14;Groningen;WK001405;1405;Zuidoost
140505;Driebond;GM0014;14;Groningen;WK001405;1405;Zuidoost
140506;Eemspoort;GM0014;14;Groningen;WK001405;1405;Zuidoost
140507;Euvelgunne;GM0014;14;Groningen;WK001405;1405;Zuidoost
140508;Winschoterdiep;GM0014;14;Groningen;WK001405;1405;Zuidoost
140509;Stainkoel'n;GM0014;14;Groningen;WK001405;1405;Zuidoost
140510;Roodehaan;GM0014;14;Groningen;WK001405;1405;Zuidoost
140511;Waterhuizen;GM0014;14;Groningen;WK001405;1405;Zuidoost
140600;Sterrebosbuurt;GM0014;14;Groningen;WK001406;1406;Helpman e.o.
140601;Coendersborg;GM0014;14;Groningen;WK001406;1406;Helpman e.o.
140602;Klein Martijn;GM0014;14;Groningen;WK001406;1406;Helpman e.o.
140603;Villabuurt;GM0014;14;Groningen;WK001406;1406;Helpman e.o.
140604;Helpman;GM0014;14;Groningen;WK001406;1406;Helpman e.o.
140605;De Wijert;GM0014;14;Groningen;WK001406;1406;Helpman e.o.
140606;De Wijert-Zuid;GM0014;14;Groningen;WK001406;1406;Helpman e.o.
140700;Corpus den Hoorn;GM0014;14;Groningen;WK001407;1407;Zuidwest
140701;Hoornse Meer;GM0014;14;Groningen;WK001407;1407;Zuidwest
140702;Hoornse Park;GM0014;14;Groningen;WK001407;1407;Zuidwest
140703;Van Swieten;GM0014;14;Groningen;WK001407;1407;Zuidwest
140704;Piccardthof;GM0014;14;Groningen;WK001407;1407;Zuidwest
140705;Bruilweering;GM0014;14;Groningen;WK001407;1407;Zuidwest
140800;Hoogkerk Dorp;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140801;Hoogkerk-Zuid;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140802;Westpoort;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140803;Vierverlaten;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140804;Zuidwending;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140805;Leegkerk;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140806;Gravenburg;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140807;Suikerfabriekterrein;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140808;Peizerweg;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140809;Bangeweer;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140810;De Buitenhof;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140811;Kranenburg;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140812;De Kring;GM0014;14;Groningen;WK001408;1408;Hoogkerk e.o.
140900;Vinkhuizen-Noord;GM0014;14;Groningen;WK001409;1409;Nieuw-West
140901;Vinkhuizen-Zuid;GM0014;14;Groningen;WK001409;1409;Nieuw-West
140902;Hoendiep;GM0014;14;Groningen;WK001409;1409;Nieuw-West
140903;Friesestraatweg;GM0014;14;Groningen;WK001409;1409;Nieuw-West
140904;Reitdiep;GM0014;14;Groningen;WK001409;1409;Nieuw-West
140905;Dorkwerd;GM0014;14;Groningen;WK001409;1409;Nieuw-West
140906;De Held;GM0014;14;Groningen;WK001409;1409;Nieuw-West
140907;Westpark;GM0014;14;Groningen;WK001409;1409;Nieuw-West
141000;Selwerd;GM0014;14;Groningen;WK001410;1410;Noordwest
141001;Paddepoel-Zuid;GM0014;14;Groningen;WK001410;1410;Noordwest
141002;Paddepoel-Noord;GM0014;14;Groningen;WK001410;1410;Noordwest
141003;Zernike Campus;GM0014;14;Groningen;WK001410;1410;Noordwest
141004;Selwerderhof;GM0014;14;Groningen;WK001410;1410;Noordwest
141005;Tuinwijk;GM0014;14;Groningen;WK001410;1410;Noordwest
141100;Beijum-West;GM0014;14;Groningen;WK001411;1411;Noordoost
141101;Beijum-Oost;GM0014;14;Groningen;WK001411;1411;Noordoost
141102;De Hunze;GM0014;14;Groningen;WK001411;1411;Noordoost
141103;Van Starkenborgh;GM0014;14;Groningen;WK001411;1411;Noordoost
141104;Noorderhoogebrug;GM0014;14;Groningen;WK001411;1411;Noordoost
141105;Het Witte Lam;GM0014;14;Groningen;WK001411;1411;Noordoost
141106;Koningslaagte;GM0014;14;Groningen;WK001411;1411;Noordoost
141107;Hunzeboord;GM0014;14;Groningen;WK001411;1411;Noordoost
141200;Lewenborg-Noord;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141201;Lewenborg-Zuid;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141202;Lewenborg-West;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141203;Oosterhoogebrug;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141204;Ulgersmaborg;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141205;Hunzepark;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141206;Zilvermeer;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141207;Kardinge;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141208;Drielanden;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141209;Noorddijk;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141210;Ruischerbrug;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141211;Ruischerwaard;GM0014;14;Groningen;WK001412;1412;Noorddijk e.o.
141300;Middelbert;GM0014;14;Groningen;WK001413;1413;Meerdorpen
141301;Engelbert;GM0014;14;Groningen;WK001413;1413;Meerdorpen
141302;Klein Harkstede;GM0014;14;Groningen;WK001413;1413;Meerdorpen
141400;Meeroevers;GM0014;14;Groningen;WK001414;1414;Meerstad e.o.
141401;Harkstede GN;GM0014;14;Groningen;WK001414;1414;Meerstad e.o.
141402;Lageland GN;GM0014;14;Groningen;WK001414;1414;Meerstad e.o.
141403;Groenewei;GM0014;14;Groningen;WK001414;1414;Meerstad e.o.
141404;Tersluis;GM0014;14;Groningen;WK001414;1414;Meerstad e.o.
141405;De Zeilen;GM0014;14;Groningen;WK001414;1414;Meerstad e.o.
141406;De Wierden;GM0014;14;Groningen;WK001414;1414;Meerstad e.o.
141500;Ten Boer Dorp;GM0014;14;Groningen;WK001415;1415;Ten Boer e.o.
141501;Buitengebied Ten Boer-Zuid;GM0014;14;Groningen;WK001415;1415;Ten Boer e.o.
141502;Garmerwolde;GM0014;14;Groningen;WK001415;1415;Ten Boer e.o.
141503;Thesinge;GM0014;14;Groningen;WK001415;1415;Ten Boer e.o.
141504;Sint Annen;GM0014;14;Groningen;WK001415;1415;Ten Boer e.o.
141505;Buitengebied Ten Boer-Noord;GM0014;14;Groningen;WK001415;1415;Ten Boer e.o.
141506;Bedrijventerrein Ten Boer;GM0014;14;Groningen;WK001415;1415;Ten Boer e.o.
141600;Ten Post Dorp;GM0014;14;Groningen;WK001416;1416;Ten Post e.o.
141601;Lellens;GM0014;14;Groningen;WK001416;1416;Ten Post e.o.
141602;Woltersum;GM0014;14;Groningen;WK001416;1416;Ten Post e.o.
141603;Winneweer;GM0014;14;Groningen;WK001416;1416;Ten Post e.o.
141604;Wittewierum;GM0014;14;Groningen;WK001416;1416;Ten Post e.o.
141605;Buitengebied Ten Post;GM0014;14;Groningen;WK001416;1416;Ten Post e.o.
141700;Haren-Centrum;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141701;Haren-Zuidwest;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141702;Haren-Zuidoost;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141703;Haren-Noord;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141704;Essen;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141705;Buitengebied Haren-Noordwest;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141706;Nesciopark;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141707;Paterswoldsemeer;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141708;Buitengebied Haren-Zuidoost;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141709;Wolddeelen;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141710;Buitengebied Haren-Zuidwest;GM0014;14;Groningen;WK001417;1417;Haren-West e.o.
141800;Oosterhaar;GM0014;14;Groningen;WK001418;1418;Haren-Oost e.o.
141801;Tuindorp;GM0014;14;Groningen;WK001418;1418;Haren-Oost e.o.
141802;Felland;GM0014;14;Groningen;WK001418;1418;Haren-Oost e.o.
141803;Buitengebied Haren-Noordoost;GM0014;14;Groningen;WK001418;1418;Haren-Oost e.o.
141900;Glimmen Dorp;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141901;Onnen Dorp;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141902;Noordlaren Dorp;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141903;Buitengebied Glimmen;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141904;Buitengebied Onnen;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141905;Buitengebied Noordlaren;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141906;Zuidlaardermeer;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141907;Noordlaarderbos;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141908;Appelbergen Glimmen;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
141909;Appelbergen Onnen;GM0014;14;Groningen;WK001419;1419;Glimmen-Onnen-Noordlaren
340101;Centrum Almere Haven;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340102;De Werven;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340103;De Hoven;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340104;De Meenten;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340105;De Grienden;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340106;De Marken;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340107;De Gouwen;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340108;De Wierden;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340109;De Velden;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340110;Overgooi;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340111;De Laren;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340171;De Steiger;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340173;Stichtsekant;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340199;overig Almere Haven;GM0034;34;Almere;WK003401;3401;Wijk 01 Almere Haven
340201;Centrum Almere Stad;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340202;Filmwijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340203;Danswijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340204;Parkwijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340205;Verzetswijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340206;Waterwijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340207;Tussen de Vaarten noord;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340208;Tussen de Vaarten zuid;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340209;Staatsliedenwijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340210;Kruidenwijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340211;Stedenwijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340212;Muziekwijk noord;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340213;Muziekwijk zuid;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340214;Literatuurwijk;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340215;Noorderplassen;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340271;Randstad;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340272;Markerkant;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340273;Hollandsekant;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340274;Gooisekant;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340275;Veluwsekant;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340276;Sallandsekant;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340299;overig Almere Stad;GM0034;34;Almere;WK003402;3402;Wijk 02 Almere Stad
340301;Centrum Almere Buiten;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340302;Oostvaardersbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340303;Seizoenenbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340304;Molenbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340305;Bouwmeesterbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340306;Landgoederenbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340307;Faunabuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340308;Bloemenbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340309;Regenboogbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340310;Indischebuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340311;Eilandenbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340312;Stripheldenbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340313;Sieradenbuurt;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340371;Poldervlak;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340372;De Vaart;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340373;Buitenvaart;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340399;overig Almere Buiten;GM0034;34;Almere;WK003403;3403;Wijk 03 Almere Buiten
340401;Europakwartier west;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340402;Columbuskwartier;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340403;Homeruskwartier;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340404;Olympiakwartier west;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340405;Duin;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340406;Europakwartier oost;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340407;Olympiakwartier oost;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340471;Hogekant;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340472;Middenkant;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340473;Lagekant;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340499;overig Almere Poort;GM0034;34;Almere;WK003404;3404;Wijk 04 Almere Poort
340502;Vogelhorst;GM0034;34;Almere;WK003405;3405;Wijk 05 Almere Hout
340503;Nobelhorst;GM0034;34;Almere;WK003405;3405;Wijk 05 Almere Hout
340571;Twentsekant;GM0034;34;Almere;WK003405;3405;Wijk 05 Almere Hout
340599;overig Almere Hout;GM0034;34;Almere;WK003405;3405;Wijk 05 Almere Hout
340699;overig Almere Pampus;GM0034;34;Almere;WK003406;3406;Wijk 06 Almere Pampus
349997;Groot binnenwater;GM0034;34;Almere;WK003499;3499;Groot water
370100;Stadskanaal Centrum;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370101;Maarsstee;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370102;Maarswold;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370103;Maarsveld;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370104;De Hagen;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370105;Vogelwijk en De Borgen;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370106;Industriegebied Vleddermond;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370107;Dideldom;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370108;Parkwijk;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370109;Stadskanaal Noord Landskant;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370110;Stadskanaal Noord Centrum;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370111;Stadskanaal Noord;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370112;Waterland;GM0037;37;Stadskanaal;WK003701;3701;Stadskanaal
370200;Musselkanaal Centrum;GM0037;37;Stadskanaal;WK003702;3702;Musselkanaal
370201;Musselkanaal Zuid;GM0037;37;Stadskanaal;WK003702;3702;Musselkanaal
370202;Musselkanaal Noord;GM0037;37;Stadskanaal;WK003702;3702;Musselkanaal
370203;Ceresdorp;GM0037;37;Stadskanaal;WK003702;3702;Musselkanaal
370300;Onstwedde;GM0037;37;Stadskanaal;WK003703;3703;Onstwedde
370301;Holte;GM0037;37;Stadskanaal;WK003703;3703;Onstwedde
370308;Onstwedde Buitengebied Noord;GM0037;37;Stadskanaal;WK003703;3703;Onstwedde
370309;Onstwedde Buitengebied Zuid;GM0037;37;Stadskanaal;WK003703;3703;Onstwedde
370400;Mussel;GM0037;37;Stadskanaal;WK003704;3704;Mussel
370401;Kopstukken;GM0037;37;Stadskanaal;WK003704;3704;Mussel
370402;Vledderveen;GM0037;37;Stadskanaal;WK003704;3704;Mussel
370409;Mussel Buitengebied;GM0037;37;Stadskanaal;WK003704;3704;Mussel
370500;Alteveer;GM0037;37;Stadskanaal;WK003705;3705;Alteveer
370509;Alteveer Buitengebied;GM0037;37;Stadskanaal;WK003705;3705;Alteveer
470000;Veendam-Centrum;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470001;Veendam-Oude Ae;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470002;Veendam-Middenweg en omgeving;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470003;Veendam en omgeving station;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470004;Veendam-Zuid;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470005;Veendam-Sorghvliet;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470006;Veendam-industriegebied;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470007;Buitenwoel;GM0047;47;Veendam;WK004700;4700;Wijk 00 Veendam-kern
470100;Borgercompagnie (gedeeltelijk);GM0047;47;Veendam;WK004701;4701;Wijk 01 Veendam-buitengebied
470101;Ommelanderwijk;GM0047;47;Veendam;WK004701;4701;Wijk 01 Veendam-buitengebied
470102;Zuidwending;GM0047;47;Veendam;WK004701;4701;Wijk 01 Veendam-buitengebied
470109;Verspreide huizen;GM0047;47;Veendam;WK004701;4701;Wijk 01 Veendam-buitengebied
470200;Wildervank;GM0047;47;Veendam;WK004702;4702;Wijk 02 Wildervank
470201;Boven-Wildervank;GM0047;47;Veendam;WK004702;4702;Wijk 02 Wildervank
470202;Bareveld;GM0047;47;Veendam;WK004702;4702;Wijk 02 Wildervank
470203;Wildervanksterdallen;GM0047;47;Veendam;WK004702;4702;Wijk 02 Wildervank
470209;Verspreide huizen;GM0047;47;Veendam;WK004702;4702;Wijk 02 Wildervank
500000;Centrum;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500001;Eerste woonwijk;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500002;Tweede woonwijk;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500003;Derde woonwijk;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500004;Buurt 4;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500005;Buurt 5;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500006;Zuidlob;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500007;Middengebied;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500008;Knardijkgebied;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500009;Trekkersveld;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
500010;Horstenparc;GM0050;50;Zeewolde;WK005000;5000;Wijk 00
509997;Groot binnenwater;GM0050;50;Zeewolde;WK005099;5099;Groot water
590000;Buitenpost;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590001;Twijzel;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590002;Kootstertille;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590003;Twijzelerheide;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590004;Gerkesklooster;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590005;Verspreide huizen Buitenpost;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590006;Verspreide huizen Twijzel;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590007;Verspreide huizen Kootstertille;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590008;Verspreide huizen Twijzelerheide;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590009;Verspreide huizen Gerkesklooster;GM0059;59;Achtkarspelen;WK005900;5900;Wijk 00 Noord
590100;Stroobos;GM0059;59;Achtkarspelen;WK005901;5901;Wijk 01 Centrum
590102;Drogeham;GM0059;59;Achtkarspelen;WK005901;5901;Wijk 01 Centrum
590103;Augustinusga;GM0059;59;Achtkarspelen;WK005901;5901;Wijk 01 Centrum
590107;Verspreide huizen Stroobos;GM0059;59;Achtkarspelen;WK005901;5901;Wijk 01 Centrum
590108;Verspreide huizen Drogeham;GM0059;59;Achtkarspelen;WK005901;5901;Wijk 01 Centrum
590109;Verspreide huizen Augustinusga;GM0059;59;Achtkarspelen;WK005901;5901;Wijk 01 Centrum
590200;Surhuisterveen;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
590201;Harkema;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
590202;Surhuizum;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
590203;Boelenslaan;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
590206;Verspreide huizen Surhuisterveen;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
590207;Verspreide huizen Harkema;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
590208;Verspreide huizen Surhuizum;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
590209;Verspreide huizen Boelenslaan;GM0059;59;Achtkarspelen;WK005902;5902;Wijk 02 Zuid
600000;Nes;GM0060;60;Ameland;WK006000;6000;Wijk 00
600001;Buren;GM0060;60;Ameland;WK006000;6000;Wijk 00
600002;Ballum;GM0060;60;Ameland;WK006000;6000;Wijk 00
600003;Hollum;GM0060;60;Ameland;WK006000;6000;Wijk 00
600007;Verspreide huizen Ballum;GM0060;60;Ameland;WK006000;6000;Wijk 00
600008;Verspreide huizen Nes;GM0060;60;Ameland;WK006000;6000;Wijk 00
600009;Verspreide huizen Hollum;GM0060;60;Ameland;WK006000;6000;Wijk 00
609998;Buitenwater;GM0060;60;Ameland;WK006099;6099;Groot water
720001;De Spiker en het industrieterrein Hermes;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720002;Trebolbuurt;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720003;Plan-Zuid;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720004;Oosterpark;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720005;Koningsbuurt;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720006;Binnenstad;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720007;Industriehaven en omgeving;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720009;Verspreide huizen Harlingen;GM0072;72;Harlingen;WK007200;7200;Wijk 00 Harlingen
720100;Midlum;GM0072;72;Harlingen;WK007201;7201;Wijk 01 Midlum
720109;Verspreide huizen Midlum;GM0072;72;Harlingen;WK007201;7201;Wijk 01 Midlum
720200;Wijnaldum;GM0072;72;Harlingen;WK007202;7202;Wijk 02 Wijnaldum
720209;Verspreide huizen Wijnaldum;GM0072;72;Harlingen;WK007202;7202;Wijk 02 Wijnaldum
729998;Buitenwater;GM0072;72;Harlingen;WK007299;7299;Groot water
740100;Noord;GM0074;74;Heerenveen;WK007401;7401;Wijk 01 Heerenveen
