postal_code,month_year,value_EV,value_CP,monthly_price,value_cars
5851,2020-12-01,21,5,1.5534193548387096,1288
5853,2020-02-01,10,1,1.664,1266
5853,2020-03-01,10,1,1.566516129032258,1266
5853,2020-01-01,10,1,1.6971290322580646,1266
5853,2020-06-01,13,1,1.5385666666666666,1266
5853,2020-07-01,14,1,1.560741935483871,1266
5853,2020-04-01,11,1,1.4683,1266
5853,2020-05-01,13,1,1.4820967741935485,1266
5853,2020-09-01,14,1,1.5640666666666667,1266
5853,2020-10-01,14,1,1.5578709677419356,1266
5853,2020-11-01,14,1,1.5245666666666666,1266
5853,2020-08-01,14,1,1.564258064516129,1266
5853,2020-12-01,13,1,1.5534193548387096,1266
5854,2020-01-01,27,13,1.6971290322580646,3046
5854,2020-11-01,52,13,1.5245666666666666,3046
5854,2020-12-01,53,14,1.5534193548387096,3046
5854,2020-04-01,31,14,1.4683,3046
5854,2020-05-01,32,14,1.4820967741935485,3046
5854,2020-02-01,31,14,1.664,3046
5854,2020-03-01,32,13,1.566516129032258,3046
5854,2020-08-01,43,13,1.564258064516129,3046
5854,2020-09-01,45,13,1.5640666666666667,3046
5854,2020-06-01,34,13,1.5385666666666666,3046
5854,2020-07-01,39,14,1.560741935483871,3046
5854,2020-10-01,50,13,1.5578709677419356,3046
5855,2020-02-01,14,6,1.664,1538
5855,2020-03-01,13,5,1.566516129032258,1538
5855,2020-04-01,14,6,1.4683,1538
5855,2020-05-01,15,6,1.4820967741935485,1538
5855,2020-01-01,14,5,1.6971290322580646,1538
5855,2020-06-01,16,5,1.5385666666666666,1538
5855,2020-07-01,16,6,1.560741935483871,1538
5855,2020-08-01,17,5,1.564258064516129,1538
5855,2020-09-01,17,5,1.5640666666666667,1538
5855,2020-10-01,17,5,1.5578709677419356,1538
5855,2020-11-01,19,5,1.5245666666666666,1538
5855,2020-12-01,19,6,1.5534193548387096,1538
5856,2020-05-01,17,1,1.4820967741935485,776
5856,2020-06-01,18,1,1.5385666666666666,776
5856,2020-07-01,18,1,1.560741935483871,776
5856,2020-08-01,18,1,1.564258064516129,776
5856,2020-09-01,21,1,1.5640666666666667,776
5856,2020-01-01,15,1,1.6971290322580646,776
5856,2020-02-01,15,1,1.664,776
5856,2020-03-01,16,1,1.566516129032258,776
5856,2020-04-01,16,1,1.4683,776
5856,2020-10-01,22,1,1.5578709677419356,776
5856,2020-11-01,22,1,1.5245666666666666,776
5856,2020-12-01,23,1,1.5534193548387096,776
5861,2020-01-01,17,2,1.6971290322580646,1126
5861,2020-11-01,23,2,1.5245666666666666,1126
5861,2020-12-01,22,3,1.5534193548387096,1126
5861,2020-04-01,19,2,1.4683,1126
5861,2020-05-01,18,2,1.4820967741935485,1126
5861,2020-02-01,19,2,1.664,1126
5861,2020-03-01,19,2,1.566516129032258,1126
5861,2020-08-01,22,2,1.564258064516129,1126
5861,2020-09-01,23,2,1.5640666666666667,1126
5861,2020-06-01,21,2,1.5385666666666666,1126
5861,2020-07-01,23,2,1.560741935483871,1126
5861,2020-10-01,22,2,1.5578709677419356,1126
5862,2020-03-01,6,0,1.566516129032258,265
5862,2020-04-01,6,0,1.4683,265
5862,2020-05-01,6,0,1.4820967741935485,265
5862,2020-02-01,5,0,1.664,265
5862,2020-01-01,5,0,1.6971290322580646,265
5862,2020-06-01,6,0,1.5385666666666666,265
5862,2020-07-01,6,0,1.560741935483871,265
5862,2020-08-01,6,0,1.564258064516129,265
5862,2020-09-01,6,0,1.5640666666666667,265
5862,2020-10-01,6,0,1.5578709677419356,265
5862,2020-11-01,6,0,1.5245666666666666,265
5862,2020-12-01,6,1,1.5534193548387096,265
5863,2020-07-01,12,1,1.560741935483871,719
5863,2020-08-01,15,1,1.564258064516129,719
5863,2020-09-01,16,1,1.5640666666666667,719
5863,2020-06-01,12,1,1.5385666666666666,719
5863,2020-01-01,11,1,1.6971290322580646,719
5863,2020-02-01,12,1,1.664,719
5863,2020-03-01,12,1,1.566516129032258,719
5863,2020-04-01,12,1,1.4683,719
5863,2020-05-01,11,1,1.4820967741935485,719
5863,2020-10-01,15,1,1.5578709677419356,719
5863,2020-11-01,14,1,1.5245666666666666,719
5863,2020-12-01,17,2,1.5534193548387096,719
5864,2020-10-01,13,0,1.5578709677419356,1111
5864,2020-12-01,13,0,1.5534193548387096,1111
5864,2020-02-01,11,0,1.664,1111
5864,2020-03-01,11,0,1.566516129032258,1111
5864,2020-11-01,12,0,1.5245666666666666,1111
5864,2020-01-01,10,0,1.6971290322580646,1111
5864,2020-06-01,11,0,1.5385666666666666,1111
5864,2020-07-01,13,0,1.560741935483871,1111
5864,2020-04-01,11,0,1.4683,1111
5864,2020-05-01,11,0,1.4820967741935485,1111
5864,2020-08-01,13,0,1.564258064516129,1111
5864,2020-09-01,13,0,1.5640666666666667,1111
5865,2020-02-01,6,0,1.664,708
5865,2020-03-01,9,0,1.566516129032258,708
5865,2020-04-01,9,0,1.4683,708
5865,2020-01-01,6,0,1.6971290322580646,708
5865,2020-05-01,10,0,1.4820967741935485,708
5865,2020-06-01,10,0,1.5385666666666666,708
5865,2020-07-01,10,0,1.560741935483871,708
5865,2020-08-01,10,0,1.564258064516129,708
5865,2020-09-01,10,0,1.5640666666666667,708
5865,2020-10-01,9,0,1.5578709677419356,708
5865,2020-11-01,9,0,1.5245666666666666,708
5865,2020-12-01,10,0,1.5534193548387096,708
5871,2020-06-01,7,0,1.5385666666666666,636
5871,2020-07-01,8,0,1.560741935483871,636
5871,2020-08-01,9,0,1.564258064516129,636
5871,2020-05-01,7,0,1.4820967741935485,636
5871,2020-01-01,6,0,1.6971290322580646,636
5871,2020-02-01,6,0,1.664,636
5871,2020-03-01,7,0,1.566516129032258,636
5871,2020-04-01,7,0,1.4683,636
5871,2020-09-01,9,0,1.5640666666666667,636
5871,2020-10-01,8,0,1.5578709677419356,636
5871,2020-11-01,8,0,1.5245666666666666,636
5871,2020-12-01,7,0,1.5534193548387096,636
5911,2020-07-01,33,25,1.560741935483871,2033
5911,2020-08-01,35,23,1.564258064516129,2033
5911,2020-10-01,38,24,1.5578709677419356,2033
5911,2020-11-01,41,25,1.5245666666666666,2033
5911,2020-12-01,44,24,1.5534193548387096,2033
5911,2020-09-01,36,22,1.5640666666666667,2033
5911,2020-01-01,27,20,1.6971290322580646,2033
5911,2020-02-01,27,22,1.664,2033
5911,2020-03-01,28,22,1.566516129032258,2033
5911,2020-04-01,30,23,1.4683,2033
5911,2020-05-01,31,23,1.4820967741935485,2033
5911,2020-06-01,31,25,1.5385666666666666,2033
5912,2020-02-01,38,22,1.664,4328
5912,2020-03-01,39,22,1.566516129032258,4328
5912,2020-04-01,39,22,1.4683,4328
5912,2020-05-01,41,22,1.4820967741935485,4328
5912,2020-01-01,38,20,1.6971290322580646,4328
5912,2020-06-01,42,24,1.5385666666666666,4328
5912,2020-07-01,43,25,1.560741935483871,4328
5912,2020-08-01,46,22,1.564258064516129,4328
5912,2020-09-01,46,21,1.5640666666666667,4328
5912,2020-10-01,48,24,1.5578709677419356,4328
5912,2020-11-01,51,24,1.5245666666666666,4328
5912,2020-12-01,52,24,1.5534193548387096,4328
5913,2020-06-01,57,16,1.5385666666666666,4726
5913,2020-07-01,58,16,1.560741935483871,4726
5913,2020-08-01,63,15,1.564258064516129,4726
5913,2020-09-01,65,14,1.5640666666666667,4726
5913,2020-01-01,45,13,1.6971290322580646,4726
5913,2020-02-01,49,14,1.664,4726
5913,2020-03-01,51,15,1.566516129032258,4726
5913,2020-04-01,53,15,1.4683,4726
5913,2020-05-01,54,15,1.4820967741935485,4726
5913,2020-10-01,67,16,1.5578709677419356,4726
5913,2020-11-01,70,16,1.5245666666666666,4726
5913,2020-12-01,77,16,1.5534193548387096,4726
5914,2020-09-01,46,13,1.5640666666666667,3256
5914,2020-10-01,46,15,1.5578709677419356,3256
5914,2020-11-01,52,15,1.5245666666666666,3256
5914,2020-12-01,54,15,1.5534193548387096,3256
5914,2020-04-01,38,14,1.4683,3256
5914,2020-01-01,35,12,1.6971290322580646,3256
5914,2020-02-01,34,14,1.664,3256
5914,2020-03-01,37,14,1.566516129032258,3256
5914,2020-08-01,45,14,1.564258064516129,3256
5914,2020-05-01,39,14,1.4820967741935485,3256
5914,2020-06-01,40,15,1.5385666666666666,3256
5914,2020-07-01,43,16,1.560741935483871,3256
5915,2020-03-01,67,3,1.566516129032258,2599
5915,2020-04-01,68,3,1.4683,2599
5915,2020-05-01,69,3,1.4820967741935485,2599
5915,2020-02-01,66,3,1.664,2599
5915,2020-01-01,68,3,1.6971290322580646,2599
5915,2020-06-01,70,4,1.5385666666666666,2599
5915,2020-07-01,71,4,1.560741935483871,2599
5915,2020-08-01,72,3,1.564258064516129,2599
5915,2020-09-01,71,3,1.5640666666666667,2599
5915,2020-10-01,75,4,1.5578709677419356,2599
5915,2020-11-01,79,4,1.5245666666666666,2599
5915,2020-12-01,85,4,1.5534193548387096,2599
5916,2020-07-01,37,20,1.560741935483871,1654
5916,2020-08-01,39,18,1.564258064516129,1654
5916,2020-09-01,40,18,1.5640666666666667,1654
5916,2020-06-01,36,20,1.5385666666666666,1654
5916,2020-01-01,35,16,1.6971290322580646,1654
5916,2020-02-01,35,18,1.664,1654
5916,2020-03-01,35,18,1.566516129032258,1654
5916,2020-04-01,36,18,1.4683,1654
5916,2020-05-01,36,18,1.4820967741935485,1654
5916,2020-10-01,41,19,1.5578709677419356,1654
5916,2020-11-01,42,20,1.5245666666666666,1654
5916,2020-12-01,45,19,1.5534193548387096,1654
5921,2020-11-01,40,4,1.5245666666666666,2932
5921,2020-12-01,39,4,1.5534193548387096,2932
5921,2020-03-01,31,4,1.566516129032258,2932
5921,2020-10-01,39,4,1.5578709677419356,2932
5921,2020-01-01,31,4,1.6971290322580646,2932
5921,2020-02-01,31,4,1.664,2932
5921,2020-07-01,37,4,1.560741935483871,2932
5921,2020-04-01,31,4,1.4683,2932
5921,2020-05-01,31,4,1.4820967741935485,2932
5921,2020-06-01,36,4,1.5385666666666666,2932
5921,2020-08-01,38,4,1.564258064516129,2932
5921,2020-09-01,39,4,1.5640666666666667,2932
5922,2020-01-01,21,3,1.6971290322580646,2205
5922,2020-02-01,21,3,1.664,2205
5922,2020-03-01,22,3,1.566516129032258,2205
5922,2020-12-01,23,3,1.5534193548387096,2205
5922,2020-04-01,22,3,1.4683,2205
5922,2020-05-01,21,3,1.4820967741935485,2205
5922,2020-06-01,21,3,1.5385666666666666,2205
5922,2020-07-01,22,3,1.560741935483871,2205
5922,2020-08-01,21,3,1.564258064516129,2205
5922,2020-09-01,22,3,1.5640666666666667,2205
5922,2020-10-01,22,3,1.5578709677419356,2205
5922,2020-11-01,23,3,1.5245666666666666,2205
5923,2020-06-01,14,3,1.5385666666666666,1372
5923,2020-07-01,14,3,1.560741935483871,1372
5923,2020-08-01,18,3,1.564258064516129,1372
5923,2020-05-01,13,3,1.4820967741935485,1372
5923,2020-01-01,12,3,1.6971290322580646,1372
5923,2020-02-01,12,3,1.664,1372
5923,2020-03-01,12,3,1.566516129032258,1372
5923,2020-04-01,13,3,1.4683,1372
5923,2020-09-01,18,3,1.5640666666666667,1372
5923,2020-10-01,19,3,1.5578709677419356,1372
5923,2020-11-01,20,3,1.5245666666666666,1372
5923,2020-12-01,20,3,1.5534193548387096,1372
5924,2020-10-01,11,1,1.5578709677419356,1827
5924,2020-11-01,11,1,1.5245666666666666,1827
5924,2020-12-01,11,1,1.5534193548387096,1827
5924,2020-09-01,12,1,1.5640666666666667,1827
5924,2020-01-01,7,1,1.6971290322580646,1827
5924,2020-02-01,7,1,1.664,1827
5924,2020-03-01,7,1,1.566516129032258,1827
5924,2020-04-01,9,1,1.4683,1827
5924,2020-05-01,9,1,1.4820967741935485,1827
5924,2020-06-01,10,1,1.5385666666666666,1827
5924,2020-07-01,11,1,1.560741935483871,1827
5924,2020-08-01,13,1,1.564258064516129,1827
5925,2020-03-01,9,1,1.566516129032258,1824
5925,2020-01-01,9,1,1.6971290322580646,1824
5925,2020-02-01,9,1,1.664,1824
5925,2020-11-01,13,1,1.5245666666666666,1824
5925,2020-12-01,14,1,1.5534193548387096,1824
5925,2020-04-01,10,1,1.4683,1824
5925,2020-05-01,11,1,1.4820967741935485,1824
5925,2020-06-01,11,1,1.5385666666666666,1824
5925,2020-07-01,11,1,1.560741935483871,1824
5925,2020-08-01,11,1,1.564258064516129,1824
5925,2020-09-01,13,1,1.5640666666666667,1824
5925,2020-10-01,13,1,1.5578709677419356,1824
5926,2020-06-01,25,2,1.5385666666666666,1572
5926,2020-07-01,24,2,1.560741935483871,1572
5926,2020-08-01,24,2,1.564258064516129,1572
5926,2020-09-01,24,2,1.5640666666666667,1572
5926,2020-01-01,21,2,1.6971290322580646,1572
5926,2020-02-01,22,2,1.664,1572
5926,2020-03-01,23,2,1.566516129032258,1572
5926,2020-04-01,24,2,1.4683,1572
5926,2020-05-01,25,2,1.4820967741935485,1572
5926,2020-10-01,25,2,1.5578709677419356,1572
5926,2020-11-01,25,2,1.5245666666666666,1572
5926,2020-12-01,26,2,1.5534193548387096,1572
5927,2020-10-01,238,1,1.5578709677419356,478
5927,2020-11-01,238,1,1.5245666666666666,478
5927,2020-12-01,342,1,1.5534193548387096,478
5927,2020-04-01,204,1,1.4683,478
5927,2020-01-01,212,1,1.6971290322580646,478
5927,2020-02-01,212,1,1.664,478
5927,2020-03-01,209,1,1.566516129032258,478
5927,2020-08-01,226,1,1.564258064516129,478
5927,2020-05-01,203,1,1.4820967741935485,478
5927,2020-06-01,203,1,1.5385666666666666,478
5927,2020-07-01,216,1,1.560741935483871,478
5927,2020-09-01,237,1,1.5640666666666667,478
5928,2020-02-01,80,69,1.664,1346
5928,2020-03-01,82,70,1.566516129032258,1346
5928,2020-04-01,81,71,1.4683,1346
5928,2020-01-01,75,63,1.6971290322580646,1346
5928,2020-08-01,89,71,1.564258064516129,1346
5928,2020-05-01,79,71,1.4820967741935485,1346
5928,2020-06-01,78,78,1.5385666666666666,1346
5928,2020-07-01,86,79,1.560741935483871,1346
5928,2020-12-01,108,75,1.5534193548387096,1346
5928,2020-09-01,91,69,1.5640666666666667,1346
5928,2020-10-01,93,76,1.5578709677419356,1346
5928,2020-11-01,96,77,1.5245666666666666,1346
5931,2020-05-01,53,10,1.4820967741935485,4645
5931,2020-08-01,61,10,1.564258064516129,4645
5931,2020-09-01,62,10,1.5640666666666667,4645
5931,2020-06-01,55,11,1.5385666666666666,4645
5931,2020-07-01,57,11,1.560741935483871,4645
5931,2020-01-01,49,9,1.6971290322580646,4645
5931,2020-02-01,51,10,1.664,4645
5931,2020-03-01,51,10,1.566516129032258,4645
5931,2020-04-01,51,10,1.4683,4645
5931,2020-10-01,64,11,1.5578709677419356,4645
5931,2020-11-01,70,11,1.5245666666666666,4645
5931,2020-12-01,72,11,1.5534193548387096,4645
5932,2020-11-01,23,3,1.5245666666666666,2675
5932,2020-12-01,28,3,1.5534193548387096,2675
5932,2020-03-01,25,3,1.566516129032258,2675
5932,2020-10-01,24,3,1.5578709677419356,2675
5932,2020-01-01,26,3,1.6971290322580646,2675
5932,2020-02-01,27,3,1.664,2675
5932,2020-07-01,23,3,1.560741935483871,2675
5932,2020-04-01,24,3,1.4683,2675
5932,2020-05-01,24,3,1.4820967741935485,2675
5932,2020-06-01,23,3,1.5385666666666666,2675
5932,2020-08-01,24,3,1.564258064516129,2675
5932,2020-09-01,23,3,1.5640666666666667,2675
5935,2020-01-01,23,3,1.6971290322580646,1842
5935,2020-02-01,24,3,1.664,1842
5935,2020-03-01,24,3,1.566516129032258,1842
5935,2020-04-01,25,3,1.4683,1842
5935,2020-05-01,24,3,1.4820967741935485,1842
5935,2020-06-01,25,4,1.5385666666666666,1842
5935,2020-07-01,28,4,1.560741935483871,1842
5935,2020-08-01,29,3,1.564258064516129,1842
5935,2020-09-01,29,3,1.5640666666666667,1842
5935,2020-10-01,30,4,1.5578709677419356,1842
5935,2020-11-01,33,4,1.5245666666666666,1842
5935,2020-12-01,35,4,1.5534193548387096,1842
5941,2020-03-01,50,2,1.566516129032258,2874
5941,2020-06-01,55,2,1.5385666666666666,2874
5941,2020-07-01,60,3,1.560741935483871,2874
5941,2020-04-01,52,2,1.4683,2874
5941,2020-05-01,53,2,1.4820967741935485,2874
5941,2020-01-01,44,2,1.6971290322580646,2874
5941,2020-02-01,45,2,1.664,2874
5941,2020-11-01,72,2,1.5245666666666666,2874
5941,2020-08-01,63,2,1.564258064516129,2874
5941,2020-09-01,70,2,1.5640666666666667,2874
5941,2020-10-01,71,2,1.5578709677419356,2874
5941,2020-12-01,74,2,1.5534193548387096,2874
5943,2020-10-01,9,2,1.5578709677419356,603
5943,2020-11-01,9,2,1.5245666666666666,603
5943,2020-12-01,9,2,1.5534193548387096,603
5943,2020-09-01,9,2,1.5640666666666667,603
5943,2020-01-01,6,2,1.6971290322580646,603
5943,2020-02-01,6,2,1.664,603
5943,2020-03-01,7,2,1.566516129032258,603
5943,2020-04-01,8,2,1.4683,603
5943,2020-05-01,8,2,1.4820967741935485,603
5943,2020-06-01,8,2,1.5385666666666666,603
5943,2020-07-01,10,2,1.560741935483871,603
5943,2020-08-01,10,2,1.564258064516129,603
5944,2020-01-01,30,20,1.6971290322580646,1553
5944,2020-02-01,30,23,1.664,1553
5944,2020-03-01,31,23,1.566516129032258,1553
5944,2020-04-01,31,23,1.4683,1553
5944,2020-05-01,31,23,1.4820967741935485,1553
5944,2020-06-01,32,25,1.5385666666666666,1553
5944,2020-07-01,31,26,1.560741935483871,1553
5944,2020-08-01,33,23,1.564258064516129,1553
5944,2020-09-01,37,22,1.5640666666666667,1553
5944,2020-10-01,39,25,1.5578709677419356,1553
5944,2020-11-01,40,25,1.5245666666666666,1553
5944,2020-12-01,43,24,1.5534193548387096,1553
5951,2020-02-01,31,4,1.664,2971
5951,2020-03-01,31,4,1.566516129032258,2971
5951,2020-01-01,31,3,1.6971290322580646,2971
5951,2020-06-01,36,4,1.5385666666666666,2971
5951,2020-07-01,37,4,1.560741935483871,2971
5951,2020-04-01,31,4,1.4683,2971
5951,2020-05-01,34,4,1.4820967741935485,2971
5951,2020-09-01,38,4,1.5640666666666667,2971
