postal_code,month_year,value_EV,value_CP,monthly_price,value_cars
6155,2020-11-01,19,1,1.5245666666666666,1261
6155,2020-12-01,20,1,1.5534193548387096,1261
6161,2020-10-01,68,13,1.5578709677419356,2382
6161,2020-11-01,74,14,1.5245666666666666,2382
6161,2020-08-01,62,13,1.564258064516129,2382
6161,2020-09-01,66,13,1.5640666666666667,2382
6161,2020-01-01,48,11,1.6971290322580646,2382
6161,2020-02-01,48,12,1.664,2382
6161,2020-03-01,51,12,1.566516129032258,2382
6161,2020-04-01,50,12,1.4683,2382
6161,2020-05-01,51,12,1.4820967741935485,2382
6161,2020-06-01,53,12,1.5385666666666666,2382
6161,2020-07-01,58,12,1.560741935483871,2382
6161,2020-12-01,73,15,1.5534193548387096,2382
6162,2020-01-01,17,6,1.6971290322580646,2372
6162,2020-02-01,21,6,1.664,2372
6162,2020-12-01,30,8,1.5534193548387096,2372
6162,2020-04-01,21,6,1.4683,2372
6162,2020-05-01,24,6,1.4820967741935485,2372
6162,2020-06-01,26,6,1.5385666666666666,2372
6162,2020-03-01,20,6,1.566516129032258,2372
6162,2020-08-01,27,7,1.564258064516129,2372
6162,2020-09-01,27,7,1.5640666666666667,2372
6162,2020-10-01,28,7,1.5578709677419356,2372
6162,2020-07-01,24,6,1.560741935483871,2372
6162,2020-11-01,30,7,1.5245666666666666,2372
6163,2020-02-01,29,21,1.664,3808
6163,2020-01-01,27,19,1.6971290322580646,3808
6163,2020-06-01,30,21,1.5385666666666666,3808
6163,2020-03-01,29,21,1.566516129032258,3808
6163,2020-04-01,29,21,1.4683,3808
6163,2020-05-01,30,21,1.4820967741935485,3808
6163,2020-09-01,33,22,1.5640666666666667,3808
6163,2020-10-01,32,23,1.5578709677419356,3808
6163,2020-07-01,30,21,1.560741935483871,3808
6163,2020-08-01,33,22,1.564258064516129,3808
6163,2020-11-01,33,24,1.5245666666666666,3808
6163,2020-12-01,34,26,1.5534193548387096,3808
6164,2020-10-01,27,3,1.5578709677419356,2576
6164,2020-11-01,31,3,1.5245666666666666,2576
6164,2020-12-01,33,3,1.5534193548387096,2576
6164,2020-09-01,25,3,1.5640666666666667,2576
6164,2020-01-01,20,2,1.6971290322580646,2576
6164,2020-02-01,20,3,1.664,2576
6164,2020-03-01,21,3,1.566516129032258,2576
6164,2020-04-01,20,3,1.4683,2576
6164,2020-05-01,19,3,1.4820967741935485,2576
6164,2020-06-01,20,3,1.5385666666666666,2576
6164,2020-07-01,21,3,1.560741935483871,2576
6164,2020-08-01,23,3,1.564258064516129,2576
6165,2020-02-01,35,1,1.664,2452
6165,2020-03-01,34,1,1.566516129032258,2452
6165,2020-01-01,32,1,1.6971290322580646,2452
6165,2020-04-01,35,1,1.4683,2452
6165,2020-05-01,37,1,1.4820967741935485,2452
6165,2020-06-01,37,1,1.5385666666666666,2452
6165,2020-07-01,37,1,1.560741935483871,2452
6165,2020-08-01,41,1,1.564258064516129,2452
6165,2020-09-01,41,1,1.5640666666666667,2452
6165,2020-10-01,44,1,1.5578709677419356,2452
6165,2020-11-01,46,1,1.5245666666666666,2452
6165,2020-12-01,47,1,1.5534193548387096,2452
6166,2020-07-01,30,4,1.560741935483871,2767
6166,2020-04-01,30,4,1.4683,2767
6166,2020-05-01,32,4,1.4820967741935485,2767
6166,2020-06-01,32,4,1.5385666666666666,2767
6166,2020-01-01,27,3,1.6971290322580646,2767
6166,2020-02-01,28,4,1.664,2767
6166,2020-03-01,30,4,1.566516129032258,2767
6166,2020-11-01,34,4,1.5245666666666666,2767
6166,2020-08-01,30,4,1.564258064516129,2767
6166,2020-09-01,32,4,1.5640666666666667,2767
6166,2020-10-01,31,4,1.5578709677419356,2767
6166,2020-12-01,34,4,1.5534193548387096,2767
6167,2020-08-01,0,15,1.564258064516129,27
6167,2020-12-01,2,17,1.5534193548387096,27
6167,2020-09-01,0,15,1.5640666666666667,27
6167,2020-10-01,0,15,1.5578709677419356,27
6167,2020-11-01,2,16,1.5245666666666666,27
6167,2020-01-01,1,12,1.6971290322580646,27
6167,2020-02-01,1,14,1.664,27
6167,2020-03-01,1,14,1.566516129032258,27
6167,2020-04-01,1,14,1.4683,27
6167,2020-05-01,1,14,1.4820967741935485,27
6167,2020-06-01,1,14,1.5385666666666666,27
6167,2020-07-01,0,14,1.560741935483871,27
6171,2020-01-01,50,11,1.6971290322580646,6394
6171,2020-02-01,49,11,1.664,6394
6171,2020-12-01,65,10,1.5534193548387096,6394
6171,2020-04-01,51,11,1.4683,6394
6171,2020-05-01,52,11,1.4820967741935485,6394
6171,2020-06-01,54,11,1.5385666666666666,6394
6171,2020-03-01,50,11,1.566516129032258,6394
6171,2020-08-01,58,10,1.564258064516129,6394
6171,2020-09-01,58,10,1.5640666666666667,6394
6171,2020-10-01,62,10,1.5578709677419356,6394
6171,2020-07-01,58,11,1.560741935483871,6394
6171,2020-11-01,62,9,1.5245666666666666,6394
6174,2020-06-01,10,1,1.5385666666666666,389
6174,2020-03-01,10,1,1.566516129032258,389
6174,2020-04-01,10,1,1.4683,389
6174,2020-05-01,10,1,1.4820967741935485,389
6174,2020-01-01,9,1,1.6971290322580646,389
6174,2020-02-01,9,1,1.664,389
6174,2020-07-01,10,1,1.560741935483871,389
6174,2020-08-01,10,1,1.564258064516129,389
6174,2020-09-01,11,1,1.5640666666666667,389
6174,2020-10-01,11,1,1.5578709677419356,389
6174,2020-11-01,12,1,1.5245666666666666,389
6174,2020-12-01,13,1,1.5534193548387096,389
6176,2020-06-01,25,0,1.5385666666666666,2052
6176,2020-10-01,27,0,1.5578709677419356,2052
6176,2020-07-01,25,1,1.560741935483871,2052
6176,2020-08-01,26,0,1.564258064516129,2052
6176,2020-09-01,27,0,1.5640666666666667,2052
6176,2020-01-01,21,0,1.6971290322580646,2052
6176,2020-02-01,21,0,1.664,2052
6176,2020-03-01,23,0,1.566516129032258,2052
6176,2020-04-01,24,0,1.4683,2052
6176,2020-05-01,24,0,1.4820967741935485,2052
6176,2020-11-01,29,0,1.5245666666666666,2052
6176,2020-12-01,29,0,1.5534193548387096,2052
6181,2020-01-01,37,10,1.6971290322580646,5001
6181,2020-02-01,37,10,1.664,5001
6181,2020-12-01,65,10,1.5534193548387096,5001
6181,2020-04-01,40,11,1.4683,5001
6181,2020-05-01,40,11,1.4820967741935485,5001
6181,2020-06-01,43,11,1.5385666666666666,5001
6181,2020-03-01,38,11,1.566516129032258,5001
6181,2020-08-01,51,9,1.564258064516129,5001
6181,2020-09-01,54,9,1.5640666666666667,5001
6181,2020-10-01,59,10,1.5578709677419356,5001
6181,2020-07-01,49,11,1.560741935483871,5001
6181,2020-11-01,61,9,1.5245666666666666,5001
6191,2020-06-01,104,12,1.5385666666666666,7409
6191,2020-03-01,98,12,1.566516129032258,7409
6191,2020-04-01,99,12,1.4683,7409
6191,2020-05-01,104,12,1.4820967741935485,7409
6191,2020-01-01,97,10,1.6971290322580646,7409
6191,2020-02-01,96,12,1.664,7409
6191,2020-07-01,110,13,1.560741935483871,7409
6191,2020-08-01,114,11,1.564258064516129,7409
6191,2020-09-01,118,11,1.5640666666666667,7409
6191,2020-10-01,122,11,1.5578709677419356,7409
6191,2020-11-01,124,11,1.5245666666666666,7409
6191,2020-12-01,127,11,1.5534193548387096,7409
6199,2020-06-01,33,30,1.5385666666666666,178
6199,2020-04-01,39,30,1.4683,178
6199,2020-05-01,36,30,1.4820967741935485,178
6199,2020-10-01,41,27,1.5578709677419356,178
6199,2020-07-01,38,31,1.560741935483871,178
6199,2020-08-01,43,28,1.564258064516129,178
6199,2020-09-01,39,27,1.5640666666666667,178
6199,2020-01-01,42,25,1.6971290322580646,178
6199,2020-02-01,40,29,1.664,178
6199,2020-03-01,40,30,1.566516129032258,178
6199,2020-12-01,44,27,1.5534193548387096,178
6199,2020-11-01,43,27,1.5245666666666666,178
6211,2020-02-01,108,36,1.664,2796
6211,2020-03-01,108,40,1.566516129032258,2796
6211,2020-04-01,108,38,1.4683,2796
6211,2020-01-01,108,35,1.6971290322580646,2796
6211,2020-05-01,107,38,1.4820967741935485,2796
6211,2020-06-01,110,38,1.5385666666666666,2796
6211,2020-07-01,109,40,1.560741935483871,2796
6211,2020-08-01,112,39,1.564258064516129,2796
6211,2020-09-01,116,38,1.5640666666666667,2796
6211,2020-10-01,118,41,1.5578709677419356,2796
6211,2020-11-01,120,43,1.5245666666666666,2796
6211,2020-12-01,125,46,1.5534193548387096,2796
6212,2020-07-01,77,14,1.560741935483871,2222
6212,2020-08-01,77,14,1.564258064516129,2222
6212,2020-05-01,73,13,1.4820967741935485,2222
6212,2020-06-01,73,13,1.5385666666666666,2222
6212,2020-01-01,65,12,1.6971290322580646,2222
6212,2020-02-01,66,13,1.664,2222
6212,2020-03-01,68,14,1.566516129032258,2222
6212,2020-04-01,69,13,1.4683,2222
6212,2020-09-01,77,13,1.5640666666666667,2222
6212,2020-10-01,77,14,1.5578709677419356,2222
6212,2020-11-01,79,15,1.5245666666666666,2222
6212,2020-12-01,82,16,1.5534193548387096,2222
6213,2020-11-01,66,4,1.5245666666666666,2013
6213,2020-12-01,67,4,1.5534193548387096,2013
6213,2020-09-01,65,3,1.5640666666666667,2013
6213,2020-10-01,65,3,1.5578709677419356,2013
6213,2020-01-01,59,3,1.6971290322580646,2013
6213,2020-02-01,60,3,1.664,2013
6213,2020-03-01,60,3,1.566516129032258,2013
6213,2020-04-01,62,3,1.4683,2013
6213,2020-05-01,63,3,1.4820967741935485,2013
6213,2020-06-01,64,3,1.5385666666666666,2013
6213,2020-07-01,65,3,1.560741935483871,2013
6213,2020-08-01,65,3,1.564258064516129,2013
6214,2020-01-01,18,4,1.6971290322580646,1485
6214,2020-02-01,18,4,1.664,1485
6214,2020-12-01,21,5,1.5534193548387096,1485
6214,2020-03-01,17,5,1.566516129032258,1485
6214,2020-04-01,18,4,1.4683,1485
6214,2020-05-01,18,4,1.4820967741935485,1485
6214,2020-06-01,18,4,1.5385666666666666,1485
6214,2020-07-01,18,5,1.560741935483871,1485
6214,2020-08-01,18,5,1.564258064516129,1485
6214,2020-09-01,19,4,1.5640666666666667,1485
6214,2020-10-01,20,5,1.5578709677419356,1485
6214,2020-11-01,21,5,1.5245666666666666,1485
6215,2020-06-01,44,11,1.5385666666666666,3811
6215,2020-07-01,46,11,1.560741935483871,3811
6215,2020-04-01,40,11,1.4683,3811
6215,2020-05-01,42,11,1.4820967741935485,3811
6215,2020-01-01,35,10,1.6971290322580646,3811
6215,2020-02-01,38,10,1.664,3811
6215,2020-03-01,40,11,1.566516129032258,3811
6215,2020-08-01,46,11,1.564258064516129,3811
6215,2020-09-01,47,11,1.5640666666666667,3811
6215,2020-10-01,48,11,1.5578709677419356,3811
6215,2020-11-01,50,12,1.5245666666666666,3811
6215,2020-12-01,53,13,1.5534193548387096,3811
6216,2020-10-01,21,7,1.5578709677419356,2583
6216,2020-11-01,22,7,1.5245666666666666,2583
6216,2020-08-01,19,7,1.564258064516129,2583
6216,2020-09-01,21,6,1.5640666666666667,2583
6216,2020-01-01,18,6,1.6971290322580646,2583
6216,2020-02-01,18,6,1.664,2583
6216,2020-03-01,18,7,1.566516129032258,2583
6216,2020-04-01,17,6,1.4683,2583
6216,2020-05-01,18,6,1.4820967741935485,2583
6216,2020-06-01,18,6,1.5385666666666666,2583
6216,2020-07-01,18,7,1.560741935483871,2583
6216,2020-12-01,24,8,1.5534193548387096,2583
6217,2020-01-01,25,7,1.6971290322580646,2964
6217,2020-02-01,26,7,1.664,2964
6217,2020-11-01,33,9,1.5245666666666666,2964
6217,2020-12-01,34,9,1.5534193548387096,2964
6217,2020-04-01,24,8,1.4683,2964
6217,2020-05-01,24,8,1.4820967741935485,2964
6217,2020-06-01,26,8,1.5385666666666666,2964
6217,2020-03-01,25,8,1.566516129032258,2964
6217,2020-08-01,26,8,1.564258064516129,2964
6217,2020-09-01,30,8,1.5640666666666667,2964
6217,2020-10-01,32,8,1.5578709677419356,2964
6217,2020-07-01,25,8,1.560741935483871,2964
6218,2020-06-01,32,7,1.5385666666666666,3004
6218,2020-07-01,32,7,1.560741935483871,3004
6218,2020-04-01,32,7,1.4683,3004
6218,2020-05-01,33,7,1.4820967741935485,3004
6218,2020-01-01,30,6,1.6971290322580646,3004
6218,2020-02-01,33,7,1.664,3004
6218,2020-03-01,32,7,1.566516129032258,3004
6218,2020-08-01,34,7,1.564258064516129,3004
6218,2020-09-01,35,7,1.5640666666666667,3004
6218,2020-10-01,36,8,1.5578709677419356,3004
6218,2020-11-01,38,8,1.5245666666666666,3004
6218,2020-12-01,39,8,1.5534193548387096,3004
6219,2020-10-01,26,3,1.5578709677419356,755
6219,2020-11-01,27,3,1.5245666666666666,755
6219,2020-08-01,24,3,1.564258064516129,755
6219,2020-09-01,25,3,1.5640666666666667,755
6219,2020-01-01,20,2,1.6971290322580646,755
6219,2020-02-01,20,2,1.664,755
6219,2020-03-01,22,3,1.566516129032258,755
6219,2020-04-01,23,3,1.4683,755
6219,2020-05-01,24,3,1.4820967741935485,755
6219,2020-06-01,24,3,1.5385666666666666,755
6219,2020-07-01,24,3,1.560741935483871,755
6219,2020-12-01,27,3,1.5534193548387096,755
6221,2020-01-01,78,46,1.6971290322580646,3163
6221,2020-02-01,78,47,1.664,3163
6221,2020-10-01,86,54,1.5578709677419356,3163
6221,2020-11-01,88,56,1.5245666666666666,3163
6221,2020-12-01,88,60,1.5534193548387096,3163
6221,2020-04-01,77,50,1.4683,3163
6221,2020-05-01,80,50,1.4820967741935485,3163
6221,2020-06-01,81,50,1.5385666666666666,3163
6221,2020-03-01,79,53,1.566516129032258,3163
6221,2020-08-01,80,51,1.564258064516129,3163
6221,2020-09-01,83,50,1.5640666666666667,3163
6221,2020-07-01,82,53,1.560741935483871,3163
6222,2020-04-01,31,18,1.4683,1908
6222,2020-08-01,33,19,1.564258064516129,1908
6222,2020-05-01,31,18,1.4820967741935485,1908
6222,2020-06-01,31,18,1.5385666666666666,1908
6222,2020-07-01,33,19,1.560741935483871,1908
6222,2020-03-01,31,19,1.566516129032258,1908
6222,2020-01-01,27,17,1.6971290322580646,1908
6222,2020-02-01,28,17,1.664,1908
6222,2020-09-01,34,18,1.5640666666666667,1908
6222,2020-10-01,35,20,1.5578709677419356,1908
6222,2020-11-01,36,20,1.5245666666666666,1908
6222,2020-12-01,38,22,1.5534193548387096,1908
6223,2020-11-01,19,1,1.5245666666666666,1433
6223,2020-12-01,19,2,1.5534193548387096,1433
6223,2020-09-01,19,1,1.5640666666666667,1433
6223,2020-10-01,19,1,1.5578709677419356,1433
6223,2020-01-01,16,1,1.6971290322580646,1433
6223,2020-02-01,16,1,1.664,1433
6223,2020-03-01,16,1,1.566516129032258,1433
6223,2020-04-01,16,1,1.4683,1433
6223,2020-05-01,16,1,1.4820967741935485,1433
6223,2020-06-01,16,1,1.5385666666666666,1433
6223,2020-07-01,16,1,1.560741935483871,1433
6223,2020-08-01,18,1,1.564258064516129,1433
6224,2020-01-01,26,8,1.6971290322580646,2479
6224,2020-02-01,26,8,1.664,2479
6224,2020-12-01,43,10,1.5534193548387096,2479
6224,2020-04-01,32,8,1.4683,2479
6224,2020-05-01,34,8,1.4820967741935485,2479
6224,2020-06-01,36,8,1.5385666666666666,2479
6224,2020-03-01,33,9,1.566516129032258,2479
6224,2020-08-01,39,9,1.564258064516129,2479
6224,2020-09-01,45,8,1.5640666666666667,2479
6224,2020-10-01,41,9,1.5578709677419356,2479
6224,2020-07-01,35,9,1.560741935483871,2479
6224,2020-11-01,43,9,1.5245666666666666,2479
6225,2020-02-01,42,10,1.664,3001
6225,2020-06-01,45,11,1.5385666666666666,3001
6225,2020-03-01,43,11,1.566516129032258,3001
6225,2020-04-01,43,11,1.4683,3001
6225,2020-05-01,43,11,1.4820967741935485,3001
6225,2020-01-01,43,10,1.6971290322580646,3001
6225,2020-10-01,53,11,1.5578709677419356,3001
6225,2020-07-01,47,11,1.560741935483871,3001
6225,2020-08-01,49,11,1.564258064516129,3001
6225,2020-09-01,51,11,1.5640666666666667,3001
6225,2020-11-01,53,12,1.5245666666666666,3001
6225,2020-12-01,55,13,1.5534193548387096,3001
6226,2020-10-01,65,22,1.5578709677419356,3000
6226,2020-11-01,65,23,1.5245666666666666,3000
6226,2020-08-01,62,21,1.564258064516129,3000
6226,2020-09-01,65,20,1.5640666666666667,3000
6226,2020-01-01,43,19,1.6971290322580646,3000
6226,2020-02-01,46,19,1.664,3000
6226,2020-03-01,50,21,1.566516129032258,3000
6226,2020-04-01,50,21,1.4683,3000
6226,2020-05-01,50,20,1.4820967741935485,3000
6226,2020-06-01,54,20,1.5385666666666666,3000
6226,2020-07-01,57,22,1.560741935483871,3000
6226,2020-12-01,76,25,1.5534193548387096,3000
6227,2020-01-01,33,17,1.6971290322580646,3134
6227,2020-02-01,33,17,1.664,3134
6227,2020-12-01,45,22,1.5534193548387096,3134
6227,2020-04-01,35,18,1.4683,3134
6227,2020-05-01,35,18,1.4820967741935485,3134
6227,2020-06-01,37,18,1.5385666666666666,3134
6227,2020-03-01,34,19,1.566516129032258,3134
6227,2020-08-01,38,19,1.564258064516129,3134
6227,2020-09-01,39,18,1.5640666666666667,3134
6227,2020-10-01,44,20,1.5578709677419356,3134
6227,2020-07-01,39,19,1.560741935483871,3134
6227,2020-11-01,44,20,1.5245666666666666,3134
6228,2020-02-01,49,10,1.664,2938
6228,2020-06-01,50,10,1.5385666666666666,2938
6228,2020-03-01,50,11,1.566516129032258,2938
6228,2020-04-01,52,10,1.4683,2938
6228,2020-05-01,50,10,1.4820967741935485,2938
6228,2020-01-01,46,9,1.6971290322580646,2938
6228,2020-10-01,60,11,1.5578709677419356,2938
6228,2020-07-01,51,11,1.560741935483871,2938
6228,2020-08-01,57,10,1.564258064516129,2938
6228,2020-09-01,58,10,1.5640666666666667,2938
6228,2020-11-01,63,11,1.5245666666666666,2938
6228,2020-12-01,69,12,1.5534193548387096,2938
6229,2020-10-01,80,36,1.5578709677419356,2915
6229,2020-11-01,82,38,1.5245666666666666,2915
6229,2020-08-01,79,35,1.564258064516129,2915
6229,2020-09-01,79,34,1.5640666666666667,2915
6229,2020-01-01,50,31,1.6971290322580646,2915
6229,2020-02-01,50,32,1.664,2915
6229,2020-03-01,49,36,1.566516129032258,2915
6229,2020-04-01,52,34,1.4683,2915
6229,2020-05-01,78,34,1.4820967741935485,2915
6229,2020-06-01,77,34,1.5385666666666666,2915
6229,2020-07-01,76,36,1.560741935483871,2915
6229,2020-12-01,82,41,1.5534193548387096,2915
6231,2020-01-01,75,13,1.6971290322580646,3887
6231,2020-02-01,75,13,1.664,3887
6231,2020-12-01,98,20,1.5534193548387096,3887
6231,2020-04-01,77,15,1.4683,3887
6231,2020-05-01,81,15,1.4820967741935485,3887
6231,2020-06-01,84,17,1.5385666666666666,3887
6231,2020-03-01,76,15,1.566516129032258,3887
6231,2020-08-01,90,17,1.564258064516129,3887
6231,2020-09-01,91,17,1.5640666666666667,3887
6231,2020-10-01,93,18,1.5578709677419356,3887
6231,2020-07-01,90,18,1.560741935483871,3887
6231,2020-11-01,93,18,1.5245666666666666,3887
6235,2020-03-01,22,2,1.566516129032258,1708
6235,2020-04-01,22,2,1.4683,1708
6235,2020-05-01,23,2,1.4820967741935485,1708
6235,2020-06-01,22,2,1.5385666666666666,1708
6235,2020-01-01,19,2,1.6971290322580646,1708
6235,2020-02-01,21,2,1.664,1708
6235,2020-09-01,25,2,1.5640666666666667,1708
6235,2020-10-01,25,2,1.5578709677419356,1708
6235,2020-07-01,23,2,1.560741935483871,1708
6235,2020-08-01,25,2,1.564258064516129,1708
6235,2020-11-01,27,2,1.5245666666666666,1708
6235,2020-12-01,28,2,1.5534193548387096,1708
6241,2020-07-01,44,5,1.560741935483871,3157
6241,2020-08-01,48,4,1.564258064516129,3157
6241,2020-09-01,54,4,1.5640666666666667,3157
6241,2020-10-01,53,5,1.5578709677419356,3157
6241,2020-11-01,55,5,1.5245666666666666,3157
6241,2020-12-01,58,5,1.5534193548387096,3157
6241,2020-01-01,37,3,1.6971290322580646,3157
6241,2020-02-01,38,3,1.664,3157
6241,2020-03-01,40,4,1.566516129032258,3157
6241,2020-04-01,40,4,1.4683,3157
6241,2020-05-01,40,4,1.4820967741935485,3157
6241,2020-06-01,42,4,1.5385666666666666,3157
6243,2020-01-01,26,1,1.6971290322580646,1617
6243,2020-02-01,27,1,1.664,1617
6243,2020-12-01,36,1,1.5534193548387096,1617
6243,2020-04-01,28,1,1.4683,1617
6243,2020-05-01,28,1,1.4820967741935485,1617
6243,2020-06-01,30,1,1.5385666666666666,1617
6243,2020-03-01,28,1,1.566516129032258,1617
6243,2020-08-01,33,1,1.564258064516129,1617
6243,2020-09-01,34,1,1.5640666666666667,1617
6243,2020-10-01,34,1,1.5578709677419356,1617
6243,2020-07-01,32,1,1.560741935483871,1617
6243,2020-11-01,34,1,1.5245666666666666,1617
6245,2020-06-01,67,11,1.5385666666666666,5019
6245,2020-03-01,60,11,1.566516129032258,5019
6245,2020-04-01,61,11,1.4683,5019
6245,2020-05-01,66,11,1.4820967741935485,5019
6245,2020-01-01,58,9,1.6971290322580646,5019
6245,2020-02-01,57,10,1.664,5019
6245,2020-07-01,67,11,1.560741935483871,5019
6245,2020-08-01,73,9,1.564258064516129,5019
6245,2020-09-01,74,9,1.5640666666666667,5019
6245,2020-10-01,79,11,1.5578709677419356,5019
6245,2020-11-01,84,11,1.5245666666666666,5019
6245,2020-12-01,88,12,1.5534193548387096,5019
6247,2020-06-01,28,3,1.5385666666666666,1731
6247,2020-10-01,32,3,1.5578709677419356,1731
6247,2020-07-01,29,3,1.560741935483871,1731
6247,2020-08-01,29,3,1.564258064516129,1731
6247,2020-09-01,30,3,1.5640666666666667,1731
6247,2020-01-01,24,3,1.6971290322580646,1731
6247,2020-02-01,24,3,1.664,1731
6247,2020-03-01,26,3,1.566516129032258,1731
6247,2020-04-01,29,3,1.4683,1731
6247,2020-05-01,27,3,1.4820967741935485,1731
6247,2020-11-01,34,3,1.5245666666666666,1731
6247,2020-12-01,36,4,1.5534193548387096,1731
6255,2020-01-01,11,1,1.6971290322580646,751
6255,2020-02-01,11,2,1.664,751
6255,2020-12-01,21,2,1.5534193548387096,751
6255,2020-04-01,12,2,1.4683,751
6255,2020-05-01,14,2,1.4820967741935485,751
6255,2020-06-01,14,2,1.5385666666666666,751
6255,2020-03-01,11,2,1.566516129032258,751
6255,2020-08-01,15,1,1.564258064516129,751
6255,2020-09-01,16,1,1.5640666666666667,751
6255,2020-10-01,18,2,1.5578709677419356,751
6255,2020-07-01,14,2,1.560741935483871,751
6255,2020-11-01,19,2,1.5245666666666666,751
6261,2020-06-01,4,1,1.5385666666666666,535
6261,2020-03-01,4,1,1.566516129032258,535
6261,2020-04-01,4,1,1.4683,535
6261,2020-05-01,4,1,1.4820967741935485,535
6261,2020-01-01,4,1,1.6971290322580646,535
6261,2020-02-01,4,1,1.664,535
6261,2020-07-01,4,1,1.560741935483871,535
6261,2020-08-01,6,1,1.564258064516129,535
6261,2020-09-01,6,1,1.5640666666666667,535
6261,2020-10-01,8,1,1.5578709677419356,535
6261,2020-11-01,8,1,1.5245666666666666,535
6261,2020-12-01,9,1,1.5534193548387096,535
6265,2020-06-01,8,1,1.5385666666666666,867
6265,2020-10-01,9,1,1.5578709677419356,867
6265,2020-07-01,9,1,1.560741935483871,867
6265,2020-08-01,9,1,1.564258064516129,867
6265,2020-09-01,9,1,1.5640666666666667,867
6265,2020-01-01,8,1,1.6971290322580646,867
6265,2020-02-01,8,1,1.664,867
6265,2020-03-01,8,1,1.566516129032258,867
6265,2020-04-01,8,1,1.4683,867
6265,2020-05-01,8,1,1.4820967741935485,867
6265,2020-11-01,10,1,1.5245666666666666,867
6265,2020-12-01,11,1,1.5534193548387096,867
6267,2020-01-01,36,5,1.6971290322580646,2029
6267,2020-02-01,38,5,1.664,2029
6267,2020-12-01,53,6,1.5534193548387096,2029
6267,2020-04-01,41,6,1.4683,2029
6267,2020-05-01,41,6,1.4820967741935485,2029
6267,2020-06-01,42,6,1.5385666666666666,2029
6267,2020-03-01,40,6,1.566516129032258,2029
6267,2020-08-01,48,5,1.564258064516129,2029
6267,2020-09-01,51,5,1.5640666666666667,2029
6267,2020-10-01,52,6,1.5578709677419356,2029
6267,2020-07-01,47,6,1.560741935483871,2029
6267,2020-11-01,52,6,1.5245666666666666,2029
6268,2020-03-01,2,2,1.566516129032258,353
6268,2020-04-01,2,2,1.4683,353
6268,2020-05-01,2,2,1.4820967741935485,353
6268,2020-06-01,2,2,1.5385666666666666,353
6268,2020-01-01,1,2,1.6971290322580646,353
6268,2020-02-01,2,2,1.664,353
6268,2020-07-01,2,2,1.560741935483871,353
6268,2020-08-01,2,2,1.564258064516129,353
6268,2020-09-01,2,2,1.5640666666666667,353
6268,2020-10-01,2,2,1.5578709677419356,353
6268,2020-11-01,3,2,1.5245666666666666,353
6268,2020-12-01,3,2,1.5534193548387096,353
6269,2020-07-01,41,1,1.560741935483871,2348
6269,2020-08-01,42,1,1.564258064516129,2348
6269,2020-09-01,40,1,1.5640666666666667,2348
6269,2020-10-01,41,1,1.5578709677419356,2348
6269,2020-01-01,32,1,1.6971290322580646,2348
6269,2020-02-01,32,1,1.664,2348
6269,2020-03-01,34,1,1.566516129032258,2348
6269,2020-04-01,34,1,1.4683,2348
6269,2020-05-01,35,1,1.4820967741935485,2348
6269,2020-06-01,39,1,1.5385666666666666,2348
6269,2020-12-01,43,1,1.5534193548387096,2348
6269,2020-11-01,43,1,1.5245666666666666,2348
6271,2020-11-01,29,12,1.5245666666666666,2039
6271,2020-12-01,31,12,1.5534193548387096,2039
6271,2020-10-01,28,11,1.5578709677419356,2039
6271,2020-01-01,21,7,1.6971290322580646,2039
6271,2020-02-01,22,7,1.664,2039
6271,2020-03-01,22,9,1.566516129032258,2039
6271,2020-04-01,22,9,1.4683,2039
6271,2020-05-01,22,10,1.4820967741935485,2039
6271,2020-06-01,22,10,1.5385666666666666,2039
6271,2020-07-01,22,11,1.560741935483871,2039
6271,2020-08-01,25,11,1.564258064516129,2039
6271,2020-09-01,28,11,1.5640666666666667,2039
6276,2020-06-01,2,1,1.5385666666666666,86
6276,2020-07-01,2,2,1.560741935483871,86
6276,2020-04-01,1,1,1.4683,86
6276,2020-05-01,1,1,1.4820967741935485,86
6276,2020-01-01,1,1,1.6971290322580646,86
6276,2020-02-01,1,1,1.664,86
6276,2020-03-01,1,1,1.566516129032258,86
6276,2020-08-01,2,2,1.564258064516129,86
6276,2020-09-01,3,2,1.5640666666666667,86
6276,2020-10-01,3,2,1.5578709677419356,86
6276,2020-11-01,3,2,1.5245666666666666,86
6276,2020-12-01,3,2,1.5534193548387096,86
6277,2020-10-01,11,3,1.5578709677419356,242
6277,2020-11-01,11,3,1.5245666666666666,242
6277,2020-08-01,10,3,1.564258064516129,242
6277,2020-09-01,11,3,1.5640666666666667,242
6277,2020-01-01,10,2,1.6971290322580646,242
6277,2020-02-01,10,2,1.664,242
6277,2020-03-01,10,3,1.566516129032258,242
6277,2020-04-01,10,3,1.4683,242
6277,2020-05-01,10,3,1.4820967741935485,242
6277,2020-06-01,10,3,1.5385666666666666,242
6277,2020-07-01,10,3,1.560741935483871,242
6277,2020-12-01,13,3,1.5534193548387096,242
6281,2020-01-01,20,2,1.6971290322580646,1103
6281,2020-02-01,21,2,1.664,1103
6281,2020-11-01,24,3,1.5245666666666666,1103
6281,2020-12-01,24,3,1.5534193548387096,1103
6281,2020-04-01,21,3,1.4683,1103
6281,2020-05-01,21,3,1.4820967741935485,1103
6281,2020-06-01,21,3,1.5385666666666666,1103
6281,2020-03-01,21,3,1.566516129032258,1103
6281,2020-08-01,25,3,1.564258064516129,1103
