Postcode-4,Year,Total,Supermarket,Convenience stores,Cafe,Cafeteria,Hotel,Restaurant,Railway station,Amusement park,Cinema,Museums,Art exhibitions,Library,Swimming pool,General practioner,Hospital including clinic
5654,2020,10370,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
5655,2020,4225,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5657,2020,215,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
5658,2020,11990,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
5661,2020,1255,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
5662,2020,3190,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
5663,2020,6065,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
5664,2020,4760,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
5665,2020,5445,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
5666,2020,3875,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
5667,2020,4260,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
5671,2020,5440,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
5672,2020,6985,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
5673,2020,6210,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
5674,2020,4745,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5681,2020,875,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5682,2020,4085,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0
5683,2020,6400,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0
5684,2020,11325,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
5685,2020,7300,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0
5688,2020,12250,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
5689,2020,550,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
5691,2020,10940,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5692,2020,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5694,2020,4785,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5701,2020,15240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5702,2020,11770,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
5703,2020,5555,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5704,2020,8990,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
5705,2020,1885,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
5706,2020,14870,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
5707,2020,10350,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
5708,2020,10590,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5709,2020,13175,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
5711,2020,8480,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
5712,2020,8640,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5715,2020,2250,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5721,2020,13155,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
5724,2020,1115,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
5725,2020,2450,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5731,2020,10880,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5735,2020,5720,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
5737,2020,4275,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
5738,2020,2035,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
5741,2020,10490,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
5751,2020,12535,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
5752,2020,1885,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
5753,2020,4260,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
5754,2020,6270,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
5756,2020,1430,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5757,2020,3315,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5758,2020,1865,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
5759,2020,910,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5761,2020,5970,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
5763,2020,2215,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5764,2020,1155,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5766,2020,545,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5768,2020,6160,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5801,2020,10240,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
5802,2020,7375,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
5803,2020,8005,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
5804,2020,3040,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
5807,2020,2410,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
5808,2020,1185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5809,2020,2285,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
5811,2020,815,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5812,2020,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5813,2020,2245,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5814,2020,560,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5815,2020,1070,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5816,2020,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5817,2020,215,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5821,2020,2560,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
5823,2020,880,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5824,2020,545,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5825,2020,3990,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
5826,2020,485,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5827,2020,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5831,2020,12560,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
5835,2020,1885,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5836,2020,1740,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5841,2020,1870,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5843,2020,670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5844,2020,725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5845,2020,4075,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
5846,2020,725,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
5851,2020,2125,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
5853,2020,2040,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5854,2020,5260,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
5855,2020,2480,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
5856,2020,1180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5861,2020,1890,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5862,2020,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5863,2020,1135,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5864,2020,1885,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
5865,2020,1280,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5866,2020,1260,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5871,2020,1045,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
5872,2020,765,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5911,2020,5010,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
5912,2020,10085,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
5913,2020,9820,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
5914,2020,7730,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
5915,2020,5555,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
5916,2020,2515,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
5921,2020,6850,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
5922,2020,5700,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
5923,2020,3055,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
5924,2020,3780,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
5925,2020,3895,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
5926,2020,2865,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
5927,2020,820,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
5928,2020,735,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
5931,2020,9690,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
5932,2020,5485,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
5935,2020,3715,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
5941,2020,5310,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5943,2020,1035,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5944,2020,2630,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5951,2020,5525,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5953,2020,11000,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1
5954,2020,2485,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
5961,2020,13085,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
5962,2020,2125,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5963,2020,1955,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
5964,2020,1675,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5966,2020,2040,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
5971,2020,4735,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5973,2020,1950,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
5975,2020,6715,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5976,2020,1115,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
5977,2020,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5981,2020,7525,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
5984,2020,1235,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5985,2020,1650,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5986,2020,2125,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
5987,2020,1290,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
5988,2020,6205,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
5991,2020,6510,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
5993,2020,6515,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
5995,2020,4210,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6001,2020,7545,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
6002,2020,6645,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6003,2020,5415,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6004,2020,9385,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
6005,2020,4450,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
6006,2020,11555,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
6011,2020,1395,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
6012,2020,485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6013,2020,970,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6014,2020,1675,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6015,2020,1285,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
6017,2020,2480,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
6019,2020,2060,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
6021,2020,9800,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1
6023,2020,2145,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
6024,2020,1435,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
6026,2020,5205,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
6027,2020,1810,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6028,2020,745,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6029,2020,1740,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
6031,2020,10355,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6034,2020,1540,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
6035,2020,4085,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6037,2020,1145,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
6039,2020,5100,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6041,2020,11710,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
6042,2020,9135,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
6043,2020,11580,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
6044,2020,3325,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
6045,2020,5905,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
6049,2020,7875,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6051,2020,7005,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
6061,2020,3975,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6063,2020,2360,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6065,2020,3075,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6067,2020,3630,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6071,2020,8725,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
6074,2020,3615,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
6075,2020,4215,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6077,2020,3335,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
6081,2020,4425,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6082,2020,950,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6083,2020,680,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6085,2020,3740,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6086,2020,3370,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6088,2020,4250,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6089,2020,755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,2020,720,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6092,2020,320,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6093,2020,6595,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6095,2020,2500,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6096,2020,1665,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6097,2020,4480,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6099,2020,1790,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
6101,2020,9505,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
6102,2020,5015,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
6104,2020,1645,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
6105,2020,1300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6107,2020,1650,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
6109,2020,840,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6111,2020,595,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0
6112,2020,845,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
6114,2020,8015,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
6116,2020,1430,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
6118,2020,3255,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
6121,2020,5975,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
6122,2020,1995,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6123,2020,1155,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
6124,2020,755,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6125,2020,1715,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6127,2020,2280,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6129,2020,5630,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
6131,2020,4730,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
6132,2020,5250,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6133,2020,3795,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
6134,2020,2420,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
6135,2020,5815,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
6136,2020,6885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6137,2020,8300,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0
6141,2020,2565,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6142,2020,1300,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6143,2020,1195,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6151,2020,4530,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6153,2020,95,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6155,2020,1995,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6161,2020,4315,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
6162,2020,4445,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1
6163,2020,7785,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
6164,2020,5125,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
6165,2020,4725,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
6166,2020,5245,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1
6167,2020,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6171,2020,10945,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
6174,2020,765,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
6176,2020,3335,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
6181,2020,8430,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
6191,2020,12525,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
6199,2020,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6211,2020,12030,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
6212,2020,4580,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
6213,2020,4300,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
6214,2020,4825,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
6215,2020,8455,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6216,2020,8555,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
6217,2020,9270,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1
6218,2020,7180,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1
6219,2020,1665,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
6221,2020,9775,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
6222,2020,5190,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
6223,2020,2610,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6224,2020,8045,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
6225,2020,6785,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
6226,2020,7320,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
6227,2020,7640,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
6228,2020,6630,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
6229,2020,6670,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
6231,2020,7490,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
6235,2020,2815,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
6237,2020,345,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6241,2020,5600,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
6243,2020,2575,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6245,2020,9595,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
6247,2020,2950,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6251,2020,430,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6252,2020,145,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6255,2020,1115,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
6261,2020,870,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6262,2020,1010,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6265,2020,1420,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6267,2020,3470,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6268,2020,575,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6269,2020,3860,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6271,2020,3905,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6273,2020,210,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6274,2020,555,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6276,2020,170,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
6277,2020,395,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6278,2020,65,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6281,2020,1775,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
6285,2020,1010,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6286,2020,1885,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6287,2020,1675,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
6289,2020,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6291,2020,7830,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
6294,2020,1400,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6295,2020,870,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
6301,2020,10455,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
6305,2020,1450,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
6307,2020,325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6311,2020,780,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
6312,2020,170,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
6321,2020,2430,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
6325,2020,4315,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6333,2020,3180,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6336,2020,3955,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6341,2020,50,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0
6342,2020,95,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
6343,2020,3225,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
6351,2020,5055,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6353,2020,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6361,2020,6460,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
6363,2020,1610,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
6365,2020,2660,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
6367,2020,8300,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
6369,2020,5455,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6371,2020,6310,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
6372,2020,10180,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
6373,2020,8865,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
6374,2020,12090,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
6411,2020,7755,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6412,2020,8865,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
6413,2020,11375,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6414,2020,7750,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6415,2020,6440,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
6416,2020,5745,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
6417,2020,6630,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
6418,2020,9240,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
6419,2020,4265,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
6421,2020,10,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
6422,2020,75,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
6431,2020,9965,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6432,2020,3975,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
6433,2020,4990,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
6436,2020,2680,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6438,2020,3735,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6439,2020,1110,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6441,2020,7480,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
6442,2020,2390,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
6443,2020,3935,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
6444,2020,6390,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
6445,2020,2845,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
6446,2020,4785,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
6447,2020,1605,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6451,2020,4645,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
6454,2020,715,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6456,2020,820,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6461,2020,8225,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
6462,2020,6930,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
6463,2020,5195,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
6464,2020,4195,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
6465,2020,2045,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
6466,2020,7650,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
6467,2020,4810,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
6468,2020,275,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
6469,2020,595,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
6471,2020,5815,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
6511,2020,10430,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
6512,2020,5615,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
6515,2020,8865,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
6521,2020,6475,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
6522,2020,4855,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
6523,2020,8125,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
6524,2020,7520,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
6525,2020,9410,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
6531,2020,10530,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
6532,2020,5930,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
