Postcode-4,Year,Total,Supermarket,Convenience stores,Cafe,Cafeteria,Hotel,Restaurant,Railway station,Amusement park,Cinema,Museums,Art exhibitions,Library,Swimming pool,General practioner,Hospital including clinic
3271,2020,4680,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3273,2020,2065,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3274,2020,3580,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
3281,2020,8890,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
3284,2020,3580,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3286,2020,4150,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3291,2020,7840,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
3292,2020,460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3293,2020,455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3295,2020,8905,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
3297,2020,7115,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3299,2020,3250,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
3311,2020,16390,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3312,2020,11440,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3313,2020,5705,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3314,2020,16100,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
3315,2020,18935,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
3316,2020,790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3317,2020,14630,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
3318,2020,5715,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
3319,2020,10545,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
3328,2020,16655,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3329,2020,2365,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
3331,2020,11310,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
3332,2020,9780,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
3333,2020,7180,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
3334,2020,6215,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0
3335,2020,6400,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0
3336,2020,70,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
3341,2020,7860,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0
3342,2020,6390,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0
3343,2020,6745,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
3344,2020,10205,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1
3351,2020,9085,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
3352,2020,3395,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0
3353,2020,6100,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
3354,2020,2465,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
3355,2020,5990,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0
3356,2020,5105,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3361,2020,6555,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
3362,2020,11040,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3363,2020,7360,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
3364,2020,255,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
3366,2020,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,2020,12480,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
3372,2020,4710,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
3373,2020,1100,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
3381,2020,4855,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3401,2020,12365,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
3402,2020,9575,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
3403,2020,2055,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
3404,2020,10115,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
3405,2020,3630,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3411,2020,8115,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3412,2020,1165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3413,2020,295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,2020,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3417,2020,9945,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
3421,2020,8310,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
3425,2020,800,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
3431,2020,8015,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
3432,2020,6535,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0
3433,2020,3490,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
3434,2020,8600,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
3435,2020,6040,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
3436,2020,6435,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0
3437,2020,13460,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3438,2020,10075,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3439,2020,805,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3441,2020,2645,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
3442,2020,4300,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
3443,2020,7310,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
3444,2020,265,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3445,2020,4330,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
3446,2020,9295,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1
3447,2020,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3448,2020,9090,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3449,2020,670,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
3451,2020,11930,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0
3452,2020,15195,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
3453,2020,9250,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
3454,2020,12780,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0
3455,2020,430,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3461,2020,3970,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3464,2020,400,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3465,2020,1925,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3466,2020,1665,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3467,2020,720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3471,2020,3865,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
3474,2020,2300,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
3481,2020,8190,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
3511,2020,9185,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3512,2020,8555,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
3513,2020,6845,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3514,2020,7590,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3515,2020,6025,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3521,2020,6935,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3522,2020,9055,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3523,2020,10320,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3524,2020,11465,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
3525,2020,6115,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3526,2020,12320,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3527,2020,11735,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
3528,2020,15,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3531,2020,11570,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3532,2020,7120,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
3533,2020,9125,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
3534,2020,1315,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
3541,2020,7275,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
3542,2020,145,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
3543,2020,11285,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
3544,2020,22090,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0
3545,2020,635,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
3546,2020,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3551,2020,6895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3552,2020,7985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3553,2020,7145,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
3554,2020,7790,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
3555,2020,8705,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
3561,2020,8950,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
3562,2020,7040,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1
3563,2020,7775,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
3564,2020,10070,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
3565,2020,50,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
3566,2020,330,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
3571,2020,10035,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
3572,2020,11635,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3573,2020,4795,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0
3581,2020,9815,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
3582,2020,8825,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
3583,2020,6055,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
3584,2020,6740,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1
3585,2020,210,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
3601,2020,7070,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
3602,2020,3595,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3603,2020,2555,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
3604,2020,2570,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
3605,2020,5770,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0
3606,2020,345,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
3607,2020,13650,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0
3608,2020,3355,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
3611,2020,610,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3612,2020,1755,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3615,2020,1145,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3621,2020,10620,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
3625,2020,210,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3626,2020,725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,2020,3440,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3631,2020,485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3632,2020,4460,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3633,2020,1880,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
3634,2020,480,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3641,2020,11365,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1
3642,2020,3190,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1
3643,2020,1510,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
3645,2020,9330,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3646,2020,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,2020,6840,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3651,2020,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,2020,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,2020,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,2020,6340,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
3702,2020,3935,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
3703,2020,5980,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
3704,2020,9505,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
3705,2020,9695,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
3706,2020,5430,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
3707,2020,5945,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1
3708,2020,6725,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0
3709,2020,325,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0
3711,2020,1650,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3712,2020,3090,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3721,2020,8045,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
3722,2020,4600,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
3723,2020,10135,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
3731,2020,6105,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3732,2020,4770,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3734,2020,4530,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
3735,2020,1740,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3737,2020,1890,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3738,2020,4890,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3739,2020,1555,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3741,2020,9475,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
3742,2020,9445,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0
3743,2020,4625,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
3744,2020,1045,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3749,2020,285,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3751,2020,8215,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
3752,2020,12825,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
3754,2020,825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3755,2020,9245,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3761,2020,4800,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
3762,2020,8370,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
3763,2020,2460,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3764,2020,5425,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
3765,2020,5195,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
3766,2020,7305,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
3768,2020,6055,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
3769,2020,6995,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3771,2020,11250,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
3772,2020,20020,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
3773,2020,3525,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
3774,2020,5635,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
3775,2020,265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3776,2020,1650,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3781,2020,10920,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3784,2020,1520,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3785,2020,1420,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3791,2020,2480,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0
3792,2020,140,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0
3794,2020,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,2020,6945,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3812,2020,12230,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
3813,2020,15155,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
3814,2020,6480,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
3815,2020,10775,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
3816,2020,11170,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
3817,2020,12060,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3818,2020,10825,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
3819,2020,465,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0
3821,2020,340,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
3822,2020,7915,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
3823,2020,11255,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3824,2020,14795,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3825,2020,14430,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3826,2020,7105,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
3828,2020,10270,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
3829,2020,4925,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
3831,2020,13405,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1
3832,2020,5105,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
3833,2020,7020,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1
3834,2020,2015,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
3835,2020,370,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3836,2020,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3841,2020,5920,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3842,2020,6730,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
3843,2020,6925,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
3844,2020,9200,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
3845,2020,10295,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3846,2020,1170,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
3847,2020,900,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
3848,2020,4085,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
3849,2020,3185,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
3851,2020,11450,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
3852,2020,5450,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3853,2020,10105,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3861,2020,8935,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
3862,2020,12880,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
3863,2020,7850,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
3864,2020,3935,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3871,2020,9570,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
3881,2020,10945,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
3882,2020,13150,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3886,2020,2130,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
3888,2020,3255,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3891,2020,4800,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
3892,2020,5335,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
3893,2020,6250,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3894,2020,4075,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3896,2020,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,2020,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,2020,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,2020,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3901,2020,9920,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3902,2020,10460,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
3903,2020,7060,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
3904,2020,13610,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
3905,2020,13920,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
3906,2020,6955,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
3907,2020,4570,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3911,2020,14865,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
3912,2020,615,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
3921,2020,4255,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3922,2020,385,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3925,2020,9880,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3927,2020,5445,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3931,2020,13360,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3941,2020,10185,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
3945,2020,3270,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3947,2020,2385,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3951,2020,4655,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
3953,2020,1330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3956,2020,7585,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
3958,2020,5370,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
3959,2020,1580,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3961,2020,9410,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
3962,2020,8850,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
3971,2020,8015,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
3972,2020,10860,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
3981,2020,7045,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
3984,2020,5660,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
3985,2020,2505,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3989,2020,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,2020,18240,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0
3992,2020,6035,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
3993,2020,5025,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
3994,2020,13715,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
3995,2020,3755,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
3997,2020,630,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3998,2020,2060,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3999,2020,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,2020,10690,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
4002,2020,2265,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
4003,2020,7980,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
4004,2020,60,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
4005,2020,5660,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
4006,2020,3685,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
4007,2020,9680,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4011,2020,1640,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4012,2020,1375,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4013,2020,720,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4014,2020,1120,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4016,2020,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,2020,140,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4021,2020,4510,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
4023,2020,670,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4024,2020,1660,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4031,2020,2170,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
4032,2020,710,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4033,2020,5835,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4041,2020,6395,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
4043,2020,6335,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
4051,2020,4990,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
4053,2020,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,2020,1035,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4061,2020,1645,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4062,2020,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,2020,430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4064,2020,1060,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4101,2020,7560,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
4102,2020,8005,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
4103,2020,1450,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
4104,2020,75,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
4105,2020,10630,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
4106,2020,735,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4107,2020,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,2020,670,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
4112,2020,3265,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
4115,2020,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4116,2020,2645,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
4117,2020,505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4119,2020,460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4121,2020,1190,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4122,2020,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,2020,1440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4125,2020,1230,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4126,2020,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4128,2020,2835,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
4131,2020,4225,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
4132,2020,4765,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
4133,2020,7520,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
4141,2020,5345,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
4142,2020,6700,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
4143,2020,6615,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
4145,2020,1635,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
4147,2020,3215,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
4151,2020,565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4152,2020,895,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
