Periode,Locatie,Som.kWh,som.connectietijd,aantal.elektrische.kilometers,co2.reduction,aantal.sessies,aantal.unieke.rfids,aantal.palen,gemiddeld.aantal.sessies,kwh.per.sessie,kwh.per.paal,rfid.per.paal,kwh.per.rfid,aantal.laadpunten,Periode.numeriek
2016-09-01,Alle,1324555.44,1655363.58,6557205.0829428,1108.16765901733,172652,21509,3904,44.2243852459016,7.67182216250029,339.281618852459,5.50947745901639,61.5814514854247,7824,
2017-04-01,Alle,1528380.62,1932409.82,7566240.6174069,1278.69466434177,197289,26277,4360,45.2497706422018,7.7469124989229,350.546013761468,6.02683486238532,58.1641975872436,8736,
2017-08-01,Alle,1362794.52,1741891.16,6746507.4572874,1140.15976028157,173068,24866,4578,37.8042813455657,7.87432985878383,297.683381389253,5.43162953254696,54.8055384862865,9169,
2017-12-01,Alle,1914201.05,2176612.95,9476242.72701975,1601.48502086634,214020,29172,4966,43.0970600080548,8.94402882908139,385.461347160693,5.87434554973822,65.617751611134,9951,
2017-02-01,Alle,1491069,1777187.27,7381529.629155,1247.47850732719,188523,24892,4116,45.8024781341108,7.90921532120749,362.26166180758,6.04761904761905,59.9015346295999,8249,
2017-01-01,Alle,1663742.84,1973815.43,8236350.6107058,1391.94325320928,208425,24983,4057,51.3741681045107,7.98245335252489,410.091900419029,6.15799852107469,66.5949981987752,8130,
2017-07-01,Alle,1393549.74,1737610.72,6898761.0201213,1165.8906124005,177949,24989,4532,39.2650044130627,7.83117488718678,307.491116504854,5.51390114739629,55.7665268718236,9075,
2017-06-01,Alle,1523190.12,1916003.25,7540545.0731094,1274.35211735549,197097,26096,4497,43.8285523682455,7.72812432457115,338.712501667778,5.8029797642873,58.3687201103617,9006,
2017-03-01,Alle,1657740.72,2029528.73,8206637.1456564,1386.92167761593,214709,26120,4257,50.4366925064599,7.72087206404948,389.41525017618,6.13577636833451,63.466336906585,8530,
2017-05-01,Alle,1559466.78,1979594.54,7720132.4970561,1304.70239200248,202825,25917,4446,45.6196581196581,7.68873058054974,350.757260458839,5.82928475033738,60.1715777289038,8903,
2017-11-01,Alle,1935272.91,2200843.95,9580558.86459045,1619.11444811579,226802,28929,4883,46.4472660249846,8.53287409282105,396.328672946959,5.92443170182265,66.8973317432334,9785,
2017-10-01,Alle,1758971.55,2121677.84,8707779.86341725,1471.61479691752,215779,28436,4771,45.2272060364703,8.15172723017532,368.679846992245,5.9601760637183,61.8572074131383,9555,
2017-09-01,Alle,1625641.88,1981684.3,8047731.9987306,1360.06670778547,203486,27426,4696,43.3317717206133,7.98896179589751,346.175868824532,5.84028960817717,59.2737504557719,9402,
2018-04-01,Alle,2079517.11,2262090.64,1.02946390554695E7,1739.79400037434,231166,30734,5244,44.081998474447,8.99577407577239,396.551699084668,5.86079328756674,67.6617788117394,10505,
2018-08-01,Alle,1946120.46,2020771.57,9634259.6066277,1628.18987352008,206755,29383,5613,36.8350258328879,9.41268873787816,346.716632816676,5.23481204347051,66.2328713882177,11246,
2018-12-01,Alle,2967117.74,2627306.55,1.46887015362813E7,2482.39055963154,277160,36856,6052,45.7964309319233,10.7054327464281,490.270611368143,6.08988764044944,80.5056907966138,12075,
2018-02-01,Alle,2016151.48,2101382.66,9980947.8209826,1686.78018174606,214847,28887,5008,42.9007587859425,9.38412675066443,402.586158146965,5.76817092651757,69.7944224045418,10036,
2018-01-01,Alle,2039250.67,2245985.43,1.00953002455816E7,1706.1057415033,226044,29428,5031,44.9302325581395,9.02147665941144,405.337044325184,5.8493341284039,69.2962712382765,10081,
2018-07-01,Alle,2059217.58,2135662.435,1.01941463337021E7,1722.81073039566,223643,28905,5465,40.9227813357731,9.20761025384206,376.801021043001,5.28911253430924,71.2408780487805,10958,
2018-06-01,Alle,2159315.25,2261850.34,1.06896793485488E7,1806.55580990474,234976,30953,5487,42.8241297612539,9.18951403547596,393.532941498086,5.64115181337707,69.7610974703583,11003,
2018-03-01,Alle,2201114.62,2324587.55,1.08966069207369E7,1841.52656960454,239447,30691,5121,46.7578597930092,9.19249195020192,429.821249755907,5.99316539738332,71.7185696132417,10263,
2018-05-01,Alle,2049216.54,2240966.05,1.01446362351873E7,1714.44352374665,227421,30181,5321,42.7402743845142,9.010674212144,385.118688216501,5.67205412516444,67.8975693316987,10665,
2018-11-01,Alle,2945287.93,2721114.59,1.45806331710253E7,2464.12700590328,287408,36149,6005,47.8614487926728,10.2477590394144,490.472594504579,6.01981681931724,81.47633212537,11981,
2018-10-01,Alle,2662947.71,2596381.8,1.31829093236164E7,2227.91167569118,271210,34229,5871,46.1948560722194,9.81876667527009,453.576513370806,5.83018225174587,77.7979990651202,11717,
2018-09-01,Alle,2381400.74,2373848.71,1.17891124563663E7,1992.3600051259,248700,32498,5733,43.3804290947148,9.57539501407318,415.384744461887,5.6685853828711,73.2783783617453,11447,
2019-04-01,Alle,3153734.2,2699360.56,1.5612545388429E7,2638.5201706445,280823,39085,6502,43.1902491541064,11.230327288007,485.040633651184,6.01122731467241,80.6891185876935,12972,
2019-08-01,Alle,3221714.59,2555772.28,1.59490819692221E7,2695.39485279853,258562,39416,7140,36.2131652661064,12.460124032147,451.220530812325,5.52044817927171,81.7362134666125,14264,
2019-12-01,Alle,6223409.99,3827158.17,3.08089600384451E7,5206.71424649721,399493,53592,7987,50.017904094153,15.5782704327735,779.192436459246,6.70990359333918,116.12572753396,15970,
2019-02-01,Alle,2940049.78,2471160.34,1.45547017356411E7,2459.74459332335,262610,36769,6140,42.7703583061889,11.1954981912341,478.835469055375,5.98843648208469,79.9600146862846,12250,
2019-01-01,Alle,3336588.73,2771796.76,1.65177658249214E7,2791.50242441171,293523,37596,6023,48.7336875311307,11.3673842594959,553.974552548564,6.24207205711439,88.7485032982232,12011,
2019-07-01,Alle,3373079.38,2666187.86,1.66984126052931E7,2822.03173029453,281170,40384,7116,39.5123664980326,11.9965834904151,474.013403597527,5.67509836987071,83.5251431259905,14210,
2019-06-01,Alle,3392126.63,2748680.44,1.67927059211819E7,2837.96730067973,288245,41115,6885,41.8656499636892,11.7682063175424,492.683606390704,5.97167755991285,82.5033839231424,13748,
2019-03-01,Alle,3332224.24,2807129.3,1.64961594389988E7,2787.8509451908,299188,39419,6329,47.2725549059883,11.1375597951789,526.500906936325,6.22831410965397,84.5334544255308,12624,
2019-05-01,Alle,3444531.02,2904759.36,1.70521335918549E7,2881.81057702348,304537,41080,6709,45.3923088388732,11.3107143631152,513.419439558802,6.1231181994336,83.8493432327166,13387,
2019-11-01,Alle,5448034.12,3617406.28,2.69704656708894E7,4558.00869838031,389682,51456,7861,49.5715557817072,13.9807179187132,693.045938175805,6.54573209515329,105.877528762438,15708,
2019-10-01,Alle,4666353.57,3294770.39,2.31007600165172E7,3904.0284427914,348407,47489,7588,45.915524512388,13.3933978651405,614.964887981023,6.25843437005799,98.261777885405,15158,
2019-09-01,Alle,3797777.12,2834501.58,1.88008766436744E7,3177.34815278097,302215,43871,7354,41.0953222735926,12.5664745959003,516.423323361436,5.96559695403862,86.566914818445,14690,
2020-04-01,Alle,3543567.42,3205860.13,1.75424127948729E7,2964.66776233352,226749,39626,8655,26.1986135181976,15.6277091409444,409.424311958406,4.57839399191219,89.4253121687781,17315,
2020-08-01,Alle,5577858.15,3588988.06,2.76131588822843E7,4666.62385110604,346272,55814,9639,35.9240585122938,16.1083141287774,578.676019296608,5.79043469239548,99.9365419070484,19282,
2020-12-01,Alle,7884262.38,4935084.12,3.90310014908781E7,6596.2392519584,428030,65819,11817,36.2215452314462,18.4198826717753,667.196613353643,5.56985698569857,119.787027757942,23644,
2020-02-01,Alle,6699827.38,3813757.42,3.31674619455531E7,5605.30106879847,407026,57771,8415,48.3691027926322,16.4604408072212,796.176753416518,6.86524064171123,115.972155233595,16806,
2020-01-01,Alle,7148780.16,4117394.7,3.53900004381792E7,5980.91007405229,430879,58503,8123,53.0443186015019,16.5911547325351,880.066497599409,7.20214206573926,122.195103840829,16229,
2020-07-01,Alle,5542873.74,3625083.73,2.74399687355013E7,4637.35471629972,354040,56565,9576,36.9715956558062,15.6560663766806,578.829755639098,5.90695488721805,97.9912267303103,19158,
2020-06-01,Alle,5207070.87,3703372.59,2.57775783065806E7,4356.41073381213,335666,52567,9305,36.0737238044062,15.5126550499604,559.599233745298,5.64932831810854,99.0558881047045,18612,
2020-03-01,Alle,5067566.14,3750637.65,2.50869608382393E7,4239.69638166244,320122,51130,8573,37.3407208678409,15.8301089584596,591.107679925347,5.96407325323691,99.1114050459613,17143,
2020-05-01,Alle,4604807.625,3589903.35,2.27960771235244E7,3852.53703387562,292161,45603,8907,32.8012798922196,15.7611988766468,516.987495789828,5.11990569215224,100.975980198671,17819,
2020-11-01,Alle,6719090.55,4503055.86,3.32628241723222E7,5621.41728512246,396433,60657,10466,37.8781769539461,16.9488679045387,641.992217657176,5.79562392509077,110.771890301202,20942,
2020-10-01,Alle,6285605.62,4307940.94,3.11168591937819E7,5258.74920374914,386141,59409,10208,37.8272923197492,16.2780062723202,615.752901645768,5.81984717868339,105.802245787675,20432,
2020-09-01,Alle,5895650.05,3909212.63,2.91863860942748E7,4932.49924993243,376389,58987,9898,38.0267730854718,15.663715066062,595.640538492625,5.95948676500303,99.9482945394748,19803,
2021-04-01,Alle,8257603.89,5204830.48,4.08792267694255E7,6908.58932403292,462061,72158,11979,38.5725853577093,17.8712418706621,689.340002504383,6.02370815593956,114.437815488234,23943,
2021-08-01,Alle,8853304.16,4909646.23,4.38282379775592E7,7406.9722182075,500570,89953,13148,38.0719501064801,17.6864457718201,673.357480985701,6.84157286279282,98.4214440874679,26276,
2021-12-01,Alle,1.319266692E7,7291997.12,6.53102316241254E7,11037.4291444772,686228,107991,14135,48.548142907676,19.2249032683015,933.333351255748,7.6399717014503,122.164503708642,28243,
2021-02-01,Alle,6940596.27,4475696.12,3.43593871316537E7,5806.73642524947,364077,62962,11294,32.2363201700018,19.0635394985127,614.53836284753,5.57481848769258,110.234685524602,22577,
2021-01-01,Alle,7847616.42,4984782.31,3.88495858491279E7,6565.58000850261,405655,64407,11117,36.4896105064316,19.3455434297617,705.911344787263,5.79355941351084,121.844153896316,22225,
2021-07-01,Alle,8756374.64,5059452.13,4.33483888734468E7,7325.87771961251,507244,86817,13005,39.0037677816225,17.2626480352651,673.30831526336,6.67566320645905,100.860138452146,25990,
2021-06-01,Alle,8736029.84,5192032.88,4.32476720427708E7,7308.85657522827,514536,82025,13003,39.5705606398523,16.9784618374613,671.847253710682,6.30815965546412,106.504478390735,25988,
2021-03-01,Alle,8207291.77,5278449.48,4.06301568709261E7,6866.49651118652,461940,70482,11751,39.3106969619607,17.7670082045287,698.433475448898,5.99795762062803,116.44521679294,23488,
2021-05-01,Alle,8654889.03,5338159.02,4.28459848685699E7,7240.9714427883,498443,79076,12235,40.7391091131998,17.363849086054,707.387742541888,6.46309767061708,109.450263417472,24459,
2021-11-01,Alle,1.242604707E7,6896004.26,6.15150838897996E7,10396.0491773761,684260,105355,13993,48.9001643678982,18.1598326221027,888.018800114343,7.529121703709,117.944540553367,27958,
2021-10-01,Alle,1.190935647E7,6598074.49,5.89572096579527E7,9963.768432194,670506,104416,13824,48.5030381944444,17.7617448166012,861.498587239583,7.55324074074074,114.056815717898,27625,
2021-09-01,Alle,1.012560532E7,5649941.83,5.01267585086334E7,8471.42218795905,582594,95624,13467,43.2608598797059,17.3802087216827,751.882774188758,7.10061632137818,105.889790429181,26912,
2022-04-01,Alle,1.463502224E7,7343748.99,7.24506044240088E7,12244.1521476575,812130,140426,15155,53.5882547014187,18.0205413419034,965.689359287364,9.2659848234906,104.218750373862,30380,
2022-08-01,Alle,1.429501956E7,7032101.47,7.07674228566822E7,11959.6944627793,774266,146283,16300,47.500981595092,18.4626724665683,876.995065030675,8.97441717791411,97.7216734685507,32660,
2022-12-01,Alle,2.26842037E7,1.017370378E7,1.12298036995832E8,18978.3682522955,1118283,182940,18651,58.3837840659914,20.2848507041599,1184.30634332254,9.55100762242874,123.998052366896,37357,
2022-02-01,Alle,1.291005048E7,6725564.17,6.39111403509876E7,10800.9827193169,672090,117348,14602,46.0272565402,19.2088120341026,884.12891932612,8.03643336529243,110.015087432253,29208,
2022-01-01,Alle,1.298845727E7,7183812.54,6.42992927728486E7,10866.5804786114,660458,108597,14366,45.9736878741473,19.6658338153221,904.110905610469,7.55930669636642,119.602357984106,28734,
2022-07-01,Alle,1.339180244E7,6651115.81,6.62960510202078E7,11204.0326224151,732852,140118,15807,46.3624976276333,18.2735428708661,847.207087998988,8.8643006263048,95.57517549494,31675,
2022-06-01,Alle,1.438306821E7,7166248.84,7.12033072582639E7,12033.3589266466,808038,140636,15549,51.9672004630523,17.7999898643381,925.015641520355,9.04469740819345,102.271596248471,31168,
2022-03-01,Alle,1.474353094E7,7785451.29,7.29877762008153E7,12334.9341779378,820566,134599,15047,54.5335282780621,17.967513813636,979.831922642387,8.94523825347245,109.536704878937,30165,
2022-05-01,Alle,1.409749443E7,7059500.73,6.97895756882429E7,11794.438291313,787751,137977,15054,52.3283512687658,17.8958762730863,936.46169988043,9.16547097117045,102.17278553672,30177,
2022-11-01,Alle,2.032220928E7,9516379.69,1.00604995429594E8,17002.2442276013,1046949,170483,17551,59.6518147114125,19.4108875217417,1157.89466583101,9.71357757392741,119.203728700222,35158,
2022-10-01,Alle,1.798410785E7,8738618.53,8.90302359908857E7,15046.1098824597,963364,166088,17078,56.4096498419019,18.6680297893631,1053.05702365617,9.7252605691533,108.280597333943,34214,
2022-09-01,Alle,1.659746418E7,8055457.49,8.21656634357691E7,13885.997120645,897303,156601,16750,53.570328358209,18.4970563789489,990.893383880597,9.34931343283582,105.985684510316,33559,
2023-02-01,Alle,2.024676941E7,9079223.64,1.00231530730358E8,16939.1286934305,994520,202243,18333,54.247531773305,20.3583330752524,1104.38932035128,11.0316369388534,100.111101051705,36718,
2023-01-01,Alle,2.246741599E7,1.012447339E7,1.11224830521415E8,18796.9963581191,1101954,209010,17984,61.2741325622776,20.38870587157,1249.30026634786,11.6219973309609,107.49445476293,36020,
2023-03-01,Alle,2.169753105E7,9615874.09,1.0741351897537E8,18152.8847068375,1052358,173360,18523,56.8135831128867,20.6180131191097,1171.38320196512,9.35917507963073,125.158808548685,37094,
2014-08-01,Amsterdam,185083.09,208116.61,916252.91162955,154.846742065394,22384,3168,448,24.9821428571429,8.26854404932094,413.131897321429,7,58.422692550505,896,
2014-12-01,Amsterdam,237625.18,207254.38,1176362.2654641,198.805222863433,22363,3808,513,21.7750730282376,10.6258185395519,463.206978557505,7,62.4015703781513,1027,
2014-07-01,Amsterdam,182581.84,197398.16,903870.4860108,152.754112135825,21123,2910,437,24.1681922196796,8.64374568006438,417.807414187643,7,62.7429003436426,874,
2014-11-01,Amsterdam,282372.27,246918.13,1397882.51077365,236.242144320747,25893,3955,509,25.3852941176471,10.9053516394392,554.758880157171,8,71.3962756005057,1020,
2014-10-01,Amsterdam,267686.07,244605.78,1325178.55110465,223.955175136686,26495,3938,505,26.1808300395257,10.1032674089451,530.071425742574,8,67.9751320467242,1012,
2014-09-01,Amsterdam,197718.09,216505.94,978802.41595455,165.417608296319,22794,3450,446,25.5538116591928,8.67412871808371,443.314103139013,8,57.3095913043478,892,
2015-04-01,Amsterdam,310770.86,328268.38,1538469.5885757,260.001360469293,32287,4822,608,26.5518092105263,9.62526279926906,511.136282894737,8,64.4485400248859,1216,
2015-08-01,Amsterdam,264496.26,292898.69,1309387.4126487,221.28647273763,27808,4662,698,19.8628571428571,9.5115168296893,378.93446991404,7,56.7345045045045,1400,
2015-12-01,Amsterdam,416980.97,478280.72,2064262.20708015,348.860312996545,47779,7495,788,30.2398734177215,8.72728541828,529.16366751269,10,55.6345523682455,1580,
2015-02-01,Amsterdam,313009.21,287202.65,1549550.52905895,261.874039410963,31126,4330,559,27.8407871198569,10.0561977125233,559.944919499106,8,72.2885011547344,1118,
2015-01-01,Amsterdam,341232.63,307672.1,1689270.42865185,285.486702442163,32777,4477,554,29.5821299638989,10.4107340513165,615.943375451264,8,76.2190373017646,1108,
2015-07-01,Amsterdam,283356.78,305659.64,1402756.3226061,237.065818520431,30227,4575,671,22.4569093610698,9.37429384325272,422.290283159464,7,61.9359081967213,1346,
2015-06-01,Amsterdam,321995.34,345158.97,1594036.3206933,269.392138197168,34942,5019,681,25.5797950219619,9.21513765668823,472.827224669604,7,64.1552779438135,1366,
2015-03-01,Amsterdam,341945.91,340317.66,1692801.51772545,286.083456495601,35643,4846,593,30.027801179444,9.59363437421093,576.637284991568,8,70.5625072224515,1187,
2015-05-01,Amsterdam,303535.91,333046.35,1502653.00477545,253.948357807051,32012,4898,635,25.12715855573,9.4819414594527,478.009307086614,8,61.9713985300122,1274,
2015-11-01,Amsterdam,417578.52,454277.99,2067220.3753674,349.360243437091,47526,6922,821,28.8036363636364,8.78631738416867,508.621827040195,8,60.3262814215545,1650,
2015-10-01,Amsterdam,391893.69,430306.28,1940067.75287655,327.871450236137,42999,6552,751,28.5517928286853,9.11401869810926,521.829147802929,9,59.8128342490842,1506,
2015-09-01,Amsterdam,348053.82,376735.05,1723038.6956409,291.193539563312,39312,5845,721,27.1867219917012,8.8536278998779,482.737614424411,8,59.5472745936698,1446,
2016-04-01,Amsterdam,379538.69,473539.38,1878904.38715155,317.534841428612,46908,7824,964,24.1544799176107,8.09112923168756,393.712334024896,8,48.5095462678937,1942,
2016-08-01,Amsterdam,391696.14,505013.08,1939089.7825893,327.706173257592,47959,7872,966,24.6196098562628,8.16731249609041,405.482546583851,8,49.7581478658537,1948,
2016-12-01,Amsterdam,545597,661911.11,2700975.220515,456.464812267035,61599,10136,1028,29.7005785920926,8.85723794217439,530.736381322957,10,53.8276440410418,2074,
2016-02-01,Amsterdam,435177.54,489125.97,2154344.2358823,364.084175864109,51411,7658,869,29.3777142857143,8.46467759817938,500.779677790564,9,56.8265265082267,1750,
2016-01-01,Amsterdam,468325.55,518873.59,2318443.29364725,391.816916626385,54130,8099,849,31.6549707602339,8.65186680214299,551.620200235571,10,57.8251080380294,1710,
2016-07-01,Amsterdam,400364.01,526066.98,1982000.02968495,334.958005016757,50186,8302,961,25.922520661157,7.97760351492448,416.611873048907,9,48.2250072271742,1936,
2016-06-01,Amsterdam,423775.52,554259.91,2097898.5928824,354.544862197126,54061,8544,960,27.9529472595657,7.83883982908196,441.432833333333,9,49.5991947565543,1934,
2016-03-01,Amsterdam,443955.22,519524.26,2197798.0968339,371.427878364929,52392,7963,913,28.5048966267682,8.47372156054359,486.25982475356,9,55.7522566871782,1838,
2016-05-01,Amsterdam,419707.8,541177.05,2077761.365361,351.141670746009,52634,8460,1005,26.0306627101879,7.97408139225596,417.619701492537,8,49.6108510638298,2022,
2016-11-01,Amsterdam,551612.46,644036.37,2730754.7251677,461.497548553341,62616,9682,1013,30.6340508806262,8.80944902261403,544.533524185587,10,56.9729869861599,2044,
2016-10-01,Amsterdam,501494.29,622641.11,2482644.97517355,419.56700080433,58087,9409,993,28.9855289421158,8.63350302133007,505.029496475327,9,53.2994250185992,2004,
2016-09-01,Amsterdam,455078.37,576115.28,2252863.19529315,380.733880004542,55426,8966,986,27.8522613065327,8.21055768051095,461.539929006085,9,50.7560082534017,1990,
2017-04-01,Amsterdam,528685.46,671523.84,2617254.7263027,442.316048745156,63450,10514,1066,29.5116279069767,8.33231615445232,495.952589118199,10,50.2839509225794,2150,
2017-08-01,Amsterdam,445199.61,576343.52,2203958.44330695,372.468976918875,52354,9457,1116,23.2891459074733,8.50364079153455,398.92438172043,8,47.0761985830602,2248,
2017-12-01,Amsterdam,666902.1,746343.26,3301495.5115395,557.952741450175,69847,11528,1182,29.2982382550336,9.54804214926912,564.214974619289,10,57.850633240805,2384,
2017-02-01,Amsterdam,533249.54,631526.24,2639849.1815223,446.134511677269,63592,10141,1058,29.7994376757263,8.38548150710781,504.016578449906,10,52.5835262794596,2134,
2017-01-01,Amsterdam,585768.88,692451.77,2899845.9115956,490.073959059656,69159,10234,1039,32.9957061068702,8.46988649344265,563.781405197305,10,57.2375298026187,2096,
2017-07-01,Amsterdam,506413.86,639971.28,2506999.2818607,423.682878634458,61725,10374,1106,27.7042190305206,8.20435577156744,457.878716094033,9,48.8156795835743,2228,
2017-06-01,Amsterdam,519916.45,656147.23,2573843.78614275,434.979599858125,62898,10468,1099,28.4092140921409,8.26602515183313,473.081392174704,10,49.6672191440581,2214,
2017-03-01,Amsterdam,583664.33,718384.58,2889427.34734335,488.313221701026,72013,10809,1067,33.4632899628253,8.10498562759502,547.014367385192,10,53.9979951891942,2152,
2017-05-01,Amsterdam,530901.6,696372.21,2628225.716292,444.170146053348,64910,10437,1088,29.5852324521422,8.17904175011554,487.961029411765,10,50.8672607070997,2194,
2017-11-01,Amsterdam,678538.83,762581.58,3359103.08522085,567.688421402324,74542,11831,1159,31.8828058169376,9.10277199431193,585.451967213115,10,57.3526185445017,2338,
2017-10-01,Amsterdam,602377.66,738581,2982067.5939417,503.969423376147,70136,11633,1147,30.3619047619048,8.58870850918216,525.17668700959,10,51.7817983323304,2310,
2017-09-01,Amsterdam,553254.48,685023.1,2738883.5369676,462.871317747524,65183,11081,1132,28.5890350877193,8.48771121304635,488.740706713781,10,49.9282086454291,2280,
2018-04-01,Amsterdam,770773.22,800415.12,3815708.9717439,644.854816224719,78832,12491,1232,31.7614826752619,9.77741551654151,625.627613636364,10,61.7062861260107,2482,
2018-08-01,Amsterdam,691318.18,675170.18,3422367.1934991,578.380055701348,69658,11234,1277,26.947001934236,9.92446208619254,541.36114330462,9,61.5380256364608,2585,
2018-12-01,Amsterdam,905164.78,810340.88,4481013.7175661,757.291318268671,88453,14628,1354,32.2939028842643,10.2332852475326,668.511654357459,11,61.8789157779601,2739,
2018-02-01,Amsterdam,750467.58,743216.71,3715186.0024521,627.866434414405,74338,11783,1197,30.7945318972659,10.0953426242299,626.957042606516,10,63.6907052533311,2414,
2018-01-01,Amsterdam,738125.54,784995.69,3654086.7951423,617.540668379049,76348,11954,1190,31.8116666666667,9.66790931000157,620.27356302521,10,61.7471591099214,2400,
2018-07-01,Amsterdam,754237.83,737249.12,3733850.60622585,631.020752452169,78228,11753,1273,30.3798058252427,9.64153282712072,592.488476040848,9,64.1740687484047,2575,
