RegioS,Perioden,Personenauto_2
5864,2010,1016
5865,2010,591
5866,2010,636
5871,2010,567
5872,2010,400
5900,2010,92
5901,2010,0
5902,2010,88
5911,2010,1611
5912,2010,3778
5913,2010,4465
5914,2010,3038
5915,2010,2333
5916,2010,1532
5921,2010,2551
5922,2010,2120
5923,2010,1348
5924,2010,1695
5925,2010,1766
5926,2010,1364
5927,2010,382
5928,2010,1483
5930,2010,14
5931,2010,4264
5932,2010,2655
5935,2010,1649
5941,2010,2516
5943,2010,534
5944,2010,1244
5950,2010,1
5951,2010,2728
5953,2010,5118
5954,2010,1301
5960,2010,26
5961,2010,5976
5962,2010,1015
5963,2010,909
5964,2010,738
5966,2010,1079
5971,2010,2392
5973,2010,1093
5975,2010,3084
5976,2010,568
5977,2010,127
5980,2010,15
5981,2010,3561
5984,2010,581
5985,2010,909
5986,2010,1077
5987,2010,487
5988,2010,2817
5991,2010,3364
5993,2010,3231
5995,2010,2204
6000,2010,79
6001,2010,2919
6002,2010,3202
6003,2010,2340
6004,2010,4096
6005,2010,2326
6006,2010,5152
6011,2010,697
6012,2010,318
6013,2010,514
6014,2010,1022
6015,2010,697
6017,2010,1225
6019,2010,1110
6030,2010,11
6031,2010,4912
6034,2010,805
6035,2010,2158
6037,2010,686
6039,2010,2509
6040,2010,159
6041,2010,5127
6042,2010,4047
6043,2010,4676
6044,2010,1099
6045,2010,2524
6049,2010,3245
6050,2010,20
6051,2010,3686
6060,2010,0
6061,2010,2287
6063,2010,1252
6065,2010,1735
6067,2010,1954
6070,2010,2
6071,2010,4328
6074,2010,1887
6075,2010,2260
6077,2010,1790
6080,2010,9
6081,2010,2266
6082,2010,486
6083,2010,370
6085,2010,1931
6086,2010,1730
6088,2010,2160
6089,2010,406
6091,2010,377
6092,2010,176
6093,2010,3331
6095,2010,1367
6096,2010,936
6097,2010,2134
6099,2010,1048
6100,2010,13
6101,2010,4790
6102,2010,2416
6104,2010,987
6105,2010,795
6107,2010,874
6109,2010,470
6111,2010,347
6112,2010,445
6114,2010,4178
6116,2010,866
6118,2010,1845
6120,2010,6
6121,2010,3141
6122,2010,1128
6123,2010,692
6124,2010,422
6125,2010,978
6127,2010,1306
6129,2010,3005
6130,2010,1088
6131,2010,1776
6132,2010,2761
6133,2010,1854
6134,2010,1095
6135,2010,2805
6136,2010,3333
6137,2010,3826
6141,2010,1393
6142,2010,753
6143,2010,617
6151,2010,2510
6153,2010,55
6155,2010,1102
6160,2010,189
6161,2010,2125
6162,2010,2021
6163,2010,3698
6164,2010,2375
6165,2010,2314
6166,2010,2702
6167,2010,23
6170,2010,5
6171,2010,5648
6174,2010,385
6176,2010,1880
6180,2010,16
6181,2010,4699
6190,2010,88
6191,2010,6672
6199,2010,187
6200,2010,20
6201,2010,159
6202,2010,60
6211,2010,2658
6212,2010,2162
6213,2010,1848
6214,2010,1442
6215,2010,3669
6216,2010,2648
6217,2010,2994
6218,2010,2772
6219,2010,773
6221,2010,3045
6222,2010,1969
6223,2010,1361
6224,2010,2716
6225,2010,2712
6226,2010,3036
6227,2010,3067
6228,2010,2892
6229,2010,2810
6230,2010,1
6231,2010,3645
6235,2010,1618
6237,2010,181
6241,2010,2967
6243,2010,1445
6245,2010,3859
6247,2010,1560
6251,2010,225
6252,2010,86
6255,2010,606
6261,2010,492
6262,2010,518
6265,2010,733
6267,2010,1882
6268,2010,334
6269,2010,2001
6270,2010,0
6271,2010,1878
6273,2010,122
6274,2010,291
6276,2010,89
6277,2010,219
6278,2010,55
6281,2010,989
6285,2010,601
6286,2010,1040
6287,2010,933
6289,2010,54
6290,2010,5
6291,2010,3358
6294,2010,786
6295,2010,461
6300,2010,5
6301,2010,5214
6305,2010,791
6307,2010,223
6311,2010,437
6312,2010,88
6321,2010,1265
6325,2010,2303
6333,2010,1787
6336,2010,2211
6341,2010,33
6342,2010,60
6343,2010,1872
6351,2010,2784
6353,2010,25
6360,2010,13
6361,2010,3402
6363,2010,966
6365,2010,1609
6367,2010,4369
6369,2010,3148
6370,2010,19
6371,2010,2964
6372,2010,5303
6373,2010,4568
6374,2010,6487
6400,2010,13
6401,2010,169
6411,2010,3203
6412,2010,4243
6413,2010,5449
6414,2010,3777
6415,2010,2694
6416,2010,2536
6417,2010,3394
6418,2010,4336
6419,2010,2142
6421,2010,8
6422,2010,145
6430,2010,11
6431,2010,4907
6432,2010,2101
6433,2010,2497
6436,2010,1415
6438,2010,2046
6439,2010,646
6440,2010,13
6441,2010,3779
6442,2010,1263
6443,2010,1898
6444,2010,3528
6445,2010,1593
6446,2010,2288
6447,2010,935
6450,2010,0
6451,2010,2545
6454,2010,423
6456,2010,511
6460,2010,48
6461,2010,3680
6462,2010,3631
6463,2010,2132
6464,2010,2423
6465,2010,1223
6466,2010,3831
6467,2010,2595
6468,2010,218
6469,2010,328
6471,2010,2959
6584,2010,1920
6585,2010,1703
6586,2010,191
6587,2010,502
6590,2010,23
6591,2010,4076
6595,2010,1205
6596,2010,1506
6598,2010,1242
6599,2010,460
5766,2011,291
5768,2011,3074
5800,2011,57
5801,2011,4765
5802,2011,2961
5803,2011,4155
5804,2011,1017
5807,2011,1061
5808,2011,657
5809,2011,1035
5811,2011,389
5812,2011,258
5813,2011,1111
5814,2011,261
5815,2011,607
5816,2011,119
5817,2011,132
5851,2011,1119
5853,2011,1177
5854,2011,2813
5855,2011,1300
5856,2011,665
5860,2011,1
5861,2011,1164
5862,2011,225
5863,2011,634
5864,2011,1041
5865,2011,593
5866,2011,640
5871,2011,583
5872,2011,408
5900,2011,111
5902,2011,97
5911,2011,1651
5912,2011,3835
5913,2011,4487
5914,2011,2981
5915,2011,2416
5916,2011,1529
5921,2011,2647
5922,2011,2159
5923,2011,1346
5924,2011,1732
5925,2011,1758
5926,2011,1354
5927,2011,390
5928,2011,1793
5930,2011,12
5931,2011,4252
5932,2011,2658
5935,2011,1654
5941,2011,2563
5943,2011,538
5944,2011,1252
5950,2011,1
5951,2011,2783
5953,2011,5166
5954,2011,1336
5960,2011,23
5961,2011,6103
5962,2011,1054
5963,2011,913
5964,2011,758
5966,2011,1099
5971,2011,2466
5973,2011,1117
5975,2011,3081
5976,2011,589
5977,2011,136
5980,2011,14
5981,2011,3626
5984,2011,595
5985,2011,907
5986,2011,1150
5987,2011,508
5988,2011,2884
5991,2011,3458
5993,2011,3296
5995,2011,2249
6000,2011,76
6001,2011,2993
6002,2011,3201
6003,2011,2404
6004,2011,4274
6005,2011,2385
6006,2011,5227
6011,2011,707
6012,2011,326
6013,2011,515
6014,2011,1024
6015,2011,715
6017,2011,1245
6019,2011,1126
6030,2011,10
6031,2011,5054
6034,2011,801
6035,2011,2216
6037,2011,674
6039,2011,2573
6040,2011,155
6041,2011,5308
6042,2011,4145
6043,2011,4741
6044,2011,1091
6045,2011,2505
6049,2011,3357
6050,2011,18
6051,2011,3777
6060,2011,0
6061,2011,2303
6063,2011,1259
6065,2011,1744
6067,2011,1970
6070,2011,2
6071,2011,4382
6074,2011,1956
6075,2011,2345
6077,2011,1790
6080,2011,5
6081,2011,2327
6082,2011,498
6083,2011,379
6085,2011,1964
6086,2011,1784
6088,2011,2228
6089,2011,414
6091,2011,393
6092,2011,179
6093,2011,3400
6095,2011,1391
6096,2011,968
6097,2011,2190
6099,2011,1076
6100,2011,13
6101,2011,4900
6102,2011,2444
6104,2011,1020
6105,2011,805
6107,2011,906
6109,2011,481
6111,2011,361
6112,2011,456
6114,2011,4213
6116,2011,876
6118,2011,1803
6120,2011,3
6121,2011,3236
6122,2011,1116
6123,2011,706
6124,2011,419
6125,2011,979
6127,2011,1306
6129,2011,3064
6130,2011,1163
6131,2011,1815
6132,2011,2784
6133,2011,1902
6134,2011,1085
6135,2011,2904
6136,2011,3393
6137,2011,3836
6141,2011,1377
6142,2011,777
6143,2011,618
6151,2011,2527
6153,2011,57
6155,2011,1113
6160,2011,178
6161,2011,2134
6162,2011,2035
6163,2011,3748
6164,2011,2425
6165,2011,2331
6166,2011,2752
6167,2011,24
6170,2011,4
6171,2011,5749
6174,2011,384
6176,2011,1911
6180,2011,12
6181,2011,4737
6190,2011,97
6191,2011,6732
6199,2011,286
6200,2011,17
6201,2011,128
6202,2011,40
6211,2011,2651
6212,2011,2196
6213,2011,1862
6214,2011,1466
6215,2011,3700
6216,2011,2653
6217,2011,3017
6218,2011,2765
6219,2011,762
6221,2011,3115
6222,2011,1932
6223,2011,1356
6224,2011,2675
6225,2011,2723
6226,2011,3074
6227,2011,3134
6228,2011,2871
6229,2011,2840
6230,2011,1
6231,2011,3693
6235,2011,1631
6237,2011,177
6240,2011,1
6241,2011,3037
6243,2011,1496
6245,2011,3980
6247,2011,1618
6251,2011,223
6252,2011,94
6255,2011,626
6261,2011,514
6262,2011,531
6265,2011,724
6267,2011,1934
6268,2011,341
6269,2011,2047
6270,2011,0
6271,2011,1907
6273,2011,118
6274,2011,303
6276,2011,97
6277,2011,232
6278,2011,55
6281,2011,1025
6285,2011,604
6286,2011,1045
6287,2011,950
6289,2011,54
6290,2011,4
6291,2011,3370
6294,2011,803
6295,2011,469
6300,2011,5
6301,2011,5254
6305,2011,785
6307,2011,204
6311,2011,451
6312,2011,92
6321,2011,1262
6325,2011,2339
6333,2011,1843
6336,2011,2197
6341,2011,36
6342,2011,68
6343,2011,1879
6351,2011,2801
6353,2011,27
6360,2011,13
6361,2011,3553
6363,2011,982
6365,2011,1641
6367,2011,4427
6369,2011,3226
6370,2011,20
6371,2011,3013
6372,2011,5452
6373,2011,4625
6374,2011,6568
6400,2011,20
6401,2011,157
6411,2011,3196
6412,2011,4177
6413,2011,5486
6414,2011,3832
6415,2011,2710
6416,2011,2513
6417,2011,3524
6418,2011,4425
6419,2011,2175
6421,2011,12
6422,2011,152
6430,2011,7
6431,2011,4986
6432,2011,2085
6433,2011,2539
6436,2011,1430
6438,2011,2030
6439,2011,629
6440,2011,9
6441,2011,3855
6442,2011,1290
6443,2011,1894
6444,2011,3598
6445,2011,1616
6446,2011,2300
6447,2011,963
6450,2011,0
6451,2011,2532
6454,2011,434
6456,2011,503
6460,2011,55
6461,2011,3691
6462,2011,3659
6463,2011,2199
6464,2011,2465
6465,2011,1217
6466,2011,3852
6467,2011,2660
6468,2011,227
6469,2011,348
6471,2011,2996
6584,2011,1909
6585,2011,1780
6586,2011,195
6587,2011,517
6590,2011,53
6591,2011,4125
6595,2011,1220
6596,2011,1526
6598,2011,1246
6599,2011,479
5766,2012,301
5768,2012,3120
5800,2012,56
5801,2012,4869
5802,2012,3046
5803,2012,4262
5804,2012,1070
5807,2012,1071
5808,2012,680
5809,2012,1032
5811,2012,405
5812,2012,267
5813,2012,1130
5814,2012,267
5815,2012,611
5816,2012,118
5817,2012,128
5851,2012,1139
5853,2012,1181
5854,2012,2849
5855,2012,1337
5856,2012,676
5860,2012,1
5861,2012,1144
5862,2012,230
5863,2012,621
5864,2012,1046
5865,2012,622
5866,2012,652
5871,2012,586
5872,2012,428
5900,2012,107
5902,2012,102
5911,2012,1631
5912,2012,3970
5913,2012,4590
5914,2012,2986
5915,2012,2436
5916,2012,1569
5921,2012,2671
5922,2012,2161
5923,2012,1340
5924,2012,1735
5925,2012,1802
5926,2012,1421
5927,2012,399
5928,2012,2125
5930,2012,10
5931,2012,4317
5932,2012,2642
5935,2012,1641
5941,2012,2593
5943,2012,537
5944,2012,1269
5950,2012,0
5951,2012,2822
5953,2012,5201
5954,2012,1359
5960,2012,23
5961,2012,6283
5962,2012,1089
5963,2012,942
5964,2012,781
5966,2012,1121
5971,2012,2482
5973,2012,1132
5975,2012,3126
5976,2012,599
5977,2012,138
5980,2012,13
5981,2012,3730
5984,2012,609
5985,2012,935
5986,2012,1176
5987,2012,541
5988,2012,2950
5991,2012,3485
5993,2012,3344
5995,2012,2264
6000,2012,70
6001,2012,3031
6002,2012,3253
6003,2012,2414
6004,2012,4369
6005,2012,2412
6006,2012,5293
6011,2012,730
6012,2012,325
6013,2012,517
6014,2012,1030
6015,2012,727
6017,2012,1246
6019,2012,1162
6030,2012,11
6031,2012,5161
6034,2012,834
6035,2012,2244
6037,2012,701
6039,2012,2610
6040,2012,175
6041,2012,5531
6042,2012,4319
6043,2012,4780
6044,2012,1114
6045,2012,2626
6049,2012,3462
6050,2012,18
6051,2012,3818
6060,2012,1
6061,2012,2317
6063,2012,1278
6065,2012,1796
6067,2012,2020
6070,2012,2
6071,2012,4452
6074,2012,1982
6075,2012,2370
6077,2012,1767
6080,2012,6
6081,2012,2363
6082,2012,525
6083,2012,372
6085,2012,2008
6086,2012,1830
6088,2012,2268
6089,2012,414
6091,2012,410
6092,2012,172
6093,2012,3500
6095,2012,1401
6096,2012,982
6097,2012,2227
6099,2012,1099
6100,2012,11
6101,2012,4982
6102,2012,2498
6104,2012,1029
6105,2012,821
6107,2012,927
6109,2012,495
6111,2012,373
6112,2012,458
6114,2012,4212
6116,2012,878
6118,2012,1832
6120,2012,4
6121,2012,3247
6122,2012,1138
6123,2012,709
6124,2012,448
6125,2012,991
6127,2012,1350
6129,2012,3186
6130,2012,1231
6131,2012,1848
6132,2012,2807
6133,2012,1900
6134,2012,1067
6135,2012,2973
6136,2012,3595
6137,2012,3906
6141,2012,1390
6142,2012,796
6143,2012,621
6151,2012,2558
6153,2012,65
6155,2012,1099
6160,2012,125
6161,2012,2162
6162,2012,2123
6163,2012,3781
6164,2012,2406
6165,2012,2342
6166,2012,2767
6167,2012,20
6170,2012,7
6171,2012,5802
6174,2012,373
6176,2012,1937
6180,2012,19
6181,2012,4740
6190,2012,121
6191,2012,6840
6199,2012,210
6200,2012,18
6201,2012,181
6202,2012,33
6211,2012,2662
6212,2012,2252
6213,2012,1875
6214,2012,1434
6215,2012,3719
6216,2012,2641
6217,2012,3042
6218,2012,2816
6219,2012,776
6221,2012,3127
6222,2012,1940
6223,2012,1369
6224,2012,2583
6225,2012,2828
6226,2012,3082
6227,2012,3142
6228,2012,2869
6229,2012,2862
6230,2012,2
6231,2012,3728
6235,2012,1648
6237,2012,174
6240,2012,1
6241,2012,3054
6243,2012,1534
6245,2012,4143
6247,2012,1619
6251,2012,227
6252,2012,95
6255,2012,636
6261,2012,527
6262,2012,541
6265,2012,744
6267,2012,1916
6268,2012,353
6269,2012,2082
6270,2012,2
6271,2012,1942
6273,2012,119
6274,2012,311
6276,2012,92
6277,2012,237
6278,2012,59
6281,2012,1020
6285,2012,618
6286,2012,1048
6287,2012,1000
6289,2012,61
6290,2012,4
6291,2012,3427
6294,2012,807
6295,2012,468
6300,2012,3
6301,2012,5377
6305,2012,785
6307,2012,206
6311,2012,468
6312,2012,92
6321,2012,1316
6325,2012,2344
6333,2012,1876
6336,2012,2263
6341,2012,36
6342,2012,72
6343,2012,1941
6351,2012,2801
6353,2012,30
6360,2012,10
6361,2012,3620
6363,2012,1001
6365,2012,1660
6367,2012,4447
6369,2012,3301
6370,2012,22
6371,2012,3050
6372,2012,5563
6373,2012,4687
6374,2012,6612
6400,2012,22
6401,2012,211
6411,2012,3277
6412,2012,4250
6413,2012,5560
6414,2012,3866
6415,2012,2735
6416,2012,2519
6417,2012,3562
6418,2012,4468
6419,2012,2223
6421,2012,8
6422,2012,143
6430,2012,7
6431,2012,5026
6432,2012,2142
6433,2012,2640
6436,2012,1441
6438,2012,2053
6439,2012,640
6440,2012,21
6441,2012,3847
6442,2012,1297
6443,2012,1911
6444,2012,3657
6445,2012,1642
6446,2012,2322
6447,2012,949
6450,2012,0
6451,2012,2604
6454,2012,441
6456,2012,495
6460,2012,53
6461,2012,3762
6462,2012,3594
6463,2012,2201
6464,2012,2521
6465,2012,1212
6466,2012,3895
6467,2012,2647
6468,2012,223
6469,2012,352
6471,2012,3054
6584,2012,1926
6585,2012,1739
6586,2012,199
6587,2012,509
6590,2012,47
6591,2012,4229
6595,2012,1252
6596,2012,1587
6598,2012,1283
6599,2012,492
5766,2013,298
5768,2013,3132
5800,2013,53
5801,2013,4932
5802,2013,3023
5803,2013,4274
5804,2013,1112
5807,2013,1073
5808,2013,674
5809,2013,1053
5811,2013,414
5812,2013,279
5813,2013,1129
5814,2013,275
5815,2013,622
5816,2013,119
5817,2013,129
5851,2013,1140
5853,2013,1203
5854,2013,2850
5855,2013,1324
5856,2013,718
5860,2013,1
5861,2013,1087
5862,2013,232
5863,2013,620
5864,2013,1040
5865,2013,618
5866,2013,654
5871,2013,587
5872,2013,425
5900,2013,115
5902,2013,100
5911,2013,1633
5912,2013,4017
5913,2013,4635
5914,2013,3015
5915,2013,2468
5916,2013,1612
5921,2013,2674
5922,2013,2144
5923,2013,1330
5924,2013,1721
5925,2013,1764
5926,2013,1423
5927,2013,405
5928,2013,2232
5930,2013,7
5931,2013,4375
5932,2013,2598
5935,2013,1656
5941,2013,2614
5943,2013,535
5944,2013,1288
5950,2013,0
5951,2013,2826
5953,2013,5220
5954,2013,1362
5960,2013,18
5961,2013,6381
5962,2013,1091
5963,2013,962
5964,2013,783
5966,2013,1138
5971,2013,2501
5973,2013,1151
5975,2013,3210
5976,2013,591
5977,2013,134
5980,2013,10
5981,2013,3764
5984,2013,607
5985,2013,934
5986,2013,1172
5987,2013,568
5988,2013,3008
5991,2013,3525
5993,2013,3378
5995,2013,2275
6000,2013,72
6001,2013,3047
6002,2013,3238
6003,2013,2510
6004,2013,4397
6005,2013,2320
6006,2013,5256
6011,2013,735
6012,2013,341
6013,2013,516
6014,2013,1026
6015,2013,736
6017,2013,1254
6019,2013,1152
6030,2013,13
6031,2013,5264
6034,2013,848
6035,2013,2351
6037,2013,728
6039,2013,2627
6040,2013,182
6041,2013,5478
6042,2013,4495
6043,2013,4792
6044,2013,1128
6045,2013,2691
6049,2013,3522
6050,2013,20
6051,2013,3843
6060,2013,1
6061,2013,2341
6063,2013,1297
6065,2013,1774
6067,2013,2071
6070,2013,2
6071,2013,4461
6074,2013,1976
6075,2013,2395
6077,2013,1803
6080,2013,3
6081,2013,2381
6082,2013,533
6083,2013,385
6085,2013,2045
6086,2013,1847
6088,2013,2301
6089,2013,423
6091,2013,416
6092,2013,171
6093,2013,3500
6095,2013,1444
6096,2013,1001
6097,2013,2267
6099,2013,1146
6100,2013,10
6101,2013,4998
6102,2013,2544
6104,2013,1047
6105,2013,826
6107,2013,927
6109,2013,507
6111,2013,376
6112,2013,457
6114,2013,4274
6116,2013,900
6118,2013,1872
6120,2013,2
6121,2013,3303
6122,2013,1174
6123,2013,694
6124,2013,475
6125,2013,1001
6127,2013,1346
6129,2013,3209
6130,2013,1166
6131,2013,1830
6132,2013,2824
6133,2013,1955
6134,2013,1043
6135,2013,2965
6136,2013,3597
6137,2013,3904
6141,2013,1403
6142,2013,798
6143,2013,627
6151,2013,2543
6153,2013,66
6155,2013,1099
6160,2013,136
6161,2013,2172
6162,2013,2149
6163,2013,3726
6164,2013,2437
6165,2013,2364
6166,2013,2748
6167,2013,20
6170,2013,5
6171,2013,5836
6174,2013,379
6176,2013,1951
6180,2013,16
6181,2013,4802
6190,2013,69
6191,2013,6911
6199,2013,185
6200,2013,19
6201,2013,175
6202,2013,28
6211,2013,2675
6212,2013,2306
6213,2013,1902
6214,2013,1477
6215,2013,3731
6216,2013,2610
6217,2013,3028
6218,2013,2817
6219,2013,757
6221,2013,3064
6222,2013,1948
6223,2013,1340
6224,2013,2568
6225,2013,2803
6226,2013,3068
6227,2013,3120
6228,2013,2841
6229,2013,2819
6230,2013,1
6231,2013,3763
6235,2013,1635
6237,2013,189
6240,2013,1
6241,2013,3084
6243,2013,1517
6245,2013,4202
6247,2013,1641
6251,2013,241
6252,2013,97
6255,2013,647
6261,2013,541
6262,2013,535
6265,2013,755
6267,2013,1934
6268,2013,360
6269,2013,2102
6270,2013,2
6271,2013,1961
6273,2013,120
6274,2013,312
6276,2013,92
6277,2013,244
6278,2013,54
6281,2013,1035
6285,2013,631
6286,2013,1065
6287,2013,995
6289,2013,54
6290,2013,4
6291,2013,3412
6294,2013,815
6295,2013,469
6300,2013,3
6301,2013,5332
6305,2013,791
6307,2013,201
6311,2013,462
6312,2013,94
6321,2013,1348
6325,2013,2364
6333,2013,1899
6336,2013,2278
6341,2013,34
6342,2013,68
6343,2013,1922
6351,2013,2867
6353,2013,28
6360,2013,6
6361,2013,3648
6363,2013,1005
6365,2013,1672
6367,2013,4520
6369,2013,3337
6370,2013,19
6371,2013,3094
6372,2013,5608
6373,2013,4650
6374,2013,6661
6400,2013,23
6401,2013,198
6411,2013,3307
6412,2013,4269
6413,2013,5546
6414,2013,3820
6415,2013,2735
6416,2013,2517
6417,2013,3627
6418,2013,4511
6419,2013,2242
6421,2013,9
6422,2013,137
6430,2013,5
6431,2013,5031
6432,2013,2141
6433,2013,2631
6436,2013,1460
6438,2013,2072
6439,2013,640
6440,2013,26
6441,2013,3821
6442,2013,1281
6443,2013,1954
6444,2013,3643
6445,2013,1654
6446,2013,2354
6447,2013,940
6450,2013,0
6451,2013,2637
6454,2013,430
6456,2013,514
6460,2013,48
6461,2013,3814
6462,2013,3576
6463,2013,2194
6464,2013,2500
6465,2013,1226
6466,2013,3883
6467,2013,2669
6468,2013,223
6469,2013,340
6471,2013,3070
6584,2013,1913
6585,2013,1742
6586,2013,204
6587,2013,539
6590,2013,41
6591,2013,4286
6595,2013,1246
6596,2013,1580
6598,2013,1262
6599,2013,506
5766,2014,300
5768,2014,3159
5800,2014,50
5801,2014,4916
5802,2014,2994
5803,2014,4213
5804,2014,1101
5807,2014,1087
5808,2014,687
5809,2014,1062
5811,2014,415
5812,2014,283
5813,2014,1147
5814,2014,277
5815,2014,603
5816,2014,122
5817,2014,127
5851,2014,1164
5853,2014,1189
5854,2014,2867
5855,2014,1333
5856,2014,735
5860,2014,1
5861,2014,1083
5862,2014,237
5863,2014,631
5864,2014,1042
5865,2014,632
5866,2014,663
5871,2014,600
5872,2014,441
5900,2014,115
5902,2014,75
5911,2014,1650
5912,2014,4017
5913,2014,4649
5914,2014,3000
5915,2014,2470
5916,2014,1634
5921,2014,2613
5922,2014,2124
5923,2014,1291
5924,2014,1677
5925,2014,1750
5926,2014,1435
5927,2014,392
5928,2014,2280
5930,2014,3
5931,2014,4381
5932,2014,2593
5935,2014,1687
5941,2014,2640
5943,2014,539
5944,2014,1361
5950,2014,0
5951,2014,2816
5953,2014,5204
5954,2014,1380
5960,2014,10
5961,2014,6504
5962,2014,1089
5963,2014,963
5964,2014,775
5966,2014,1150
5970,2014,0
5971,2014,2470
5973,2014,1136
5975,2014,3259
5976,2014,596
5977,2014,144
5980,2014,7
5981,2014,3793
5984,2014,618
5985,2014,932
5986,2014,1191
5987,2014,565
5988,2014,3071
5991,2014,3569
5993,2014,3384
5995,2014,2309
6000,2014,64
6001,2014,3088
6002,2014,3240
6003,2014,2558
6004,2014,4390
6005,2014,2340
6006,2014,5260
6011,2014,733
6012,2014,340
6013,2014,523
6014,2014,1023
6015,2014,736
6017,2014,1270
6019,2014,1165
6030,2014,11
6031,2014,5312
6034,2014,857
6035,2014,2366
6037,2014,706
6039,2014,2625
6040,2014,178
6041,2014,5558
6042,2014,4577
6043,2014,4761
6044,2014,1112
6045,2014,2633
6049,2014,3593
6050,2014,17
6051,2014,3861
6060,2014,1
6061,2014,2378
6063,2014,1295
6065,2014,1788
6067,2014,2105
6070,2014,2
6071,2014,4463
6074,2014,1991
6075,2014,2354
6077,2014,1805
6080,2014,0
6081,2014,2398
6082,2014,544
6083,2014,380
6085,2014,2058
6086,2014,1857
6088,2014,2294
6089,2014,420
6091,2014,429
6092,2014,168
6093,2014,3503
6095,2014,1449
6096,2014,1002
6097,2014,2277
6099,2014,1133
6100,2014,10
6101,2014,5078
6102,2014,2521
6104,2014,1057
6105,2014,850
6107,2014,929
6109,2014,494
6111,2014,379
6112,2014,454
6114,2014,4326
6116,2014,904
6118,2014,1853
6120,2014,2
6121,2014,3289
6122,2014,1166
6123,2014,681
6124,2014,473
6125,2014,1011
6127,2014,1361
6129,2014,3228
6130,2014,1150
6131,2014,1905
6132,2014,2826
6133,2014,1937
6134,2014,1022
6135,2014,2952
6136,2014,3717
6137,2014,3898
6141,2014,1413
6142,2014,803
6143,2014,634
6151,2014,2557
6153,2014,62
6155,2014,1148
6160,2014,91
6161,2014,2170
6162,2014,2175
6163,2014,3719
6164,2014,2447
6165,2014,2364
6166,2014,2765
6167,2014,21
6170,2014,6
6171,2014,5852
6174,2014,383
6176,2014,1950
6180,2014,4
6181,2014,4796
6190,2014,70
6191,2014,6987
6199,2014,181
6200,2014,12
6201,2014,220
6202,2014,17
6211,2014,2680
6212,2014,2378
6213,2014,1897
6214,2014,1478
6215,2014,3675
6216,2014,2587
6217,2014,3023
6218,2014,2874
6219,2014,788
6221,2014,3101
6222,2014,1927
6223,2014,1383
6224,2014,2522
6225,2014,2854
6226,2014,3101
6227,2014,3075
6228,2014,2887
6229,2014,2820
6230,2014,1
6231,2014,3701
6235,2014,1623
6237,2014,184
6240,2014,1
6241,2014,3095
6243,2014,1533
6245,2014,4275
6247,2014,1646
6251,2014,247
6252,2014,102
6255,2014,656
6261,2014,537
6262,2014,532
6265,2014,769
6267,2014,1928
6268,2014,343
6269,2014,2148
6270,2014,3
6271,2014,1972
6273,2014,128
6274,2014,320
6276,2014,83
6277,2014,237
6278,2014,60
6281,2014,1065
6285,2014,625
6286,2014,1069
6287,2014,1033
6289,2014,54
6290,2014,3
6291,2014,3406
6294,2014,825
6295,2014,473
6300,2014,2
6301,2014,5307
6305,2014,812
6307,2014,200
6311,2014,461
6312,2014,98
6321,2014,1366
6325,2014,2365
6333,2014,1932
6336,2014,2286
6341,2014,38
6342,2014,68
6343,2014,1917
6351,2014,2858
6353,2014,27
6360,2014,6
6361,2014,3623
6363,2014,1013
6365,2014,1681
6367,2014,4501
6369,2014,3326
6370,2014,18
6371,2014,3081
6372,2014,5649
6373,2014,4597
6374,2014,6684
6400,2014,23
6401,2014,151
6411,2014,3287
6412,2014,4312
6413,2014,5447
6414,2014,3767
6415,2014,2760
6416,2014,2501
6417,2014,3603
6418,2014,4494
6419,2014,2233
6421,2014,10
6422,2014,134
6430,2014,3
6431,2014,4943
6432,2014,2104
6433,2014,2603
6436,2014,1459
6438,2014,2074
6439,2014,646
6440,2014,30
6441,2014,3813
6442,2014,1299
6443,2014,1901
6444,2014,3650
6445,2014,1653
6446,2014,2384
6447,2014,948
6450,2014,0
6451,2014,2613
6454,2014,436
6456,2014,508
6460,2014,46
6461,2014,3814
6462,2014,3465
6463,2014,2152
6464,2014,2477
6465,2014,1203
6466,2014,3809
6467,2014,2668
6468,2014,229
6469,2014,339
6471,2014,3075
6584,2014,1911
6585,2014,1764
6586,2014,195
6587,2014,543
6590,2014,35
6591,2014,4350
6595,2014,1191
6596,2014,1594
6598,2014,1285
6599,2014,513
5766,2015,298
5768,2015,3203
5800,2015,43
5801,2015,4942
5802,2015,3037
5803,2015,4144
5804,2015,1177
5807,2015,1103
5808,2015,702
5809,2015,1080
5811,2015,409
5812,2015,285
5813,2015,1200
5814,2015,282
5815,2015,602
5816,2015,128
5817,2015,124
5851,2015,1160
5853,2015,1202
5854,2015,2854
5855,2015,1352
5856,2015,731
5860,2015,0
5861,2015,1104
5862,2015,238
5863,2015,649
5864,2015,1062
5865,2015,648
5866,2015,663
5871,2015,607
5872,2015,442
5900,2015,79
5901,2015,1
5902,2015,80
5911,2015,1699
5912,2015,4037
5913,2015,4724
5914,2015,2983
5915,2015,2354
5916,2015,1638
5921,2015,2615
5922,2015,2126
5923,2015,1293
5924,2015,1680
5925,2015,1737
5926,2015,1462
5927,2015,407
5928,2015,2422
5930,2015,3
5931,2015,4372
5932,2015,2544
5935,2015,1692
5941,2015,2623
5943,2015,531
5944,2015,1401
5950,2015,0
5951,2015,2838
5953,2015,5217
5954,2015,1362
