RegioS,Perioden,Personenauto_2
6470,2004,7
6471,2004,2853
6474,2004,1
6584,2004,1710
6585,2004,1618
6586,2004,202
6587,2004,449
6590,2004,22
6591,2004,3510
6595,2004,1341
6596,2004,1361
6598,2004,1144
5766,2005,244
5768,2005,2660
5800,2005,64
5801,2005,4410
5802,2005,2806
5803,2005,3707
5804,2005,659
5807,2005,930
5808,2005,532
5809,2005,902
5811,2005,356
5812,2005,223
5813,2005,996
5814,2005,220
5815,2005,493
5816,2005,109
5817,2005,94
5850,2005,1
5851,2005,1026
5853,2005,1060
5854,2005,2518
5855,2005,1198
5856,2005,578
5860,2005,1
5861,2005,948
5862,2005,207
5863,2005,596
5864,2005,879
5865,2005,515
5866,2005,582
5871,2005,536
5872,2005,363
5900,2005,111
5902,2005,171
5911,2005,1522
5912,2005,3497
5913,2005,4345
5914,2005,2866
5915,2005,2148
5916,2005,1443
5921,2005,2309
5922,2005,1915
5923,2005,1294
5924,2005,1627
5925,2005,1691
5926,2005,1326
5927,2005,342
5928,2005,1025
5930,2005,28
5931,2005,4054
5932,2005,2481
5935,2005,1595
5940,2005,4
5941,2005,2369
5943,2005,497
5944,2005,1129
5950,2005,0
5951,2005,2530
5953,2005,4454
5954,2005,1192
5960,2005,27
5961,2005,5220
5962,2005,881
5963,2005,809
5964,2005,673
5966,2005,946
5970,2005,2
5971,2005,2164
5973,2005,963
5975,2005,2765
5976,2005,499
5977,2005,101
5980,2005,25
5981,2005,3373
5984,2005,506
5985,2005,754
5986,2005,1011
5987,2005,411
5988,2005,2506
5990,2005,1
5991,2005,2950
5993,2005,3027
5995,2005,2064
6000,2005,104
6001,2005,2668
6002,2005,2969
6003,2005,2184
6004,2005,3820
6005,2005,2086
6006,2005,4894
6011,2005,642
6012,2005,268
6013,2005,439
6014,2005,992
6015,2005,669
6017,2005,1188
6019,2005,1062
6030,2005,9
6031,2005,4354
6034,2005,732
6035,2005,1897
6037,2005,605
6039,2005,2311
6040,2005,195
6041,2005,4794
6042,2005,3839
6043,2005,4304
6044,2005,1030
6045,2005,2390
6049,2005,2505
6050,2005,34
6051,2005,3404
6061,2005,2174
6063,2005,1218
6065,2005,1530
6067,2005,1822
6070,2005,4
6071,2005,3939
6074,2005,1706
6075,2005,2083
6077,2005,1674
6080,2005,11
6081,2005,2104
6082,2005,460
6083,2005,351
6085,2005,1801
6086,2005,1564
6088,2005,1897
6089,2005,353
6091,2005,341
6092,2005,156
6093,2005,3000
6095,2005,1338
6096,2005,848
6097,2005,1857
6099,2005,957
6100,2005,18
6101,2005,4342
6102,2005,2111
6104,2005,920
6105,2005,744
6107,2005,815
6109,2005,432
6111,2005,307
6112,2005,434
6114,2005,3773
6116,2005,810
6118,2005,1693
6120,2005,21
6121,2005,2849
6122,2005,1069
6123,2005,639
6124,2005,385
6125,2005,910
6127,2005,1263
6129,2005,2920
6130,2005,911
6131,2005,1934
6132,2005,2722
6133,2005,1814
6134,2005,1213
6135,2005,2479
6136,2005,3129
6137,2005,3776
6141,2005,1280
6142,2005,699
6143,2005,590
6151,2005,2408
6153,2005,56
6155,2005,1029
6160,2005,156
6161,2005,2101
6162,2005,1638
6163,2005,3570
6164,2005,2381
6165,2005,2226
6166,2005,2619
6167,2005,31
6170,2005,13
6171,2005,5509
6174,2005,370
6176,2005,1818
6180,2005,6
6181,2005,4389
6190,2005,99
6191,2005,6358
6199,2005,137
6200,2005,45
6201,2005,133
6202,2005,77
6211,2005,2980
6212,2005,2094
6213,2005,1899
6214,2005,1486
6215,2005,3585
6216,2005,2643
6217,2005,3179
6218,2005,2658
6219,2005,742
6221,2005,3082
6222,2005,2072
6223,2005,1309
6224,2005,2828
6225,2005,2534
6226,2005,2888
6227,2005,3026
6228,2005,2696
6229,2005,2686
6230,2005,3
6231,2005,3492
6235,2005,1594
6237,2005,193
6241,2005,2758
6243,2005,1373
6245,2005,3673
6247,2005,1492
6251,2005,182
6252,2005,82
6255,2005,604
6261,2005,447
6262,2005,483
6265,2005,650
6267,2005,1789
6268,2005,303
6269,2005,1767
6270,2005,2
6271,2005,1834
6273,2005,115
6274,2005,281
6276,2005,77
6277,2005,218
6278,2005,46
6281,2005,973
6285,2005,549
6286,2005,964
6287,2005,868
6289,2005,45
6290,2005,7
6291,2005,3230
6294,2005,762
6295,2005,451
6300,2005,9
6301,2005,5029
6305,2005,803
6307,2005,213
6311,2005,403
6312,2005,78
6321,2005,1238
6325,2005,2315
6333,2005,1743
6336,2005,2109
6341,2005,32
6342,2005,65
6343,2005,1855
6350,2005,1
6351,2005,2645
6353,2005,26
6360,2005,29
6361,2005,3128
6363,2005,929
6365,2005,1427
6367,2005,4132
6369,2005,2836
6370,2005,26
6371,2005,2828
6372,2005,4929
6373,2005,4326
6374,2005,6257
6400,2005,13
6401,2005,241
6411,2005,2950
6412,2005,4134
6413,2005,5246
6414,2005,3689
6415,2005,2776
6416,2005,2256
6417,2005,3258
6418,2005,4220
6419,2005,2074
6421,2005,7
6422,2005,137
6430,2005,20
6431,2005,4842
6432,2005,2031
6433,2005,2352
6436,2005,1289
6438,2005,1925
6439,2005,612
6440,2005,8
6441,2005,3543
6442,2005,1218
6443,2005,1733
6444,2005,3365
6445,2005,1410
6446,2005,2029
6447,2005,848
6450,2005,0
6451,2005,2349
6454,2005,376
6456,2005,468
6460,2005,71
6461,2005,3471
6462,2005,3344
6463,2005,2002
6464,2005,2294
6465,2005,1197
6466,2005,3771
6467,2005,2394
6468,2005,207
6469,2005,297
6470,2005,6
6471,2005,2869
6584,2005,1786
6585,2005,1605
6586,2005,202
6587,2005,473
6590,2005,24
6591,2005,3552
6595,2005,1411
6596,2005,1377
6598,2005,1167
5766,2006,249
5768,2006,2733
5800,2006,59
5801,2006,4451
5802,2006,2870
5803,2006,3734
5804,2006,690
5807,2006,969
5808,2006,569
5809,2006,909
5811,2006,361
5812,2006,244
5813,2006,1008
5814,2006,219
5815,2006,506
5816,2006,119
5817,2006,102
5851,2006,1056
5853,2006,1079
5854,2006,2606
5855,2006,1233
5856,2006,590
5860,2006,2
5861,2006,990
5862,2006,208
5863,2006,615
5864,2006,888
5865,2006,514
5866,2006,596
5871,2006,541
5872,2006,382
5900,2006,98
5902,2006,181
5911,2006,1503
5912,2006,3531
5913,2006,4374
5914,2006,2893
5915,2006,2193
5916,2006,1484
5921,2006,2307
5922,2006,1948
5923,2006,1299
5924,2006,1641
5925,2006,1687
5926,2006,1363
5927,2006,337
5928,2006,1014
5930,2006,23
5931,2006,4147
5932,2006,2529
5935,2006,1644
5941,2006,2403
5943,2006,500
5944,2006,1190
5950,2006,0
5951,2006,2536
5953,2006,4608
5954,2006,1245
5960,2006,31
5961,2006,5305
5962,2006,908
5963,2006,836
5964,2006,675
5966,2006,957
5970,2006,2
5971,2006,2211
5973,2006,992
5975,2006,2844
5976,2006,508
5977,2006,109
5980,2006,17
5981,2006,3393
5984,2006,518
5985,2006,805
5986,2006,1037
5987,2006,427
5988,2006,2499
5990,2006,1
5991,2006,3019
5993,2006,3056
5995,2006,2097
6000,2006,93
6001,2006,2676
6002,2006,3047
6003,2006,2174
6004,2006,3853
6005,2006,2140
6006,2006,4945
6011,2006,660
6012,2006,281
6013,2006,460
6014,2006,986
6015,2006,673
6017,2006,1212
6019,2006,1074
6030,2006,10
6031,2006,4439
6034,2006,749
6035,2006,1968
6037,2006,635
6039,2006,2320
6040,2006,175
6041,2006,4820
6042,2006,3928
6043,2006,4401
6044,2006,1063
6045,2006,2453
6049,2006,2592
6050,2006,24
6051,2006,3448
6061,2006,2175
6063,2006,1216
6065,2006,1598
6067,2006,1814
6070,2006,2
6071,2006,4042
6074,2006,1751
6075,2006,2051
6077,2006,1688
6080,2006,9
6081,2006,2169
6082,2006,465
6083,2006,351
6085,2006,1812
6086,2006,1605
6088,2006,1926
6089,2006,362
6091,2006,353
6092,2006,160
6093,2006,3043
6095,2006,1375
6096,2006,878
6097,2006,1905
6099,2006,967
6100,2006,14
6101,2006,4420
6102,2006,2154
6104,2006,927
6105,2006,745
6107,2006,851
6109,2006,453
6111,2006,308
6112,2006,442
6114,2006,3883
6116,2006,827
6118,2006,1742
6120,2006,20
6121,2006,2914
6122,2006,1090
6123,2006,642
6124,2006,397
6125,2006,903
6127,2006,1259
6129,2006,2917
6130,2006,847
6131,2006,1877
6132,2006,2707
6133,2006,1830
6134,2006,1192
6135,2006,2579
6136,2006,3143
6137,2006,3715
6141,2006,1301
6142,2006,704
6143,2006,590
6151,2006,2384
6153,2006,64
6155,2006,1032
6160,2006,144
6161,2006,2063
6162,2006,1737
6163,2006,3573
6164,2006,2329
6165,2006,2219
6166,2006,2605
6167,2006,17
6170,2006,5
6171,2006,5587
6174,2006,359
6176,2006,1846
6180,2006,18
6181,2006,4502
6190,2006,106
6191,2006,6405
6199,2006,134
6200,2006,44
6201,2006,348
6202,2006,73
6211,2006,2882
6212,2006,1998
6213,2006,1861
6214,2006,1446
6215,2006,3578
6216,2006,2637
6217,2006,3153
6218,2006,2591
6219,2006,771
6221,2006,2979
6222,2006,2018
6223,2006,1326
6224,2006,2751
6225,2006,2512
6226,2006,2910
6227,2006,3031
6228,2006,2702
6229,2006,2736
6230,2006,2
6231,2006,3439
6235,2006,1598
6237,2006,186
6241,2006,2824
6243,2006,1378
6245,2006,3679
6247,2006,1514
6251,2006,192
6252,2006,77
6255,2006,573
6261,2006,464
6262,2006,489
6265,2006,686
6267,2006,1787
6268,2006,300
6269,2006,1827
6270,2006,0
6271,2006,1810
6273,2006,117
6274,2006,289
6276,2006,74
6277,2006,217
6278,2006,48
6281,2006,978
6285,2006,558
6286,2006,966
6287,2006,882
6289,2006,48
6290,2006,5
6291,2006,3180
6294,2006,757
6295,2006,453
6300,2006,8
6301,2006,5000
6305,2006,806
6307,2006,205
6311,2006,407
6312,2006,88
6321,2006,1251
6325,2006,2305
6333,2006,1745
6336,2006,2145
6341,2006,28
6342,2006,67
6343,2006,1828
6351,2006,2691
6353,2006,29
6360,2006,7
6361,2006,3174
6363,2006,931
6365,2006,1451
6367,2006,4240
6369,2006,2863
6370,2006,22
6371,2006,2859
6372,2006,4958
6373,2006,4300
6374,2006,6343
6400,2006,6
6401,2006,202
6411,2006,2996
6412,2006,4128
6413,2006,5240
6414,2006,3702
6415,2006,2735
6416,2006,2239
6417,2006,3328
6418,2006,4257
6419,2006,2041
6421,2006,6
6422,2006,132
6430,2006,12
6431,2006,4779
6432,2006,2086
6433,2006,2404
6436,2006,1308
6438,2006,1990
6439,2006,617
6440,2006,5
6441,2006,3589
6442,2006,1242
6443,2006,1772
6444,2006,3405
6445,2006,1431
6446,2006,2069
6447,2006,856
6450,2006,0
6451,2006,2396
6454,2006,391
6456,2006,483
6460,2006,61
6461,2006,3498
6462,2006,3385
6463,2006,2019
6464,2006,2346
6465,2006,1192
6466,2006,3847
6467,2006,2454
6468,2006,197
6469,2006,303
6470,2006,3
6471,2006,2907
6584,2006,1846
6585,2006,1619
6586,2006,197
6587,2006,479
6590,2006,24
6591,2006,3599
6595,2006,1444
6596,2006,1431
6598,2006,1183
5766,2007,262
5768,2007,2810
5800,2007,67
5801,2007,4494
5802,2007,2910
5803,2007,3800
5804,2007,762
5807,2007,987
5808,2007,583
5809,2007,951
5811,2007,387
5812,2007,241
5813,2007,1061
5814,2007,225
5815,2007,519
5816,2007,122
5817,2007,108
5851,2007,1062
5853,2007,1125
5854,2007,2649
5855,2007,1238
5856,2007,596
5860,2007,2
5861,2007,1028
5862,2007,202
5863,2007,624
5864,2007,906
5865,2007,539
5866,2007,614
5871,2007,543
5872,2007,410
5900,2007,80
5902,2007,91
5911,2007,1579
5912,2007,3584
5913,2007,4421
5914,2007,2971
5915,2007,2209
5916,2007,1524
5921,2007,2342
5922,2007,1987
5923,2007,1319
5924,2007,1677
5925,2007,1709
5926,2007,1366
5927,2007,348
5928,2007,1183
5930,2007,20
5931,2007,4137
5932,2007,2546
5935,2007,1642
5941,2007,2447
5943,2007,496
5944,2007,1185
5950,2007,1
5951,2007,2631
5953,2007,4761
5954,2007,1263
5960,2007,29
5961,2007,5407
5962,2007,942
5963,2007,868
5964,2007,706
5966,2007,984
5970,2007,0
5971,2007,2268
5973,2007,1022
5975,2007,2917
5976,2007,537
5977,2007,111
5980,2007,19
5981,2007,3429
5984,2007,534
5985,2007,815
5986,2007,1050
5987,2007,460
5988,2007,2536
5990,2007,1
5991,2007,3126
5993,2007,3049
5995,2007,2140
6000,2007,96
6001,2007,2754
6002,2007,3093
6003,2007,2275
6004,2007,3904
6005,2007,2203
6006,2007,4989
6011,2007,670
6012,2007,284
6013,2007,480
6014,2007,969
6015,2007,675
6017,2007,1235
6019,2007,1090
6030,2007,12
6031,2007,4579
6034,2007,744
6035,2007,2037
6037,2007,675
6039,2007,2348
6040,2007,178
6041,2007,4914
6042,2007,3976
6043,2007,4438
6044,2007,1063
6045,2007,2438
6049,2007,2718
6050,2007,24
6051,2007,3555
6061,2007,2210
6063,2007,1227
6065,2007,1627
6067,2007,1862
6070,2007,3
6071,2007,4063
6074,2007,1778
6075,2007,2081
6077,2007,1716
6080,2007,12
6081,2007,2179
6082,2007,449
6083,2007,352
6085,2007,1884
6086,2007,1650
6088,2007,1989
6089,2007,375
6091,2007,360
6092,2007,176
6093,2007,3100
6095,2007,1366
6096,2007,910
6097,2007,1956
6099,2007,1040
6100,2007,12
6101,2007,4516
6102,2007,2238
6104,2007,940
6105,2007,777
6107,2007,866
6109,2007,465
6111,2007,313
6112,2007,444
6114,2007,3964
6116,2007,826
6118,2007,1749
6120,2007,16
6121,2007,2998
6122,2007,1115
6123,2007,644
6124,2007,395
6125,2007,920
6127,2007,1287
6129,2007,2935
6130,2007,773
6131,2007,1910
6132,2007,2703
6133,2007,1839
6134,2007,1159
6135,2007,2649
6136,2007,3186
6137,2007,3748
6141,2007,1326
6142,2007,729
6143,2007,599
6151,2007,2438
6153,2007,61
6155,2007,1051
6160,2007,154
6161,2007,2039
6162,2007,1825
6163,2007,3659
6164,2007,2369
6165,2007,2221
6166,2007,2630
6167,2007,19
6170,2007,4
6171,2007,5597
6174,2007,356
6176,2007,1843
6180,2007,16
6181,2007,4522
6190,2007,106
6191,2007,6412
6199,2007,144
6200,2007,43
6201,2007,332
6202,2007,85
6211,2007,2745
6212,2007,2016
6213,2007,1847
6214,2007,1439
6215,2007,3606
6216,2007,2643
6217,2007,3062
6218,2007,2605
6219,2007,801
6221,2007,3017
6222,2007,2001
6223,2007,1346
6224,2007,2734
6225,2007,2531
6226,2007,2934
6227,2007,3015
6228,2007,2780
6229,2007,2746
6230,2007,2
6231,2007,3500
6235,2007,1572
6237,2007,186
6241,2007,2850
6243,2007,1386
6245,2007,3744
6247,2007,1505
6251,2007,196
6252,2007,79
6255,2007,587
6261,2007,488
6262,2007,489
6265,2007,675
6267,2007,1822
6268,2007,308
6269,2007,1890
6270,2007,1
6271,2007,1809
6273,2007,120
6274,2007,290
6276,2007,76
6277,2007,224
6278,2007,52
6281,2007,980
6285,2007,574
6286,2007,969
6287,2007,890
6289,2007,51
6290,2007,6
6291,2007,3207
6294,2007,775
6295,2007,474
6300,2007,6
6301,2007,5069
6305,2007,806
6307,2007,217
6311,2007,419
6312,2007,86
6321,2007,1270
6325,2007,2277
6333,2007,1749
6336,2007,2163
6341,2007,29
6342,2007,65
6343,2007,1815
6351,2007,2701
6353,2007,30
6360,2007,9
6361,2007,3231
6363,2007,946
6365,2007,1473
6367,2007,4306
6369,2007,3010
6370,2007,21
6371,2007,2823
6372,2007,5081
6373,2007,4323
6374,2007,6423
6400,2007,3
6401,2007,197
6411,2007,3021
6412,2007,4139
6413,2007,5268
6414,2007,3693
6415,2007,2759
6416,2007,2250
6417,2007,3344
6418,2007,4284
6419,2007,2044
6421,2007,6
6422,2007,146
6430,2007,8
6431,2007,4759
6432,2007,2118
6433,2007,2391
6436,2007,1348
6438,2007,2014
6439,2007,621
6440,2007,7
6441,2007,3600
6442,2007,1210
6443,2007,1803
6444,2007,3490
6445,2007,1478
6446,2007,2063
6447,2007,901
6450,2007,0
6451,2007,2444
6454,2007,400
6456,2007,494
6460,2007,74
6461,2007,3534
6462,2007,3435
6463,2007,2085
6464,2007,2356
6465,2007,1221
6466,2007,3816
6467,2007,2424
6468,2007,253
6469,2007,309
6470,2007,3
6471,2007,2924
6584,2007,1871
6585,2007,1632
6586,2007,200
6587,2007,474
6590,2007,24
6591,2007,3753
6595,2007,1110
6596,2007,1452
6598,2007,1208
6599,2007,389
5766,2008,267
5768,2008,2902
5800,2008,53
5801,2008,4555
5802,2008,2904
5803,2008,3935
5804,2008,847
5807,2008,1047
5808,2008,610
5809,2008,980
5811,2008,383
5812,2008,248
5813,2008,1077
5814,2008,242
5815,2008,539
5816,2008,127
5817,2008,110
5851,2008,1071
5853,2008,1166
5854,2008,2677
5855,2008,1249
5856,2008,603
5860,2008,3
5861,2008,1040
5862,2008,214
5863,2008,624
5864,2008,930
5865,2008,541
5866,2008,623
5871,2008,557
5872,2008,405
5900,2008,72
5902,2008,88
5911,2008,1611
5912,2008,3680
5913,2008,4452
5914,2008,2986
5915,2008,2283
5916,2008,1537
5921,2008,2398
5922,2008,2025
5923,2008,1358
5924,2008,1683
5925,2008,1738
5926,2008,1366
5927,2008,361
5928,2008,1292
5930,2008,17
5931,2008,4213
5932,2008,2597
5935,2008,1655
5941,2008,2459
5943,2008,505
5944,2008,1198
5950,2008,1
5951,2008,2647
5953,2008,4878
5954,2008,1275
5960,2008,24
5961,2008,5631
5962,2008,971
5963,2008,885
5964,2008,738
5966,2008,1006
5971,2008,2328
5973,2008,1032
5975,2008,2979
5976,2008,549
5977,2008,117
5980,2008,19
5981,2008,3487
5984,2008,546
5985,2008,856
5986,2008,1046
5987,2008,474
5988,2008,2591
5990,2008,1
5991,2008,3234
5993,2008,3096
5995,2008,2159
6000,2008,83
6001,2008,2793
6002,2008,3127
6003,2008,2272
6004,2008,3981
6005,2008,2282
6006,2008,5084
6011,2008,680
6012,2008,299
6013,2008,506
6014,2008,1016
6015,2008,700
6017,2008,1202
6019,2008,1086
6030,2008,13
6031,2008,4795
6034,2008,762
6035,2008,2110
6037,2008,676
6039,2008,2385
6040,2008,185
6041,2008,4924
6042,2008,4003
6043,2008,4582
6044,2008,1007
6045,2008,2455
6049,2008,2930
6050,2008,24
6051,2008,3621
6060,2008,1
6061,2008,2231
6063,2008,1268
6065,2008,1667
6067,2008,1901
6070,2008,3
6071,2008,4161
6074,2008,1827
6075,2008,2121
6077,2008,1745
6080,2008,11
6081,2008,2222
6082,2008,462
6083,2008,367
6085,2008,1862
6086,2008,1694
6088,2008,2037
6089,2008,382
6091,2008,375
6092,2008,177
6093,2008,3237
6095,2008,1377
6096,2008,899
6097,2008,2060
6099,2008,1011
6100,2008,12
6101,2008,4634
6102,2008,2263
6104,2008,939
6105,2008,784
6107,2008,876
6109,2008,453
6111,2008,324
6112,2008,441
6114,2008,4029
6116,2008,833
6118,2008,1777
6120,2008,13
6121,2008,3036
6122,2008,1123
6123,2008,654
6124,2008,413
6125,2008,947
6127,2008,1271
6129,2008,2990
6130,2008,800
6131,2008,1931
6132,2008,2746
6133,2008,1821
6134,2008,1112
6135,2008,2730
6136,2008,3223
6137,2008,3770
6141,2008,1337
6142,2008,737
6143,2008,596
6151,2008,2457
6153,2008,59
6155,2008,1104
6160,2008,137
6161,2008,2054
6162,2008,1907
6163,2008,3663
6164,2008,2377
6165,2008,2273
6166,2008,2648
6167,2008,25
6170,2008,6
6171,2008,5613
6174,2008,382
6176,2008,1865
6180,2008,16
6181,2008,4560
6190,2008,111
6191,2008,6443
6199,2008,153
6200,2008,65
6201,2008,280
6202,2008,88
6211,2008,2690
6212,2008,2003
6213,2008,1831
6214,2008,1406
6215,2008,3627
6216,2008,2644
6217,2008,2981
6218,2008,2717
6219,2008,757
6221,2008,3088
6222,2008,1994
6223,2008,1389
6224,2008,2718
6225,2008,2574
6226,2008,3011
6227,2008,2986
6228,2008,2799
6229,2008,2768
6230,2008,2
6231,2008,3516
6235,2008,1579
6237,2008,177
6241,2008,2862
6243,2008,1446
6245,2008,3769
6247,2008,1504
6251,2008,206
6252,2008,87
6255,2008,600
6261,2008,498
6262,2008,508
6265,2008,720
6267,2008,1836
6268,2008,312
6269,2008,1920
6270,2008,0
6271,2008,1823
6273,2008,113
6274,2008,293
6276,2008,80
6277,2008,210
6278,2008,55
6281,2008,990
6285,2008,604
6286,2008,984
6287,2008,903
6289,2008,54
6290,2008,6
6291,2008,3240
6294,2008,790
6295,2008,475
6300,2008,5
6301,2008,5093
6305,2008,764
6307,2008,209
6311,2008,416
6312,2008,85
6321,2008,1274
6325,2008,2309
6333,2008,1752
6336,2008,2178
6341,2008,30
6342,2008,63
6343,2008,1829
6351,2008,2755
6353,2008,30
6360,2008,16
6361,2008,3225
6363,2008,972
6365,2008,1522
6367,2008,4302
6369,2008,3039
6370,2008,22
6371,2008,2863
6372,2008,5195
6373,2008,4414
6374,2008,6504
6400,2008,3
6401,2008,179
6411,2008,3133
6412,2008,4161
6413,2008,5309
6414,2008,3723
6415,2008,2690
6416,2008,2332
6417,2008,3285
6418,2008,4320
6419,2008,2063
6421,2008,7
6422,2008,164
6430,2008,14
6431,2008,4796
6432,2008,2052
6433,2008,2437
6436,2008,1377
6438,2008,2036
6439,2008,612
6440,2008,6
6441,2008,3694
6442,2008,1257
6443,2008,1821
6444,2008,3551
6445,2008,1548
6446,2008,2169
6447,2008,887
6450,2008,0
6451,2008,2499
6454,2008,399
6456,2008,493
6460,2008,71
6461,2008,3571
6462,2008,3520
6463,2008,2133
6464,2008,2399
6465,2008,1227
6466,2008,3818
6467,2008,2487
6468,2008,252
6469,2008,314
6470,2008,3
6471,2008,2966
6584,2008,1894
6585,2008,1656
6586,2008,194
6587,2008,480
6590,2008,26
6591,2008,3882
6595,2008,1116
6596,2008,1469
6598,2008,1208
6599,2008,434
5766,2009,269
5768,2009,2957
5800,2009,48
5801,2009,4650
5802,2009,2962
5803,2009,4084
5804,2009,880
5807,2009,1075
5808,2009,629
5809,2009,991
5811,2009,389
5812,2009,266
5813,2009,1087
5814,2009,242
5815,2009,556
5816,2009,134
5817,2009,112
5851,2009,1078
5853,2009,1158
5854,2009,2752
5855,2009,1268
5856,2009,622
5860,2009,1
5861,2009,1086
5862,2009,211
5863,2009,620
5864,2009,972
5865,2009,573
5866,2009,621
5871,2009,555
5872,2009,402
5900,2009,108
5901,2009,0
5902,2009,90
5911,2009,1596
5912,2009,3704
5913,2009,4375
5914,2009,2997
5915,2009,2324
5916,2009,1519
5921,2009,2554
5922,2009,2109
5923,2009,1333
5924,2009,1721
5925,2009,1759
5926,2009,1357
5927,2009,377
5928,2009,1355
5930,2009,24
5931,2009,4267
5932,2009,2612
5935,2009,1672
5941,2009,2487
5943,2009,522
5944,2009,1219
5950,2009,1
5951,2009,2679
5953,2009,5016
5954,2009,1275
5960,2009,30
5961,2009,5834
5962,2009,990
5963,2009,888
5964,2009,745
5966,2009,1057
5971,2009,2357
5973,2009,1076
5975,2009,3055
5976,2009,557
5977,2009,126
5980,2009,20
5981,2009,3542
5984,2009,570
5985,2009,883
5986,2009,1078
5987,2009,487
5988,2009,2680
5991,2009,3297
5993,2009,3193
5995,2009,2178
6000,2009,78
6001,2009,2864
6002,2009,3107
6003,2009,2315
6004,2009,4025
6005,2009,2329
6006,2009,5135
6011,2009,675
6012,2009,312
6013,2009,509
6014,2009,1016
6015,2009,697
6017,2009,1209
6019,2009,1080
6030,2009,10
6031,2009,4867
6034,2009,795
6035,2009,2122
6037,2009,702
6039,2009,2451
6040,2009,174
6041,2009,4986
6042,2009,4022
6043,2009,4678
6044,2009,1057
6045,2009,2507
6049,2009,3084
6050,2009,21
6051,2009,3679
6061,2009,2299
6063,2009,1249
6065,2009,1717
6067,2009,1919
6070,2009,3
6071,2009,4284
6074,2009,1844
6075,2009,2222
6077,2009,1769
6080,2009,8
6081,2009,2273
6082,2009,469
6083,2009,374
6085,2009,1930
6086,2009,1731
6088,2009,2072
6089,2009,389
6091,2009,382
6092,2009,179
6093,2009,3303
6095,2009,1357
6096,2009,925
6097,2009,2140
6099,2009,1007
6100,2009,14
6101,2009,4731
6102,2009,2353
6104,2009,961
6105,2009,786
6107,2009,866
6109,2009,462
6111,2009,328
6112,2009,452
6114,2009,4087
6116,2009,870
6118,2009,1823
6120,2009,8
6121,2009,3122
6122,2009,1108
6123,2009,668
6124,2009,413
6125,2009,952
6127,2009,1297
6129,2009,2979
6130,2009,853
6131,2009,1830
6132,2009,2735
6133,2009,1819
6134,2009,1106
6135,2009,2776
6136,2009,3347
6137,2009,3835
6141,2009,1334
6142,2009,750
6143,2009,609
6151,2009,2488
6153,2009,60
6155,2009,1095
6160,2009,202
6161,2009,2064
6162,2009,2019
6163,2009,3642
6164,2009,2380
6165,2009,2325
6166,2009,2650
6167,2009,23
6170,2009,4
6171,2009,5654
6174,2009,384
6176,2009,1867
6180,2009,17
6181,2009,4605
6190,2009,113
6191,2009,6556
6199,2009,149
6200,2009,70
6201,2009,230
6202,2009,71
6211,2009,2696
6212,2009,2083
6213,2009,1846
6214,2009,1433
6215,2009,3639
6216,2009,2615
6217,2009,2957
6218,2009,2786
6219,2009,740
6221,2009,3067
6222,2009,2009
6223,2009,1375
6224,2009,2811
6225,2009,2552
6226,2009,2972
6227,2009,3036
6228,2009,2854
6229,2009,2806
6230,2009,1
6231,2009,3603
6235,2009,1606
6237,2009,181
6241,2009,2941
6243,2009,1422
6245,2009,3805
6247,2009,1528
6251,2009,210
6252,2009,87
6255,2009,589
6261,2009,494
6262,2009,517
6265,2009,731
6267,2009,1848
6268,2009,303
6269,2009,1955
6270,2009,0
6271,2009,1864
6273,2009,118
6274,2009,298
6276,2009,88
6277,2009,214
6278,2009,53
6281,2009,998
6285,2009,604
6286,2009,992
6287,2009,911
6289,2009,54
6290,2009,5
6291,2009,3262
6294,2009,778
6295,2009,451
6300,2009,5
6301,2009,5111
6305,2009,785
6307,2009,197
6311,2009,428
6312,2009,91
6321,2009,1272
6325,2009,2299
6333,2009,1765
6336,2009,2215
6341,2009,32
6342,2009,62
6343,2009,1822
6351,2009,2765
6353,2009,24
6360,2009,14
6361,2009,3325
6363,2009,961
6365,2009,1584
6367,2009,4350
6369,2009,3135
6370,2009,22
6371,2009,2909
6372,2009,5224
6373,2009,4537
6374,2009,6541
6400,2009,12
6401,2009,176
6411,2009,3127
6412,2009,4149
6413,2009,5492
6414,2009,3761
6415,2009,2657
6416,2009,2435
6417,2009,3338
6418,2009,4370
6419,2009,2113
6421,2009,7
6422,2009,152
6430,2009,11
6431,2009,4862
6432,2009,2100
6433,2009,2472
6436,2009,1403
6438,2009,2028
6439,2009,631
6440,2009,12
6441,2009,3720
6442,2009,1254
6443,2009,1871
6444,2009,3551
6445,2009,1563
6446,2009,2188
6447,2009,910
6450,2009,0
6451,2009,2538
6454,2009,412
6456,2009,507
6460,2009,51
6461,2009,3615
6462,2009,3597
6463,2009,2131
6464,2009,2393
6465,2009,1225
6466,2009,3831
6467,2009,2548
6468,2009,217
6469,2009,321
6470,2009,3
6471,2009,2947
6584,2009,1876
6585,2009,1690
6586,2009,195
6587,2009,480
6590,2009,26
6591,2009,4050
6595,2009,1137
6596,2009,1493
6598,2009,1211
6599,2009,453
5766,2010,285
5768,2010,3028
5800,2010,44
5801,2010,4648
5802,2010,2943
5803,2010,4050
5804,2010,966
5807,2010,1081
5808,2010,632
5809,2010,1016
5811,2010,387
5812,2010,259
5813,2010,1100
5814,2010,256
5815,2010,599
5816,2010,130
5817,2010,123
5851,2010,1081
5853,2010,1150
5854,2010,2800
5855,2010,1284
5856,2010,639
5860,2010,1
5861,2010,1122
5862,2010,225
5863,2010,640
