Post.code;Totaal.2022;Koopwoning.2022;Huurwoning.2022;adressen/km2.2022
3561;9130;20;80;3675
3562;7890;20;80;3906
3563;7695;20;80;3809
3564;9405;20;80;2954
3565;40;40;60;1113
3566;340;80;20;1517
3571;10085;70;30;3835
3572;11515;60;40;4761
3573;5020;70;30;1879
3581;9755;50;50;5003
3582;8985;30;70;4331
3583;5990;50;50;2924
3584;6665;30;70;1031
3585;200;80;20;784
3601;7145;50;50;1483
3602;3515;80;20;1011
3603;2675;80;20;2189
3604;2545;80;20;1213
3605;5750;40;60;2177
3606;495;-99997;100;1272
3607;13635;80;20;1776
3608;3295;70;30;1318
3611;600;90;10;534
3612;1805;80;20;137
3615;1170;80;20;100
3621;10705;60;40;880
3625;200;80;20;64
3626;705;80;20;62
3628;3460;70;30;306
3631;470;80;20;144
3632;4460;60;40;550
3633;1920;70;30;257
3634;480;90;10;108
3641;11355;60;40;1316
3642;3130;60;40;1185
3643;1470;80;20;751
3645;9480;70;30;638
3646;805;80;20;57
3648;7260;70;30;701
3651;140;90;-99997;57
3652;575;80;20;87
3653;35;90;-99997;74
3701;6450;50;50;2436
3702;3915;60;40;2853
3703;6150;50;50;1767
3704;10065;50;50;1788
3705;9705;50;50;2059
3706;5145;30;70;1437
3707;6040;70;30;1649
3708;6735;50;50;1114
3709;330;80;20;413
3711;1790;80;20;214
3712;3425;40;60;607
3721;8375;50;50;1836
3722;4575;60;40;1192
3723;10155;60;40;1139
3731;6120;70;30;1718
3732;4725;60;40;1678
3734;4515;60;40;625
3735;1710;80;20;408
3737;1935;90;10;255
3738;4890;60;40;615
3739;1560;80;20;183
3741;9415;60;40;1685
3742;9395;60;40;1719
3743;4740;70;30;1781
3744;1045;20;80;171
3749;280;60;40;87
3751;8680;70;30;1174
3752;12820;70;30;1287
3754;825;90;10;69
3755;9450;70;30;960
3761;4955;70;30;1390
3762;8400;60;40;2008
3763;2375;80;20;1310
3764;5465;60;40;1367
3765;5190;50;50;2184
3766;7245;70;30;1763
3768;6135;80;20;785
3769;7355;60;40;834
3771;11405;60;40;1127
3772;20450;60;40;1450
3773;3490;80;20;826
3774;5830;80;20;195
3775;295;80;20;82
3776;1670;80;20;187
3781;11515;70;30;778
3784;1500;80;20;98
3785;1520;70;30;160
3791;2625;70;30;333
3792;150;80;20;89
3794;605;50;50;53
3811;7095;30;70;4148
3812;12600;40;60;2227
3813;15040;50;50;2687
3814;6190;40;60;3889
3815;11240;50;50;2662
3816;11870;40;60;2906
3817;11965;60;40;2621
3818;10565;70;30;1723
3819;520;10;90;700
3821;470;20;80;1399
3822;7715;70;30;2106
3823;10985;70;30;2195
3824;14415;80;20;1697
3825;14545;70;30;1830
3826;8140;60;40;1416
3828;10195;80;20;1683
3829;4915;80;20;1159
3831;13385;70;30;1567
3832;5170;80;20;667
3833;7070;70;30;1485
3834;2095;80;20;1399
3835;365;80;20;256
3836;130;80;20;235
3841;6145;40;50;1943
3842;6785;50;50;2328
3843;6755;50;50;1673
3844;9075;60;40;1597
3845;10450;70;30;1361
3846;1370;70;30;743
3847;920;80;20;773
3848;4015;70;30;1295
3849;3335;80;20;240
3851;11735;60;40;1326
3852;5460;60;40;579
3853;10065;60;40;805
3861;9555;60;40;1313
3862;12985;70;30;1257
3863;7775;70;30;1111
3864;4255;70;30;376
3871;9745;80;20;989
3881;10945;70;30;887
3882;13645;70;30;961
3886;2155;70;30;230
3888;3370;70;30;177
3891;4985;60;40;1278
3892;5305;70;30;989
3893;6135;80;20;1014
3894;4860;70;30;890
3896;435;70;30;213
3897;1375;80;20;94
3898;180;70;20;41
3899;70;30;70;130
3901;10115;40;60;3307
3902;10350;60;40;2121
3903;7230;70;30;1550
3904;13465;60;40;2144
3905;13945;60;40;2375
3906;6885;80;20;1371
3907;5690;70;30;929
3911;14965;60;40;1038
3912;615;60;40;1285
3921;4300;70;30;504
3922;385;90;10;281
3925;10315;70;30;948
3927;5650;70;30;529
3931;13870;70;30;986
3941;10325;60;40;543
3945;3265;70;30;375
3947;2465;70;30;203
3951;4630;80;20;486
3953;1410;70;30;131
3956;7640;70;30;699
3958;5480;60;40;713
3959;1550;90;10;193
3961;9460;60;40;1366
3962;8730;80;20;1450
3971;8090;70;30;1036
3972;10855;60;40;1340
3981;7160;70;30;756
3984;5880;70;30;736
3985;2565;80;20;263
3989;15;-99997;-99997;105
3991;18075;80;20;1654
3992;5950;70;30;1547
3993;4930;60;40;1557
3994;13965;70;30;1580
3995;3875;30;70;2223
3997;640;80;20;84
3998;2125;80;20;139
3999;760;80;20;61
4001;10800;40;60;2095
4002;2275;60;40;1613
4003;7910;50;50;1161
4004;60;40;60;227
4005;5885;60;40;1589
4006;3640;20;80;1309
4007;9600;80;20;1012
4011;1745;80;20;121
4012;1410;90;10;175
4013;700;90;10;156
4014;1140;80;20;143
4016;185;90;10;33
4017;125;70;30;515
4021;4780;70;30;452
4023;665;70;30;56
4024;1600;80;20;167
4031;2145;70;30;174
4032;735;80;20;84
4033;5860;70;30;390
4041;6855;70;30;536
4043;6355;60;40;523
4051;5145;70;30;457
4053;1160;70;30;118
4054;1055;80;20;93
4061;1675;80;20;140
4062;155;90;10;223
4063;420;70;30;63
4064;1065;80;20;125
4101;7650;60;40;1685
4102;7975;50;50;1582
4103;1465;80;20;1593
4104;75;60;40;797
4105;10655;70;30;1426
4106;1055;80;20;715
4107;525;90;10;184
4111;640;90;10;121
4112;3255;80;20;396
4115;380;80;20;62
4116;2655;70;30;295
4117;510;90;10;104
4119;505;80;20;59
4121;1205;80;20;110
4122;865;80;20;108
4124;1470;80;20;272
4125;2345;80;20;445
4126;1005;70;30;89
4128;2960;70;30;257
4131;4160;40;60;1074
4132;4855;70;30;1373
4133;7515;70;30;968
4141;5375;70;30;1621
4142;7370;30;70;1404
4143;6515;60;40;1257
4145;1675;80;20;165
4147;3235;70;30;549
4151;565;80;20;117
4152;895;80;20;130
4153;3345;70;30;445
4155;345;90;10;124
4156;905;80;20;214
4157;575;70;30;102
4158;2045;80;20;249
4161;2415;70;30;310
4163;230;90;10;384
4171;2780;70;30;258
4174;1040;70;30;96
4175;2845;60;40;350
4176;1095;80;20;191
4181;2365;70;30;273
4182;455;90;10;65
4184;1175;80;20;142
4185;550;80;20;67
4191;10875;70;30;937
4194;5050;80;20;676
4196;2150;80;20;306
4197;1140;80;20;411
4201;5855;40;60;1987
4202;80;80;-99997;890
4203;170;20;80;1730
4204;5105;20;80;1820
4205;9775;50;50;2040
4206;2915;40;60;1633
4207;9980;70;30;1491
4208;2865;70;30;781
4209;1340;80;20;177
4211;765;80;20;135
4212;135;80;20;152
4213;890;90;10;543
4214;2130;70;30;218
4221;1420;80;20;142
4223;1935;70;30;227
4225;1775;80;20;132
4231;3865;70;30;388
4233;3125;70;30;489
4235;800;80;20;330
4241;3425;60;40;464
4243;1035;80;20;86
4245;1555;70;30;105
4247;850;80;20;122
4251;11275;60;40;933
4254;6005;80;20;623
4255;3665;60;40;388
4261;6665;70;30;584
4264;3090;70;30;361
4265;1740;80;20;203
4266;895;70;30;123
4267;415;90;10;42
4268;720;80;20;88
4269;425;90;10;33
4271;2540;70;30;252
4273;4345;70;30;376
4281;2610;70;30;289
4283;1635;70;30;296
4284;1920;60;40;308
4285;4670;70;30;528
4286;3765;70;30;301
4287;280;90;10;60
4288;350;80;20;70
4301;9230;50;50;1101
4302;1270;70;30;802
4303;1225;80;20;494
4305;590;80;20;98
4306;2715;80;20;313
4307;2320;70;30;285
4308;320;90;10;47
4311;3800;70;30;493
4315;970;70;30;118
4316;760;80;20;111
4317;775;80;20;59
4318;1250;70;30;255
4321;990;80;20;70
4322;1250;70;30;269
4323;355;70;30;100
4325;1485;60;40;276
4326;305;80;20;126
4327;260;80;20;44
4328;4275;70;20;313
4331;6530;50;50;2807
4332;3995;60;40;1669
4333;5330;70;30;1423
4334;3110;70;30;1407
4335;7375;50;50;1760
4336;6965;70;30;1986
4337;9110;50;50;1836
4338;65;80;20;421
4339;1350;80;20;247
4341;5365;70;30;543
4351;1620;70;20;173
4352;500;80;20;70
4353;1800;80;20;270
4354;1050;80;20;228
4356;2460;80;20;400
4357;1490;70;30;488
4361;2610;80;20;466
4363;1480;80;20;155
4364;1395;80;20;164
4365;1495;80;20;162
4371;3440;80;20;426
4373;860;80;20;112
4374;1650;80;20;393
4381;7580;40;60;2466
4382;8145;40;60;2559
4383;3185;50;50;2400
4384;5545;70;30;1358
4385;5260;70;30;1748
4386;3745;90;10;1334
4387;535;90;10;1007
4388;10055;70;30;1568
4389;535;80;20;146
4401;7005;70;30;810
4411;2995;70;30;299
4413;4360;70;30;503
4414;1440;90;10;132
4415;620;90;10;65
4416;4770;70;30;486
4417;1735;60;40;295
4421;9385;80;20;770
4423;520;80;20;117
4424;3095;80;20;475
4431;4715;70;30;487
4433;720;80;20;97
4434;965;70;30;116
4435;605;90;10;57
4436;680;90;10;87
4437;370;80;20;63
4438;575;90;10;77
4441;1195;80;20;153
4443;615;90;10;72
4444;510;90;10;66
4451;5480;70;30;580
4453;1965;70;30;257
4454;1440;80;20;159
4455;1235;80;20;143
4456;1775;80;20;189
4458;1680;80;20;170
4461;11195;50;50;2044
4462;7070;50;50;1533
4463;7460;50;50;1199
4464;2535;90;10;753
4465;905;100;0;422
4471;2240;80;20;217
4472;1140;90;10;279
4474;535;80;10;76
4475;820;80;20;171
4481;3355;80;20;1151
4482;20;-99997;-99997;86
4484;1980;80;20;342
4485;465;90;10;63
4486;1585;60;30;314
4491;1190;70;20;188
4493;2090;80;20;206
4494;355;60;40;74
4501;4610;60;40;755
4503;975;70;20;149
4504;400;70;20;253
4505;475;70;20;95
4506;735;50;30;425
4507;1405;80;20;237
4508;525;80;10;34
4511;4585;60;30;647
4513;710;70;20;136
4515;2315;80;20;317
4521;1570;80;20;194
4522;205;90;10;10
4524;2335;60;30;462
4525;275;50;30;178
4527;2345;70;30;301
4528;330;80;10;19
4529;915;80;20;94
4531;2630;40;50;1287
4532;6890;70;30;1690
4533;4135;90;10;664
4535;4535;80;20;1117
4536;3135;40;60;1389
4537;3880;60;40;1522
4538;295;70;30;864
4539;195;100;-99997;38
4541;2295;70;30;346
4542;2920;70;20;330
4543;2755;80;20;221
4551;3795;70;30;506
4553;2060;80;20;285
4554;1945;80;20;225
4561;9880;60;40;861
4562;1095;90;10;401
4564;3175;80;20;512
4565;380;90;10;141
4566;1155;90;10;123
4567;2325;80;20;279
4568;960;80;10;122
4569;940;80;10;84
4571;7815;60;40;837
4574;905;80;20;92
4575;245;90;0;22
4576;2485;80;20;199
4581;1875;80;20;180
4583;450;90;10;52
4584;245;90;10;36
4585;690;80;10;54
4586;555;80;20;82
4587;3155;70;30;431
4588;335;90;10;49
4589;315;90;10;37
4611;9345;50;50;2891
4612;285;90;10;869
4613;3785;60;40;1922
4614;7085;70;30;1618
4615;5445;50;50;2519
4616;1185;60;40;1918
4617;7425;80;20;1166
4621;4370;40;60;2894
4622;470;70;30;1641
4623;4055;50;50;1703
4624;6595;50;50;2248
4625;3435;60;40;1015
4631;9415;70;30;889
4634;1495;70;30;470
4635;2070;80;20;260
4641;5275;80;20;525
4645;3860;70;20;559
4651;12525;70;30;935
4652;530;80;20;1097
4655;755;80;20;42
4661;12480;70;30;975
4664;1935;70;30;236
4671;5800;60;40;702
4675;2710;80;20;272
4681;2310;80;20;263
4691;8345;70;30;751
4693;1770;70;30;188
4694;1855;80;20;255
4695;3450;60;40;492
4696;1695;70;30;234
4697;3870;70;30;560
4698;2710;80;20;340
4701;6535;50;50;2972
4702;12980;50;50;2159
4703;7500;50;50;1956
4704;105;40;60;423
4705;325;90;10;594
4706;11260;70;30;1339
4707;16130;50;50;2037
4708;12160;80;20;1381
4709;1720;80;20;163
4711;9555;60;40;1017
4714;5220;70;30;630
4715;4790;70;30;437
4721;1340;80;20;119
4722;220;90;10;79
4724;4830;80;20;634
4725;1225;80;20;69
4726;1855;90;10;189
4727;610;90;10;56
4731;12895;60;40;1069
4735;2040;70;30;269
4741;6810;70;30;588
4744;2530;70;30;305
4751;7355;80;20;585
4754;1180;70;30;156
4756;2340;80;20;209
4758;2250;70;30;265
4759;1050;80;20;137
4761;13165;60;40;1352
4762;1365;70;30;664
4765;1640;70;30;184
4766;20;-99997;-99997;47
4771;635;80;20;74
4772;245;80;20;75
4781;575;60;40;174
4782;530;70;30;104
4791;5920;60;40;621
4793;5560;60;40;611
4794;955;80;20;61
4796;275;90;10;57
4797;3150;60;40;283
4811;17240;30;70;3941
4812;10140;40;60;2803
4813;8550;60;40;1901
4814;11455;40;60;2871
4815;4285;60;40;1999
4816;4585;40;60;2907
4817;15720;40;60;2096
4818;8985;70;30;3091
4819;3625;70;30;2940
4822;7845;60;40;1375
4823;8710;70;30;1226
4824;8850;70;30;1268
4825;100;80;20;780
4826;9170;40;60;2250
4827;7710;30;70;2377
4834;11935;60;40;2242
4835;6825;80;20;2549
4836;880;80;20;77
4837;2235;60;40;1768
4838;1220;80;20;110
4839;395;100;0;281
4841;12250;80;20;1142
4844;6200;70;30;787
4845;2215;80;20;270
4847;8560;80;20;921
4849;3180;90;10;313
4851;5035;80;20;561
4854;8370;80;20;886
4855;1075;80;20;116
4856;345;80;20;31
4858;310;90;10;85
4859;50;80;-99997;16
4861;4325;70;30;342
4871;17045;70;30;1665
4872;8775;60;40;2086
4873;6055;70;30;1583
4874;2975;70;30;1236
4875;1815;70;30;1906
4876;7265;60;40;1580
4877;25;-99997;-99997;414
4878;5;-99997;-99997;268
4879;190;90;10;652
4881;8285;70;30;909
4882;2415;90;10;292
4884;3060;80;20;195
4885;1720;80;20;92
4891;6765;80;20;493
4901;10680;50;40;2380
4902;8820;60;40;1818
4903;400;80;20;394
4904;12025;50;50;1303
4905;935;90;10;1627
4906;4610;70;30;832
4907;10260;60;40;1651
4908;3095;60;40;1201
4909;1230;90;10;118
4911;1300;90;10;177
4921;12510;70;30;1142
4924;555;80;20;66
4926;4220;70;30;383
4927;1750;80;20;179
4931;7190;60;40;1120
4941;8840;60;40;1234
4942;3675;70;30;1293
4944;2240;70;30;241
5011;11985;30;70;2678
5012;4840;60;40;1738
5013;735;60;40;2565
5014;11905;50;50;3695
5015;715;90;10;926
5017;5875;50;50;3939
5018;3905;70;30;1807
5021;12350;40;60;4095
5022;8425;40;60;2014
5025;12710;40;60;3915
5026;1610;80;20;1364
5032;6130;90;10;1011
5035;7945;70;30;1481
5036;8955;70;30;1030
5037;10460;40;60;2919
5038;15255;30;70;5186
5041;9455;40;60;4856
5042;12675;40;60;3173
5043;9125;60;40;1631
5044;8110;30;70;2032
5045;18330;80;20;1605
5046;12305;40;60;3868
5047;145;80;20;673
5048;60;30;70;760
5049;7205;30;70;2004
5051;14475;70;30;1401
5052;4575;80;20;1057
5053;1965;80;20;949
5056;11720;80;20;953
5057;1720;40;60;1155
5059;350;80;20;438
5061;12585;60;40;1354
5062;5980;90;10;788
5063;1565;60;40;1042
5066;6100;80;20;595
5071;8365;70;30;734
5074;1430;70;30;102
5076;5925;70;30;462
5081;8770;70;30;854
5084;1030;90;10;102
5085;1255;80;20;125
5087;3855;80;20;331
5089;895;90;10;84
5091;6055;80;20;267
5094;1810;70;30;178
5095;1865;80;20;165
5096;825;90;10;94
5101;3660;60;40;1442
5102;6565;70;30;1327
5103;6515;80;20;1281
5104;5975;60;40;1548
5105;400;90;10;163
5106;1065;80;20;130
5107;40;70;30;415
5109;2265;70;30;268
5111;5675;70;30;397
5113;1130;80;20;74
5114;130;80;10;22
5121;12305;60;40;1384
5122;4435;70;30;1275
5124;1235;90;10;110
5125;450;90;10;198
5126;8140;60;40;723
5131;4315;80;20;399
5133;2960;90;10;300
5141;6410;60;40;1672
5142;9800;50;50;1823
5143;4365;70;30;1551
5144;9250;60;40;1728
5145;350;60;40;361
5146;4275;70;30;1075
5151;12870;70;30;1488
5152;5440;70;30;1572
5154;1880;80;20;394
5156;2730;60;40;482
5157;90;80;20;15
5158;185;90;10;184
5161;9685;60;40;729
5165;5205;70;30;430
5171;14080;60;40;1258
5172;2800;70;30;1148
5175;6255;70;30;675
5176;620;90;10;48
5211;13240;30;70;3942
5212;7120;40;60;3467
5213;8185;30;70;3085
5215;5175;40;60;2799
5216;7090;50;50;2072
5221;5695;90;10;393
5222;130;20;80;1046
5223;13405;30;70;2428
5224;8915;40;60;1666
5231;10430;40;60;1888
5232;1335;90;10;1325
5233;8130;40;60;1734
5234;90;60;40;1062
5235;6810;60;40;1790
5236;6610;80;20;896
5237;9310;80;20;1229
5241;6440;70;30;1556
5242;4890;80;20;1157
5243;2660;70;30;1547
5244;3070;60;40;801
5245;4820;70;30;880
5246;5905;70;30;1387
5247;8015;70;30;1077
5248;1500;90;10;490
5249;335;80;20;152
5251;13365;60;40;1141
5252;2075;70;30;1321
5253;2130;80;20;501
5254;2435;80;20;279
5255;780;90;10;151
5256;1305;50;50;446
5257;280;90;10;33
5258;10430;80;20;664
5261;6915;60;40;1277
5262;13435;60;40;1543
5263;5655;80;20;827
5264;80;70;30;604
5266;825;80;20;108
5268;4865;70;30;423
5271;10745;70;30;720
5272;1610;60;40;784
5275;4705;80;20;590
5281;7135;50;50;1455
5282;6840;50;50;1211
5283;12220;70;30;1388
5291;1270;80;20;185
5292;260;90;10;68
5293;530;80;20;200
5294;170;90;10;158
5296;2140;80;20;252
5298;4795;80;20;405
5301;10615;60;40;1182
5302;2710;60;40;1087
5305;1845;80;20;172
5306;3165;80;20;337
5307;1160;80;20;140
5308;2210;70;30;249
5311;2635;70;30;286
5313;925;80;20;100
5314;1760;80;20;189
5315;695;80;20;94
5316;415;90;10;59
5317;1780;80;20;177
5318;35;50;50;7
5321;5055;80;20;542
5324;3715;70;30;467
5325;1070;80;20;167
5327;885;80;20;114
5328;2850;70;30;296
5331;7905;60;40;756
5333;290;90;10;187
5334;1725;80;20;172
5335;635;80;20;103
5341;6870;40;60;2844
5342;6890;60;40;1543
5343;5505;60;40;1432
5344;7940;50;50;1830
5345;13470;70;30;1840
5346;7370;70;30;1818
5347;1250;70;30;988
5348;9325;50;50;1979
5349;290;80;20;819
5351;10930;80;20;919
5352;725;90;10;111
5353;220;90;10;35
5354;180;90;10;81
5355;80;100;-99997;173
5356;200;80;20;67
5357;455;80;20;68
5358;355;100;-99997;282
5359;50;100;-99997;22
5361;8565;70;30;782
5363;1505;70;20;258
5364;1200;80;20;342
5366;1720;70;30;234
5367;755;70;30;91
5368;740;80;20;86
5371;3125;60;40;439
5373;2920;60;40;299
5374;7360;70;30;569
5375;1770;70;30;185
5381;675;80;20;176
5382;1570;80;20;191
5383;475;80;20;56
5384;13705;70;30;960
5386;5050;70;30;505
5388;6390;70;30;539
5391;3665;70;30;450
5392;890;80;20;326
5394;1260;70;30;115
5395;190;100;-99997;30
5396;895;80;20;118
5397;3110;70;30;319
5398;1425;80;20;98
5401;8225;40;60;2055
5402;7905;60;40;1885
5403;9010;70;30;1333
5404;3720;60;40;1815
5405;670;20;80;791
5406;7305;80;20;710
5408;3550;70;30;362
5409;2055;80;20;189
5411;6775;70;30;477
5421;13360;60;40;1236
5422;3625;80;20;994
5423;1845;70;30;216
5424;1080;70;30;101
5425;1710;80;20;160
5427;9285;70;30;635
5428;1745;80;20;137
5431;11490;50;50;1062
5432;7065;70;30;1177
5433;480;80;20;509
5434;1250;90;10;176
5435;490;90;10;111
5437;1740;80;20;182
5438;1195;80;20;128
5439;270;80;20;48
5441;2375;80;20;236
5443;2895;80;20;291
5445;715;90;10;49
5446;2825;70;30;253
5447;1715;80;20;175
5449;75;90;-99997;24
5451;6295;70;30;447
5453;2260;80;20;152
5454;1415;70;30;184
5455;1090;80;20;102
5461;4615;50;50;1793
5462;3470;50;50;1168
5463;8210;70;30;1206
5464;6250;80;20;799
5465;1870;90;10;182
5466;1495;80;20;180
5467;7445;80;20;1504
5469;7075;80;20;342
5471;115;90;10;121
5472;1220;90;10;126
5473;8450;70;30;558
5476;1780;80;20;176
5481;9860;70;30;1201
5482;13970;60;40;1091
5491;11040;80;20;741
5492;7320;70;30;626
5501;4200;60;40;2378
5502;5100;80;20;1624
5503;5910;60;40;1910
5504;6370;70;30;1276
5505;4100;50;50;1738
5506;2810;70;30;1748
5507;3355;80;20;559
5508;10620;70;30;1693
5509;3365;70;30;1778
5511;1425;90;10;129
5512;2175;80;20;223
5513;2100;80;20;169
5521;10590;70;30;886
5524;1495;80;20;193
5525;2035;70;30;254
5527;5655;80;20;546
5528;2285;80;20;207
5529;1130;90;10;132
5531;10590;70;30;981
5534;1065;90;10;122
5541;8775;80;20;794
5551;9435;70;30;1067
5552;6045;50;50;1654
5553;1870;50;50;1184
5554;9435;60;40;1930
5555;3190;70;30;1425
5556;1265;80;20;68
5561;2465;80;20;177
5563;2145;80;20;230
5571;11145;80;20;721
5575;3125;80;20;279
5581;7005;80;20;770
5582;5055;70;30;961
5583;5565;80;20;942
5591;10060;80;20;749
5595;4540;80;20;387
5611;13915;30;70;4183
5612;12175;10;80;4092
5613;6525;50;50;2760
5614;3850;50;50;3702
5615;7980;40;60;3547
5616;13130;30;70;3962
5617;2730;0;100;4376
5621;4520;30;70;3441
5622;8245;40;60;3520
5623;10800;40;60;3415
5624;5690;50;50;2273
5625;9930;30;60;3341
5626;4100;80;20;851
5627;12050;80;20;1558
5628;10370;40;60;2648
5629;9360;90;10;1540
5631;5660;60;40;1949
5632;13070;50;50;2312
5633;130;70;30;958
5641;7785;40;60;1669
5642;8290;40;60;2111
5643;8055;40;60;2843
5644;8905;60;40;2356
5645;3905;40;60;1870
5646;2370;60;40;1525
5647;50;90;-99997;690
5651;3850;30;70;2296
5652;6975;40;60;1784
5653;6740;50;50;2203
5654;10225;40;60;2494
5655;4185;50;40;1472
5657;245;80;20;468
5658;12505;70;30;1278
5661;1215;80;20;709
5662;3195;90;10;1142
5663;6015;80;20;1192
5664;4920;50;50;1871
5665;5360;30;70;1647
5666;3795;60;40;1902
5667;4550;80;20;1303
5671;5475;60;40;1440
5672;6985;80;20;1378
5673;6070;70;30;1211
5674;5290;80;20;305
5681;875;80;20;360
5682;4245;80;20;1340
5683;6455;60;40;1704
5684;11920;60;40;1557
5685;7115;90;10;1094
5688;12420;70;30;787
5689;585;70;30;801
5691;10960;70;30;773
5692;1995;70;30;505
5694;4820;80;20;687
5701;15555;20;80;3075
5702;11820;40;60;2052
5703;5605;30;70;1879
5704;8920;70;30;1261
5705;2085;30;70;1518
5706;14980;70;30;1455
5707;10590;60;40;1774
5708;10940;80;20;814
5709;12980;80;20;1247
5711;8590;70;30;1071
5712;8830;80;20;524
5715;2280;80;20;183
5721;13375;70;30;1173
5722;150;30;70;846
5724;1050;80;20;121
5725;2500;80;20;180
5731;11080;70;30;975
5735;5755;70;30;604
5737;4335;70;30;433
5738;2035;90;10;146
5741;10815;60;40;834
5751;12745;60;40;1332
5752;1875;90;10;329
5753;4280;70;30;673
5754;6185;70;30;1072
5756;1455;80;20;139
5757;3330;70;30;283
5758;1855;80;20;186
5759;880;70;30;79
5761;6055;80;20;483
5763;2220;80;20;197
5764;1145;70;30;111
5766;535;90;10;68
5768;6260;80;20;508
5801;10280;50;50;1488
5802;7395;50;50;1549
5803;7925;70;30;1403
5804;3285;80;20;900
5807;2440;70;30;386
5808;1220;70;30;109
5809;2240;80;20;371
5811;815;80;20;71
5812;500;80;20;116
5813;2315;80;20;159
5814;560;80;20;34
5815;1090;80;20;93
5816;235;70;30;13
5817;200;90;10;53
5821;2540;80;20;316
5823;885;80;20;107
5824;560;90;10;88
5825;4050;70;30;347
5826;500;90;10;73
5827;770;90;10;62
5831;12525;60;40;1174
5835;1930;90;10;188
5836;1840;80;20;321
5841;1890;80;20;125
5843;710;90;10;55
5844;720;80;20;68
5845;4105;70;30;466
5846;755;90;10;211
5851;2145;70;30;215
5853;2060;80;20;173
5854;5255;70;30;513
5855;2445;70;30;182
5856;1195;80;20;84
5861;1890;90;10;236
5862;410;70;30;61
5863;1160;70;30;158
5864;1875;90;10;217
5865;1285;80;20;175
5866;1285;90;10;141
5871;1080;80;20;163
5872;765;80;20;155
5911;4925;30;70;2954
5912;10095;50;50;2246
5913;9835;70;30;2431
5914;7675;40;60;2010
5915;5905;50;50;1304
5916;2505;90;10;603
5921;6725;50;50;2528
5922;5945;50;50;2033
5923;3050;40;60;1926
5924;3700;80;20;1849
5925;3820;60;40;1392
5926;2865;90;10;957
5927;880;90;10;446
5928;755;90;10;613
5931;9670;60;40;1404
5932;5440;60;40;972
5935;3650;60;40;968
5941;5415;80;20;496
5943;1040;80;20;131
5944;2760;80;20;220
5951;5475;70;30;560
5953;10975;60;40;859
5954;2435;80;20;255
5961;13210;70;30;1124
5962;2160;90;10;178
5963;2070;80;20;257
5964;1690;80;20;203
5966;2060;80;20;224
5971;4815;80;20;603
5973;2000;80;20;180
5975;6835;80;20;519
5976;1110;90;10;126
5977;255;80;20;15
5981;7725;60;40;992
5984;1255;70;30;125
5985;1650;80;20;121
5986;2140;80;20;201
5987;1435;90;10;331
5988;6290;70;30;823
5991;6465;70;30;580
5993;6855;80;20;481
5995;4200;70;30;312
6001;7920;40;60;2270
6002;6570;80;20;836
6003;5535;90;10;854
6004;9410;70;30;1498
6005;4450;70;30;746
6006;11245;60;40;1478
6011;1485;90;10;156
6012;470;90;10;41
6013;960;80;20;119
6014;1670;80;20;257
6015;1260;80;20;202
6017;2475;70;30;386
6019;2045;80;20;323
6021;9435;70;30;822
6023;2100;70;30;373
6024;1420;90;10;180
6026;5140;80;20;553
6027;1850;80;20;216
6028;725;80;20;111
6029;1860;80;20;108
6031;10510;70;30;892
6034;1555;80;20;161
6035;4145;80;20;254
6037;1180;80;20;94
6039;5210;70;30;540
6041;12095;40;60;1998
6042;9360;60;40;1522
6043;11380;50;50;2171
6044;3455;30;70;2050
6045;6060;50;50;1339
6049;8075;80;20;880
6051;7040;70;30;662
6061;3945;70;30;305
6063;2350;70;30;253
6065;3100;80;20;345
6067;3645;80;20;468
6071;8760;70;30;677
6074;3620;80;20;490
6075;4180;70;30;486
6077;3360;70;30;404
6081;4330;80;20;573
6082;935;80;20;200
6083;660;80;20;289
6085;3695;80;20;424
6086;3365;80;20;315
6088;4285;80;20;387
6089;730;80;20;86
6091;790;80;20;99
6092;325;80;20;126
6093;6570;70;30;673
6095;2650;80;20;271
6096;1675;80;20;206
6097;4520;80;20;393
6099;1825;80;20;271
6101;9585;60;40;1131
6102;5090;70;30;625
6104;1645;80;20;152
6105;1315;90;10;91
6107;1615;80;20;234
6109;840;80;20;90
6111;580;80;20;245
6112;875;90;10;206
6114;7955;70;30;698
6116;1450;70;30;170
6118;3230;80;20;421
6121;5945;70;30;764
6122;1975;80;20;773
6123;1160;90;10;389
6124;750;90;10;351
6125;1710;70;30;340
6127;2300;80;20;445
6129;5680;70;30;499
6131;5000;30;70;2408
6132;5285;70;30;1237
6133;3710;70;30;1313
6134;2400;40;60;1059
6135;5765;50;50;1444
6136;6885;50;50;2035
6137;8075;50;50;1813
6141;2570;90;10;632
6142;1285;80;20;308
6143;1200;80;20;238
6151;4525;80;20;800
6153;95;70;30;106
6155;2045;80;20;286
6161;4275;40;60;2062
6162;4485;50;50;2075
6163;7615;60;40;1253
6164;4890;50;50;1600
6165;4620;60;40;2186
6166;5170;60;30;1839
6167;20;-99997;-99997;381
6171;10785;70;30;1083
6174;740;90;10;297
6176;3400;80;20;432
6181;8340;80;20;925
6191;12415;70;30;1023
6211;12860;20;80;4179
6212;4485;70;30;1931
6213;4430;60;40;1897
6214;4730;20;80;3381
6215;8225;60;40;1964
6216;7350;50;50;2577
6217;9145;20;70;2744
6218;7175;40;60;1731
6219;1640;40;60;1102
6221;10175;30;70;3935
6222;5075;20;80;1209
6223;2645;70;30;284
